Nash Equilibrium,Occurrences,Subsample Ratio,Max Depth
0000000100,7,0.5,10
1111111111,10,0.5,10
0000000001,8,0.5,10
0000000010,6,0.5,10
0000001000,3,0.5,10
1000000000,2,0.5,10
