Trial,Combination,Clients,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value,Global Accuracy,Subsample Ratio,Max Depth
1,0000000100,3,,,,,0.447385656054193,0.04579338378775458,,,,,,,,,,,,,,,0.4436418021329215,0.5,10
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6246468753971124,0.0891218537364613,0.4990958055150976,0.04745939483598265,0.447385656054193,0.04579338378775458,0.6471099989247417,0.09616363196400722,0.7596993186772368,0.1369997076153253,0.6338061211522859,0.09374264632275603,0.7532282186879894,0.1368998007060939,0.7729934213741801,0.14410197193107116,0.7174025669348296,0.11126338818674274,0.6525840412117183,0.09845422091380525,0.8803824009540474,0.5,10
2,0000000001,1,0.4906990156498959,0.059650013069046576,,,,,,,,,,,,,,,,,,,0.4923705535625263,0.5,10
2,0000000010,2,,,0.5080888749865593,0.05700997218109216,,,,,,,,,,,,,,,,,0.5015688996197496,0.5,10
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4906990156498959,0.059650013069046576,0.5080888749865593,0.05700997218109216,0.6115775994369557,0.08815278908410559,0.5246380778291513,0.07000332868972663,0.7314004750686699,0.13386423219173257,0.622652759992571,0.09841653544204382,0.7507355744323125,0.1389691059490158,0.7361902620697744,0.14013553171077733,0.7242255696425255,0.12527571860170442,0.6200330397552322,0.08852277308075526,0.8714284317846356,0.5,10
3,0000000100,3,,,,,0.4688028465019892,0.054308358015052065,,,,,,,,,,,,,,,0.4698194543552849,0.5,10
3,0000001000,4,,,,,,,0.5419106362596651,0.06096755563872417,,,,,,,,,,,,,0.5391442898896394,0.5,10
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.5897400807421237,0.07818096629018512,0.5822719230506056,0.07709775340794148,0.4688028465019892,0.054308358015052065,0.5419106362596651,0.06096755563872417,0.7443035747451149,0.13948935190861192,0.6985659964223223,0.11543892143936195,0.7537560727656621,0.14300592325401482,0.7280769493944341,0.13710558989845548,0.682564197808428,0.10942566070648864,0.6144025962600561,0.08497991944116431,0.8656415870812602,0.5,10
4,0000000001,1,0.5525361433417073,0.0693173982077364,,,,,,,,,,,,,,,,,,,0.5449311345930147,0.5,10
4,0000000010,2,,,0.5014613737891125,0.04471700173181721,,,,,,,,,,,,,,,,,0.4952053254611392,0.5,10
4,0000000100,3,,,,,0.5776483123332128,0.07310007504482599,,,,,,,,,,,,,,,0.5750188170203615,0.5,10
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.5525361433417073,0.0693173982077364,0.5014613737891125,0.04471700173181721,0.5776483123332128,0.07310007504482599,0.6043440435577365,0.0907601478176039,0.7566690452683748,0.14155131245278735,0.5731908778995318,0.08679856489377927,0.7614686073449918,0.1414315300456232,0.7665125463094202,0.14553421352190643,0.7239420924526642,0.12664983599316915,0.6187329547120751,0.08013992029075126,0.8768535986940499,0.5,10
5,0000000001,1,0.47557697383212283,0.03309344510826494,,,,,,,,,,,,,,,,,,,0.46950665193888624,0.5,10
5,0000000010,2,,,0.5071504677373633,0.05302796529470035,,,,,,,,,,,,,,,,,0.5031720120037927,0.5,10
