Trial,Combination,Clients,Global Accuracy,Max Depth,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value
1,0010000000,8,0.7871878393051032,10,,,,,,,,,,,,,,,0.7871878393051032,0.08428960950433331,,,,
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.8849077090119435,10,0.8219326818675353,0.09552828902522154,0.7937024972855592,0.09399405979160572,0.8034744842562432,0.09721053656636465,0.8132464712269273,0.09861524978089377,0.8327904451682954,0.100211802512416,0.8295331161780674,0.10137793358652236,0.7806731813246471,0.0907571331190959,0.7871878393051032,0.08428960950433331,0.8740499457111836,0.120041873600156,0.8653637350705755,0.11797351251338985
2,0000100000,6,0.8371335504885994,10,,,,,,,,,,,0.8371335504885994,0.089503968253968,,,,,,,,
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9120521172638436,10,0.8512486427795874,0.1103727324263038,0.8371335504885994,0.1011148904006047,0.8349619978284474,0.09563775510204076,0.8599348534201955,0.0980461073318215,0.8458197611292074,0.09593820861677979,0.8371335504885994,0.089503968253968,0.8653637350705755,0.10088246409674952,0.8501628664495114,0.10006991685563117,0.8675352877307275,0.10803713151927434,0.8664495114006515,0.10039682539682525
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9229098805646037,10,0.8436482084690554,0.09735994397759075,0.8523344191096635,0.10028431372548997,0.8447339847991314,0.10151727357609694,0.8371335504885994,0.10023529411764692,0.8175895765472313,0.09225023342670366,0.8469055374592834,0.09649299719887945,0.8566775244299675,0.10485200746965456,0.8002171552660152,0.08955835667600363,0.8805646036916395,0.11602521008403356,0.8501628664495114,0.10142436974789913
4,0000000001,1,0.8110749185667753,10,0.8110749185667753,0.09690921316816307,,,,,,,,,,,,,,,,,,
4,0000000010,2,0.8034744842562432,10,,,0.8034744842562432,0.08852142288896446,,,,,,,,,,,,,,,,
4,0000010000,5,0.7980456026058632,10,,,,,,,,,0.7980456026058632,0.0893368564609614,,,,,,,,,,
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9098805646036916,10,0.8110749185667753,0.09690921316816307,0.8034744842562432,0.08852142288896446,0.8490770901194354,0.1017715081259234,0.8458197611292074,0.10022303670871673,0.7980456026058632,0.0893368564609614,0.8523344191096635,0.09956150320112132,0.8273615635179153,0.09531528203962573,0.8327904451682954,0.09682397620941771,0.8686210640608035,0.11035439633291651,0.8859934853420195,0.12118280486418945
5,0000000001,1,0.7861020629750272,10,0.7861020629750272,0.08064898174886258,,,,,,,,,,,,,,,,,,
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9131378935939196,10,0.7861020629750272,0.08064898174886258,0.8143322475570033,0.0903318045410791,0.8740499457111836,0.11248608044089616,0.8371335504885994,0.0950337844214182,0.8262757871878393,0.09591048072023103,0.8469055374592834,0.10251637317630165,0.8186753528773073,0.09535700130230457,0.8360477741585234,0.10423484891380261,0.8610206297502715,0.11324009587981046,0.8653637350705755,0.11024054885529316
6,0000000001,1,0.8154180238870793,10,0.8154180238870793,0.09283264746227694,,,,,,,,,,,,,,,,,,
6,0000000010,2,0.8045602605863192,10,,,0.8045602605863192,0.08998677248677239,,,,,,,,,,,,,,,,
6,0000010000,5,0.7861020629750272,10,,,,,,,,,0.7861020629750272,0.08731873407799323,,,,,,,,,,
6,0010000000,8,0.8002171552660152,10,,,,,,,,,,,,,,,0.8002171552660152,0.09267734665882801,,,,
