Trial,Combination,Clients,Global Accuracy,Max Depth,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.8794788273615635,10,0.8154180238870793,0.09283264746227694,0.8045602605863192,0.08998677248677239,0.8241042345276873,0.09926807760141101,0.8306188925081434,0.10283607681755813,0.7861020629750272,0.08731873407799323,0.8566775244299675,0.11349353321575528,0.8154180238870793,0.09264207329022131,0.8002171552660152,0.09267734665882801,0.8588490770901195,0.11597834607093853,0.8523344191096635,0.11296639231824417
7,0001000000,7,0.8110749185667753,10,,,,,,,,,,,,,0.8110749185667753,0.08667283843468508,,,,,,
7,0010000000,8,0.8349619978284474,10,,,,,,,,,,,,,,,0.8349619978284474,0.09374481667920292,,,,
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.8935939196525515,10,0.8197611292073833,0.100004339524388,0.8382193268186754,0.09429931146213028,0.8458197611292074,0.10501841887018042,0.8501628664495114,0.10560521900133046,0.8545059717698155,0.10307865146868793,0.8295331161780674,0.09512864278963892,0.8110749185667753,0.08667283843468508,0.8349619978284474,0.09374481667920292,0.8621064060803475,0.10876198190900474,0.8534201954397395,0.10768577986074941
8,0000001000,4,0.8219326818675353,10,,,,,,,0.8219326818675353,0.09225594999904714,,,,,,,,,,,,
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9044516829533116,10,0.8479913137893594,0.09951313858876878,0.8241042345276873,0.09507088549705572,0.8697068403908795,0.1091860553745305,0.8219326818675353,0.09225594999904714,0.8089033659066233,0.08999123458907367,0.8089033659066233,0.09053764362888005,0.8110749185667753,0.09680253053602389,0.8783930510314875,0.10923559900150534,0.8642779587404995,0.1109672440404732,0.8621064060803475,0.10643971874464055
9,0001000000,7,0.7785016286644951,10,,,,,,,,,,,,,0.7785016286644951,0.09117581824143171,,,,,,
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.8935939196525515,10,0.8230184581976113,0.09830372813361868,0.8295331161780674,0.09818463229763333,0.7991313789359392,0.09446469555825539,0.8230184581976113,0.09785965013790027,0.8132464712269273,0.09831819321491234,0.8512486427795874,0.10723446932438394,0.7785016286644951,0.09117581824143171,0.8360477741585234,0.10620214468938632,0.8251900108577633,0.1042874500954694,0.8371335504885994,0.10396921830700659
10,0001000000,7,0.7893593919652552,10,,,,,,,,,,,,,0.7893593919652552,0.08300985481080242,,,,,,
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9163952225841476,10,0.8621064060803475,0.09989044986082872,0.8382193268186754,0.08531981117881587,0.8642779587404995,0.09995862484014145,0.8762214983713354,0.10754062288422453,0.8555917480998915,0.10106305950500263,0.8697068403908795,0.10407263221244255,0.7893593919652552,0.08300985481080242,0.8251900108577633,0.09047525013164798,0.8990228013029316,0.11400596178439763,0.8935939196525515,0.11466373279169477
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9174809989142236,100,0.8436482084690554,0.10049826242133936,0.8469055374592834,0.09939701324316698,0.8534201954397395,0.10350427350427342,0.8023887079261672,0.09596740865971623,0.8273615635179153,0.09550295857988157,0.8230184581976113,0.09292899408284006,0.8653637350705755,0.10685780031933864,0.8382193268186754,0.09910538179768927,0.8490770901194354,0.10143937259321868,0.8534201954397395,0.10479853479853458
2,0000001000,4,0.7850162866449512,100,,,,,,,0.7850162866449512,0.09273114355231139,,,,,,,,,,,,
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.8925081433224755,100,0.8251900108577633,0.09136446143745411,0.8251900108577633,0.10171088711234694,0.8208469055374593,0.08808606573205133,0.7850162866449512,0.09273114355231139,0.8534201954397395,0.10292791488046935,0.7871878393051032,0.09481713204340926,0.8317046688382194,0.10338605028386043,0.8251900108577633,0.09659415672189382,0.8729641693811075,0.12063443787896347,0.8327904451682954,0.10774775035723942
3,0000000001,1,0.8034744842562432,100,0.8034744842562432,0.08493664376916193,,,,,,,,,,,,,,,,,,
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.8881650380021715,100,0.8034744842562432,0.08493664376916193,0.8371335504885994,0.09463218457717228,0.8089033659066233,0.09784317149842817,0.8555917480998915,0.10064957115690584,0.8186753528773073,0.09460065199673967,0.8360477741585234,0.10258712694531746,0.8393051031487514,0.1027171382000232,0.8175895765472313,0.09973852214072243,0.8621064060803475,0.11762040594558916,0.8382193268186754,0.10467458376993809
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9033659066232356,100,0.8382193268186754,0.10355950473137963,0.7926167209554832,0.09690934065934048,0.7980456026058632,0.09824051816239315,0.8121606948968513,0.08864755036630015,0.8436482084690554,0.10271768162393147,0.8436482084690554,0.10129254426129433,0.8306188925081434,0.09926167582417561,0.8186753528773073,0.08802560286935283,0.8306188925081434,0.10786878052503057,0.8631921824104235,0.11347680097680102
5,0000001000,4,0.8241042345276873,100,,,,,,,0.8241042345276873,0.09118991530652316,,,,,,,,,,,,
5,0000100000,6,0.8458197611292074,100,,,,,,,,,,,0.8458197611292074,0.09283096827266421,,,,,,,,
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9218241042345277,100,0.8403908794788274,0.09989717127526328,0.8751357220412594,0.10423140202292128,0.8697068403908795,0.10313954792753371,0.8241042345276873,0.09118991530652316,0.8773072747014115,0.10509656552059383,0.8458197611292074,0.09283096827266421,0.8664495114006515,0.10088993587226787,0.8360477741585234,0.09263980032531288,0.8664495114006515,0.10549339091741912,0.8675352877307275,0.10459130255950037
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.8979370249728555,100,0.8360477741585234,0.10061371182894757,0.8414766558089034,0.10485451334907185,0.8490770901194354,0.10412420107099664,0.7871878393051032,0.08573779773900692,0.8067318132464713,0.08953043127771061,0.8165038002171553,0.0975566687779503,0.8143322475570033,0.09398811922995719,0.8338762214983714,0.10283823726991807,0.8436482084690554,0.11089854321414158,0.8534201954397395,0.10985777624229849
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9283387622149837,100,0.8523344191096635,0.09280516105077517,0.8154180238870793,0.08990624709922947,0.8262757871878393,0.08934976329713187,0.8707926167209555,0.10456465237167,0.8610206297502715,0.10463334261579862,0.8740499457111836,0.1044407314582753,0.8512486427795874,0.09545437668244691,0.8566775244299675,0.09514109347442694,0.8914223669923995,0.11063956186763217,0.8946796959826275,0.113065070082614
8,0000000010,2,0.8089033659066233,100,,,0.8089033659066233,0.08856095351339115,,,,,,,,,,,,,,,,
8,0001000000,7,0.7882736156351792,100,,,,,,,,,,,,,0.7882736156351792,0.08417935941717157,,,,,,
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9131378935939196,100,0.8588490770901195,0.09910159862597422,0.8089033659066233,0.08856095351339115,0.8545059717698155,0.10327793820659466,0.8599348534201955,0.09985608591434988,0.8642779587404995,0.10264660362757845,0.8501628664495114,0.09937621501236234,0.7882736156351792,0.08417935941717157,0.8621064060803475,0.10546260121170918,0.8566775244299675,0.1090345016325991,0.8697068403908795,0.10850414283826865
9,0000000010,2,0.760043431053203,100,,,0.760043431053203,0.08511904761904773,,,,,,,,,,,,,,,,
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9120521172638436,100,0.8393051031487514,0.09898053665910807,0.760043431053203,0.08511904761904773,0.8175895765472313,0.09393613000755839,0.8317046688382194,0.10504960317460321,0.8317046688382194,0.09743764172335591,0.8165038002171553,0.09553287981859401,0.8327904451682954,0.10135487528344651,0.8197611292073833,0.10310563114134526,0.8621064060803475,0.11452097505668951,0.8327904451682954,0.10496267951625077
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.8925081433224755,100,0.8045602605863192,0.09019232997335182,0.8306188925081434,0.09987255242729678,0.8175895765472313,0.0936638280616382,0.8154180238870793,0.08882613061445174,0.8653637350705755,0.11141717838798128,0.7947882736156352,0.09535733595952543,0.8165038002171553,0.09532547406634981,0.8458197611292074,0.1038422546634225,0.8762214983713354,0.11766259220638754,0.8327904451682954,0.10384032363959371
