Combination,index,Clients,Global Accuracy,Trial,Max Iter or Depth,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,1,10,0.8979370249728555,0.9001085776330076,0.9066232356134636,0.9011943539630836,0.9066232356134636,0.9001085776330076,0.8968512486427795,0.9120521172638436,0.9131378935939196,0.8870792616720955
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9326818675352877,2,10,0.9229098805646037,0.8979370249728555,0.8903365906623235,0.8686210640608035,0.9033659066232356,0.8762214983713354,0.8545059717698155,0.9218241042345277,0.8990228013029316,0.9163952225841476
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,3,10,0.9153094462540716,0.8957654723127035,0.9066232356134636,0.9098805646036916,0.8816503800217155,0.8903365906623235,0.8914223669923995,0.8892508143322475,0.8990228013029316,0.9033659066232356
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9239956568946797,4,10,0.8838219326818675,0.9044516829533116,0.8903365906623235,0.9066232356134636,0.8946796959826275,0.8946796959826275,0.8729641693811075,0.9098805646036916,0.9131378935939196,0.9055374592833876
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9315960912052117,5,10,0.9022801302931596,0.9011943539630836,0.8914223669923995,0.8740499457111836,0.9218241042345277,0.9131378935939196,0.8925081433224755,0.8925081433224755,0.9109663409337676,0.8957654723127035
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,6,10,0.9131378935939196,0.9011943539630836,0.9098805646036916,0.8794788273615635,0.8946796959826275,0.8881650380021715,0.8935939196525515,0.8773072747014115,0.8957654723127035,0.8903365906623235
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9283387622149837,7,10,0.9066232356134636,0.8631921824104235,0.8816503800217155,0.8979370249728555,0.9055374592833876,0.8794788273615635,0.9098805646036916,0.9022801302931596,0.9153094462540716,0.8892508143322475
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9283387622149837,8,10,0.9239956568946797,0.8729641693811075,0.9142236699239956,0.9174809989142236,0.9011943539630836,0.8903365906623235,0.8990228013029316,0.8773072747014115,0.9011943539630836,0.8968512486427795
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9294245385450597,9,10,0.8925081433224755,0.8675352877307275,0.8903365906623235,0.8935939196525515,0.8990228013029316,0.9142236699239956,0.8892508143322475,0.8870792616720955,0.9109663409337676,0.9087947882736156
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9239956568946797,10,10,0.9001085776330076,0.9087947882736156,0.8957654723127035,0.8957654723127035,0.8925081433224755,0.8946796959826275,0.9142236699239956,0.8946796959826275,0.8773072747014115,0.9163952225841476
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9250814332247557,11,10,0.9131378935939196,0.8957654723127035,0.9033659066232356,0.9077090119435396,0.8631921824104235,0.9109663409337676,0.8762214983713354,0.9011943539630836,0.8762214983713354,0.8577633007600435
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9218241042345277,12,10,0.8914223669923995,0.9022801302931596,0.8870792616720955,0.8925081433224755,0.9055374592833876,0.8773072747014115,0.8881650380021715,0.8968512486427795,0.9120521172638436,0.8642779587404995
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9283387622149837,13,10,0.9087947882736156,0.8914223669923995,0.8783930510314875,0.8979370249728555,0.8903365906623235,0.9033659066232356,0.9001085776330076,0.8935939196525515,0.8827361563517915,0.9109663409337676
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9305103148751357,14,10,0.8675352877307275,0.8849077090119435,0.8946796959826275,0.9087947882736156,0.8990228013029316,0.9131378935939196,0.9142236699239956,0.9033659066232356,0.8881650380021715,0.9120521172638436
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,15,10,0.9022801302931596,0.8990228013029316,0.8903365906623235,0.9131378935939196,0.8979370249728555,0.9055374592833876,0.9066232356134636,0.8979370249728555,0.8870792616720955,0.9153094462540716
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,16,10,0.8827361563517915,0.9077090119435396,0.9109663409337676,0.9033659066232356,0.9066232356134636,0.8870792616720955,0.9174809989142236,0.8838219326818675,0.8762214983713354,0.8675352877307275
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,17,10,0.9109663409337676,0.9055374592833876,0.9077090119435396,0.8783930510314875,0.9022801302931596,0.9109663409337676,0.8979370249728555,0.8870792616720955,0.8859934853420195,0.8697068403908795
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9239956568946797,18,10,0.9022801302931596,0.9196525515743756,0.9001085776330076,0.8849077090119435,0.9001085776330076,0.8870792616720955,0.9022801302931596,0.8870792616720955,0.8946796959826275,0.8631921824104235
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,19,10,0.9066232356134636,0.8979370249728555,0.8979370249728555,0.9011943539630836,0.8979370249728555,0.9055374592833876,0.8859934853420195,0.9055374592833876,0.8957654723127035,0.8805646036916395
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9239956568946797,20,10,0.8816503800217155,0.9131378935939196,0.9174809989142236,0.8935939196525515,0.9087947882736156,0.9011943539630836,0.9066232356134636,0.8751357220412594,0.8859934853420195,0.8729641693811075
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9315960912052117,21,10,0.8870792616720955,0.8903365906623235,0.9011943539630836,0.9163952225841476,0.9001085776330076,0.9055374592833876,0.9022801302931596,0.9142236699239956,0.8881650380021715,0.8664495114006515
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9283387622149837,22,10,0.8935939196525515,0.9120521172638436,0.8946796959826275,0.9066232356134636,0.8849077090119435,0.9011943539630836,0.8892508143322475,0.8849077090119435,0.8903365906623235,0.8805646036916395
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,23,10,0.9044516829533116,0.9055374592833876,0.8903365906623235,0.8653637350705755,0.8968512486427795,0.9022801302931596,0.8675352877307275,0.9120521172638436,0.8914223669923995,0.8957654723127035
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9250814332247557,24,10,0.8935939196525515,0.8816503800217155,0.9001085776330076,0.8849077090119435,0.8870792616720955,0.8957654723127035,0.9033659066232356,0.9077090119435396,0.9022801302931596,0.8881650380021715
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9326818675352877,25,10,0.8914223669923995,0.9055374592833876,0.9087947882736156,0.9044516829533116,0.8859934853420195,0.8414766558089034,0.8849077090119435,0.8925081433224755,0.9022801302931596,0.9153094462540716
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9239956568946797,26,10,0.8903365906623235,0.8805646036916395,0.9022801302931596,0.9033659066232356,0.8914223669923995,0.9120521172638436,0.8914223669923995,0.9044516829533116,0.8783930510314875,0.9087947882736156
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9218241042345277,27,10,0.8783930510314875,0.8664495114006515,0.8881650380021715,0.8762214983713354,0.8642779587404995,0.9044516829533116,0.8805646036916395,0.8990228013029316,0.9109663409337676,0.9142236699239956
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9305103148751357,28,10,0.8925081433224755,0.8968512486427795,0.9087947882736156,0.8903365906623235,0.9087947882736156,0.8935939196525515,0.8718783930510315,0.8783930510314875,0.9229098805646037,0.8903365906623235
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9326818675352877,29,10,0.8925081433224755,0.9109663409337676,0.8903365906623235,0.9153094462540716,0.8925081433224755,0.9250814332247557,0.8859934853420195,0.9001085776330076,0.8946796959826275,0.8827361563517915
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9283387622149837,30,10,0.8794788273615635,0.8979370249728555,0.8870792616720955,0.9196525515743756,0.9022801302931596,0.8805646036916395,0.8957654723127035,0.8979370249728555,0.8773072747014115,0.9001085776330076
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9326818675352877,31,10,0.8892508143322475,0.8849077090119435,0.8762214983713354,0.9098805646036916,0.9066232356134636,0.9131378935939196,0.8653637350705755,0.8653637350705755,0.9163952225841476,0.8946796959826275
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9239956568946797,32,10,0.8664495114006515,0.9142236699239956,0.9077090119435396,0.8838219326818675,0.8946796959826275,0.9066232356134636,0.9131378935939196,0.8783930510314875,0.9001085776330076,0.8859934853420195
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9250814332247557,33,10,0.9066232356134636,0.9077090119435396,0.8773072747014115,0.9098805646036916,0.9001085776330076,0.8903365906623235,0.8870792616720955,0.9044516829533116,0.8686210640608035,0.9066232356134636
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,34,10,0.8881650380021715,0.8849077090119435,0.9066232356134636,0.8849077090119435,0.9239956568946797,0.8935939196525515,0.8707926167209555,0.9120521172638436,0.8859934853420195,0.9011943539630836
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9250814332247557,35,10,0.8925081433224755,0.9131378935939196,0.9055374592833876,0.9087947882736156,0.8729641693811075,0.8805646036916395,0.9087947882736156,0.9185667752442996,0.9087947882736156,0.8979370249728555
0110111111,446,"[1, 2, 3, 4, 5, 6, 8, 9]",0.9207383279044516,36,10,0.8968512486427795,0.8675352877307275,0.8925081433224755,0.8870792616720955,0.8914223669923995,0.9087947882736156,0.9326818675352877,0.8740499457111836,0.8827361563517915,0.9272529858849077
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,37,10,0.9120521172638436,0.8773072747014115,0.9087947882736156,0.8816503800217155,0.8990228013029316,0.8870792616720955,0.8946796959826275,0.8870792616720955,0.8946796959826275,0.8783930510314875
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9229098805646037,38,10,0.9109663409337676,0.8968512486427795,0.8762214983713354,0.8794788273615635,0.9185667752442996,0.8577633007600435,0.9077090119435396,0.8914223669923995,0.8816503800217155,0.8892508143322475
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,39,10,0.8751357220412594,0.8762214983713354,0.9055374592833876,0.9001085776330076,0.9077090119435396,0.9163952225841476,0.9044516829533116,0.9131378935939196,0.9077090119435396,0.9001085776330076
