Trial,Combination,Clients,Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Noise Std,Corrupted Clients,Num Samples,Max Iter
1,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6190848574305237,0.37414101523934273,0.36492311903109453,0.4306605018523768,0.5730638019178698,0.6031612594207291,0.5106890450728732,0.5625946960440269,0.5447942835358404,0.5737382821282294,0.5519985141885221,2,3,350,10
2,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6326037868642536,0.3482272900558157,0.3008279488959052,0.4487052912483749,0.6119783775329665,0.5473749034711293,0.5878730413192442,0.5718419174788125,0.5827020263731537,0.6097887606181758,0.5692906227700609,2,3,350,10
3,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6318413309742817,0.36493289410660695,0.3287748897860236,0.45122726073058916,0.5629563738379879,0.5899258071768605,0.5583718634226449,0.5955758008230614,0.5670814557042453,0.5771693336331023,0.5489193654020977,2,3,350,10
4,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6338647716053607,0.3555976969922093,0.3288726405411482,0.5106988201483856,0.6234054408070302,0.5481178092100761,0.6020078005102589,0.579358950547893,0.5651068904507287,0.5811380142911604,0.5437776756825446,2,3,350,10
5,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.638224455283917,0.3455489193654021,0.3396838740579271,0.5037194162324904,0.5537775779317895,0.5732593034281189,0.5371697246361228,0.6020175755857714,0.5703072306233565,0.5563581978670785,0.5511383075434257,2,3,350,10
6,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6255461823442586,0.3431833510913872,0.3643952649534218,0.49382703981388254,0.5823501236547053,0.5795349019071172,0.5919687979589643,0.5937674118532565,0.5908837645770814,0.5846570414756453,0.5320573601431071,2,3,350,10
7,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6396907166107858,0.372205550287876,0.29741644754205726,0.5645497111465186,0.6007859160712017,0.5734254797118308,0.5521744655477464,0.6067975875113635,0.5720569691400866,0.5724675223116099,0.5274630746522517,2,3,350,10
8,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6321736835417053,0.35675115590267936,0.329508020449458,0.49077721625399556,0.5736503064486174,0.5991143781585713,0.5539339791399889,0.5762602516104437,0.5802191571929893,0.5902777098953089,0.5337288980557375,2,3,350,10
10,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6208345959472537,0.3507981349155922,0.33997712632330085,0.5410211043880314,0.5853803970635674,0.5721547198952112,0.5571206537570502,0.5700042032824704,0.514843452165668,0.5514022345822621,0.5224484609143606,2,3,350,10
11,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6174230945934057,0.34269459731576424,0.3671811614744724,0.46593874937683893,0.5561431462058044,0.5861526280290515,0.5859375763677774,0.5782543670149852,0.5711576621929404,0.5684695164270144,0.5444326057418793,2,3,350,10
