Trial,Combination,Clients,Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Noise Std,Corrupted Clients,Num Samples,Max Iter
1,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6246468753971124,0.40142325099461396,0.3755584011886492,0.4951564500835769,0.5486749885142863,0.5796424277377543,0.5972766639622291,0.5625946960440269,0.5447942835358404,0.5737382821282294,0.5519985141885221,0.5,6,350,10
2,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6353603581587668,0.39989833921467044,0.36303652945719006,0.5192422361462742,0.5714802396848516,0.5567101005855271,0.5764655281962053,0.5718419174788125,0.5827020263731537,0.6097887606181758,0.5692906227700609,0.5,6,350,10
3,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6313819024251962,0.39621313574647365,0.3592731253848936,0.5375509525811087,0.43463895758594734,0.5568958270202637,0.5401608977429351,0.5955758008230614,0.5670814557042453,0.5771693336331023,0.5489193654020977,0.5,6,350,10
4,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6291727353593807,0.3967605399751713,0.39973216293095865,0.5511383075434257,0.5657911457366008,0.5192129109197369,0.5334454208658762,0.579358950547893,0.5651068904507287,0.5811380142911604,0.5437776756825446,0.5,6,350,10
5,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6412351785417543,0.39052404179822287,0.3731635076880969,0.5257328862865466,0.5320573601431071,0.5394473172305256,0.522096558195912,0.6020175755857714,0.5703072306233565,0.5563581978670785,0.5511383075434257,0.5,6,350,10
6,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6288990332450318,0.371140067057018,0.3675526143439458,0.537003548352411,0.5361433417073147,0.5431911711517972,0.5571597540591001,0.5937674118532565,0.5908837645770814,0.5846570414756453,0.5320573601431071,0.5,6,350,10
7,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6358588870099021,0.41220515928485546,0.39036764059002355,0.5666122520796473,0.4098102657843032,0.5442371042316302,0.44352450122677195,0.6067975875113635,0.5720569691400866,0.5724675223116099,0.5274630746522517,0.5,6,350,10
8,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6342850998523963,0.3842582183947371,0.3882855495058699,0.5657715955855759,0.4905817147437464,0.546280095013734,0.5556543924301816,0.5762602516104437,0.5802191571929893,0.5902777098953089,0.5337288980557375,0.5,6,350,10
10,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6284102794694089,0.3942092452664197,0.40880343300652,0.5510503318638137,0.5626924467991515,0.5548430611626475,0.5441198033254807,0.5700042032824704,0.514843452165668,0.5514022345822621,0.5224484609143606,0.5,6,350,10
11,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6200623649817695,0.3980508499428158,0.3738184377474316,0.5331717187515274,0.5090957077643424,0.5625751458930021,0.5328100409575663,0.5782543670149852,0.5711576621929404,0.5684695164270144,0.5444326057418793,0.5,6,350,10
