Trial,Combination,Clients,Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Noise Std,Corrupted Clients,Num Samples,Max Iter
1,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6273154710120136,0.4084222050615341,0.37228375089197563,0.49536172666933853,0.5730638019178698,0.6031612594207291,0.5106890450728732,0.5625946960440269,0.5447942835358404,0.5737382821282294,0.5519985141885221,0.3,3,350,10
2,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6440797255158797,0.41040654539056315,0.36484491842699485,0.5297015669446047,0.6119783775329665,0.5473749034711293,0.5878730413192442,0.5718419174788125,0.5827020263731537,0.6097887606181758,0.5692906227700609,0.3,3,350,10
3,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6404238472742202,0.4009051719924536,0.35081768506661715,0.5385577853588919,0.5629563738379879,0.5899258071768605,0.5583718634226449,0.5955758008230614,0.5670814557042453,0.5771693336331023,0.5489193654020977,0.3,3,350,10
4,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6425548137359361,0.3984614031143391,0.40920421110253075,0.555429565693395,0.6234054408070302,0.5481178092100761,0.6020078005102589,0.579358950547893,0.5651068904507287,0.5811380142911604,0.5437776756825446,0.3,3,350,10
5,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6460347406183713,0.39663346399350935,0.3718145472673776,0.5136313428021232,0.5537775779317895,0.5732593034281189,0.5371697246361228,0.6020175755857714,0.5703072306233565,0.5563581978670785,0.5511383075434257,0.3,3,350,10
6,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6336008445665243,0.3769171366848809,0.37478617022316496,0.5409233536329068,0.5823501236547053,0.5795349019071172,0.5919687979589643,0.5937674118532565,0.5908837645770814,0.5846570414756453,0.5320573601431071,0.3,3,350,10
7,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6476574031534393,0.41764987634529477,0.4037692691176039,0.5652926168854654,0.6007859160712017,0.5734254797118308,0.5521744655477464,0.6067975875113635,0.5720569691400866,0.5724675223116099,0.5274630746522517,0.3,3,350,10
8,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6362498900304004,0.3860861575155668,0.39613493514237397,0.56773638576358,0.5736503064486174,0.5991143781585713,0.5539339791399889,0.5762602516104437,0.5802191571929893,0.5902777098953089,0.5337288980557375,0.3,3,350,10
9,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6268169421608782,0.41540160897742934,0.3637989853471618,0.5323212871819435,0.5642564588811448,0.5818418197280574,0.5601313770148875,0.6235618420152296,0.5685574921066265,0.6022717275490953,0.5225755368960225,0.3,3,350,10
10,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.639182412684138,0.4017360534110126,0.438470787186831,0.5521940156987712,0.5853803970635674,0.5721547198952112,0.5571206537570502,0.5700042032824704,0.514843452165668,0.5514022345822621,0.5224484609143606,0.3,3,350,10
