Trial,Combination,Clients,Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Noise Std,Corrupted Clients,Num Samples,Max Iter
1,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6180877997282529,0.3841115922620502,0.38504999951124624,0.48256615282353055,0.5362801927644891,0.5665438265510601,0.5726043733687842,0.5625946960440269,0.5447942835358404,0.5737382821282294,0.5519985141885221,1,6,350,10
2,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6285960059041457,0.38131592066548714,0.33983050019061395,0.5010996959951516,0.4623903969658166,0.5284992326565723,0.567970987575879,0.5718419174788125,0.5827020263731537,0.6097887606181758,0.5692906227700609,1,6,350,10
3,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6277357992590493,0.38757196899346047,0.3474550590903315,0.5357718888378413,0.4381775349214573,0.543230271453847,0.5490073410817099,0.5955758008230614,0.5670814557042453,0.5771693336331023,0.5489193654020977,1,6,350,10
4,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6227993861252579,0.3872982668791116,0.3705046871487082,0.5320769102941321,0.5600336262597628,0.5292421383955191,0.530669299420338,0.579358950547893,0.5651068904507287,0.5811380142911604,0.5437776756825446,1,6,350,10
5,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6313721273496837,0.37111074183048065,0.36432683942483457,0.5305715486652134,0.5273946491236645,0.5195550385626729,0.5012560972033508,0.6020175755857714,0.5703072306233565,0.5563581978670785,0.5511383075434257,1,6,350,10
6,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.620072140057282,0.36100331375059874,0.35991828036871587,0.5224191356878232,0.5477561314161152,0.5291639377914195,0.5493592438001583,0.5937674118532565,0.5908837645770814,0.5846570414756453,0.5320573601431071,1,6,350,10
7,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6273154710120136,0.3999374395167203,0.3410621597051837,0.5709230603806414,0.39696581656093294,0.5421843383740139,0.40135482546602674,0.6067975875113635,0.5720569691400866,0.5724675223116099,0.5274630746522517,1,6,350,10
8,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6282929785632594,0.38539212715418225,0.3555879219166968,0.549329918573621,0.4322342890098826,0.5150976041289919,0.5350583083254318,0.5762602516104437,0.5802191571929893,0.5902777098953089,0.5337288980557375,1,6,350,10
10,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6218609788760618,0.37795329468920147,0.3702505351853843,0.5440318276458685,0.5043352459897753,0.5481373593611011,0.5350876335519692,0.5700042032824704,0.514843452165668,0.5514022345822621,0.5224484609143606,1,6,350,10
11,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6158688575869249,0.37202959892865173,0.37566592701928625,0.5177173243663308,0.5184602301052775,0.5415391833901917,0.5287436095443837,0.5782543670149852,0.5711576621929404,0.5684695164270144,0.5444326057418793,1,6,350,10
