Trial,Combination,Clients,Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Noise Std,Corrupted Clients,Num Samples,Max Iter
1,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6117046754186176,0.37414101523934273,0.36492311903109453,0.4306605018523768,0.500767343427728,0.5453221376135131,0.5241395489780158,0.5625946960440269,0.5447942835358404,0.5737382821282294,0.5519985141885221,2,6,350,10
2,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6185765535038759,0.3482272900558157,0.3008279488959052,0.4487052912483749,0.3256761908485743,0.49181337425831617,0.5515195354884116,0.5718419174788125,0.5827020263731537,0.6097887606181758,0.5692906227700609,2,6,350,10
3,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6189284562223243,0.36493289410660695,0.3287748897860236,0.45122726073058916,0.4653620199216039,0.5286751840157965,0.5467786238648693,0.5955758008230614,0.5670814557042453,0.5771693336331023,0.5489193654020977,2,6,350,10
4,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6156831311521882,0.3555976969922093,0.3288726405411482,0.5106988201483856,0.5267397190643298,0.5409820040859815,0.5075610209088866,0.579358950547893,0.5651068904507287,0.5811380142911604,0.5437776756825446,2,6,350,10
5,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6210300974575028,0.3455489193654021,0.3396838740579271,0.5037194162324904,0.5280300290319743,0.5090370573112677,0.43748350456007273,0.6020175755857714,0.5703072306233565,0.5563581978670785,0.5511383075434257,2,6,350,10
6,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6151161767724656,0.3431833510913872,0.3643952649534218,0.49382703981388254,0.5544422830666367,0.5091445831419048,0.48328950841145246,0.5937674118532565,0.5908837645770814,0.5846570414756453,0.5320573601431071,2,6,350,10
7,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6208541460982786,0.372205550287876,0.29741644754205726,0.5645497111465186,0.37265520376144906,0.5203663698302069,0.3743267416740794,0.6067975875113635,0.5720569691400866,0.5724675223116099,0.5274630746522517,2,6,350,10
8,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6212646992698019,0.35675115590267936,0.329508020449458,0.49077721625399556,0.42215618615653805,0.4849610463240829,0.516270613190487,0.5762602516104437,0.5802191571929893,0.5902777098953089,0.5337288980557375,2,6,350,10
10,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6141777695232695,0.3507981349155922,0.33997712632330085,0.5410211043880314,0.3853530268521324,0.5271307220848281,0.5296135912649925,0.5700042032824704,0.514843452165668,0.5514022345822621,0.5224484609143606,2,6,350,10
11,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6062404082071534,0.34269459731576424,0.3671811614744724,0.46593874937683893,0.491148669123469,0.5033870636650668,0.5304053723815016,0.5782543670149852,0.5711576621929404,0.5684695164270144,0.5444326057418793,2,6,350,10
12,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6160936843237114,0.37037761116704626,0.3818633248941848,0.5113537502077203,0.5098386135032893,0.48099236566602477,0.5146284005043938,0.5732397532770941,0.5877557404130946,0.5805417346849004,0.5239733726943041,2,6,350,10
13,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6150966266214406,0.33411208101582585,0.4336614500347015,0.4411882581792944,0.3846883217172853,0.5210897254181288,0.4808750647598753,0.5904438861790208,0.5630443495176001,0.6003264875221161,0.5417737852024906,2,6,350,10
14,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6178922982180037,0.3518440679954253,0.3342880323750501,0.535576387327592,0.5132501148571372,0.49934018240290906,0.3892337318305784,0.6061719826785662,0.5639045561626963,0.571255412948065,0.5740022091670658,2,6,350,10
15,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6179216234445412,0.3493025483621861,0.3795564070732446,0.529496290358843,0.4931232343769856,0.5086851545928193,0.48532272411804384,0.5995933568586818,0.579251424717256,0.578293467317035,0.5523797421335079,2,6,350,10
16,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6077946452136342,0.33885299263936813,0.3022844351472615,0.48867557501881703,0.4398099725320378,0.49404209147515665,0.5512458333740629,0.587208336184397,0.5609915836599838,0.5542272314053626,0.5297699924731919,2,6,350,10
17,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6227211855211582,0.33877479203526845,0.3704264865446086,0.504413446593875,0.5226146371980723,0.5291248374893696,0.5593689211249157,0.5924868769611246,0.5175511480826189,0.5576094075326732,0.563171425499262,2,6,350,10
