Trial,Combination,Clients,Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Noise Std,Corrupted Clients,Num Samples,Max Iter
1,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6301893432126763,0.40991779161494024,0.36533367220261775,0.5119500298139803,0.5671303310818077,0.5759963245716073,0.5955367005210115,0.5677657109901174,0.5343447278130223,0.5411286302186684,0.5519985141885221,0.1,9,350,10
2,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6392410631372127,0.4149421804283438,0.36541187280671744,0.525293007888486,0.569271072619036,0.5529369214377181,0.5768467561411912,0.5629954741400377,0.5330055424678156,0.5676875103860177,0.5692906227700609,0.1,9,350,10
3,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6291727353593807,0.4039354454013157,0.3617853197915954,0.5358500894419409,0.443632027057409,0.565879121416213,0.5258208619661587,0.5932982082286585,0.5470230007526808,0.5808838623278365,0.5489193654020977,0.1,9,350,10
4,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6346370025708449,0.3975523210916804,0.4098884663884029,0.5580883862327837,0.5871399106558098,0.5137193184817352,0.5339634998680365,0.53783442977097,0.5409038034818819,0.5650091396956042,0.5437776756825446,0.1,9,350,10
5,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6432977194748829,0.40266468558469615,0.3714821946999541,0.4845309430015347,0.5259479379478207,0.5543836326135619,0.5429370191884733,0.5648625135629173,0.5332792445821644,0.5694372489027478,0.5511383075434257,0.1,9,350,10
6,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6353603581587668,0.38123772006138745,0.3739259635780686,0.5428099432068113,0.5181963030664412,0.5450484354991643,0.5630736747441374,0.5818613698790823,0.5014906990156499,0.57302470161582,0.5320573601431071,0.1,9,350,10
7,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.63871320905954,0.4193116391824127,0.4044339742524511,0.5558889942424805,0.5598381247495137,0.5242861751107027,0.5113635252832328,0.5804733091563132,0.5446085571011036,0.5486945386653111,0.5274630746522517,0.1,9,350,10
8,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6288794830940069,0.39451227260730587,0.3897224856062013,0.5568958270202637,0.48648595810402634,0.5637090546524471,0.5292714636220565,0.5489780158551725,0.5333281199597267,0.5466124475811576,0.5337288980557375,0.1,9,350,10
9,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6212549241942894,0.41750325021260787,0.360240857860627,0.525273457737461,0.4939052404179822,0.5811966647442351,0.517785749894918,0.5874820382987459,0.548156909512126,0.5757812729103332,0.5225755368960225,0.1,9,350,10
10,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6289479086225941,0.4064769650345549,0.45572379546631997,0.5451657364053137,0.5550092374463593,0.567159656308345,0.5435332987947332,0.5505909033147282,0.48369028650746326,0.5326145394473172,0.5224484609143606,0.1,9,350,10
