Trial,Combination,Clients,Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Noise Std,Corrupted Clients,Num Samples,Max Iter
1,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6217730031964497,0.3905924673268101,0.38546055268276946,0.4937781644363203,0.5448920342909649,0.575009041944849,0.5865925064271121,0.5625946960440269,0.5447942835358404,0.5737382821282294,0.5519985141885221,0.7,6,350,10
2,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6332880421501256,0.39175570131279264,0.3559398246351453,0.5106597198463358,0.5536016265725653,0.5443055297602174,0.5731420025219695,0.5718419174788125,0.5827020263731537,0.6097887606181758,0.5692906227700609,0.7,6,350,10
3,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6302284435147262,0.39239108122110244,0.3585399947214592,0.5354981867234925,0.4330065199753668,0.5468274992424317,0.5450191102726268,0.5955758008230614,0.5670814557042453,0.5771693336331023,0.5489193654020977,0.7,6,350,10
4,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6260642613464189,0.3936911662642594,0.3865846863667022,0.5410993049921311,0.5663092247387611,0.5229763149920333,0.5359380651215531,0.579358950547893,0.5651068904507287,0.5811380142911604,0.5437776756825446,0.7,6,350,10
5,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6376281756776571,0.3832025102393916,0.3730462067819474,0.5336506974516378,0.5299948192099784,0.5250486310006744,0.5175902483846687,0.6020175755857714,0.5703072306233565,0.5563581978670785,0.5511383075434257,0.7,6,350,10
6,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6247935015297993,0.3662427542252764,0.36383808564921166,0.5319205090859327,0.5450582105746767,0.5394179920039882,0.5551069882014839,0.5937674118532565,0.5908837645770814,0.5846570414756453,0.5320573601431071,0.7,6,350,10
7,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6313916775007087,0.4075326731899004,0.36005513142589024,0.5652144162813658,0.3983929775857519,0.5400631469878104,0.4221268609300007,0.6067975875113635,0.5720569691400866,0.5724675223116099,0.5274630746522517,0.7,6,350,10
8,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6313916775007087,0.38644783530952775,0.37256722808183695,0.5558401188649182,0.47056236009423175,0.5333867704128015,0.5507668546739524,0.5762602516104437,0.5802191571929893,0.5902777098953089,0.5337288980557375,0.7,6,350,10
10,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6254875318911839,0.38765016959756016,0.39256703258032666,0.5473358031690795,0.5542467815563875,0.5541099304992131,0.5404932503103587,0.5700042032824704,0.514843452165668,0.5514022345822621,0.5224484609143606,0.7,6,350,10
11,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6175697207260926,0.38635985962991565,0.37607648019080947,0.5280495791829992,0.5215296038161895,0.5549408119177721,0.5238169714861047,0.5782543670149852,0.5711576621929404,0.5684695164270144,0.5444326057418793,0.7,6,350,10
12,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6290652095287436,0.40454150008308815,0.40038709299029335,0.5445205814214915,0.541822660580053,0.5014222734870627,0.5373652261463719,0.5732397532770941,0.5877557404130946,0.5805417346849004,0.5239733726943041,0.7,6,350,10
13,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6281854527326224,0.3840920421110253,0.3976793970733424,0.5083528020253957,0.3933881389233732,0.5496427209900197,0.491148669123469,0.5904438861790208,0.5630443495176001,0.6003264875221161,0.5417737852024906,0.7,6,350,10
14,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6283125287142843,0.39289938514775025,0.3513357640687774,0.5359869404991153,0.5266321932336927,0.5445890069500787,0.5157036588107643,0.6061719826785662,0.5639045561626963,0.571255412948065,0.5740022091670658,0.7,6,350,10
15,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6314601030292959,0.3828506075209431,0.4138864722729983,0.5574627813999863,0.5302978465508646,0.5390074388324649,0.5158796101699885,0.5995933568586818,0.579251424717256,0.578293467317035,0.5523797421335079,0.7,6,350,10
16,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6245393495664754,0.4022248071866355,0.3701918847323096,0.5465733472791078,0.5288706855260457,0.5592613952942787,0.5282353056177359,0.587208336184397,0.5609915836599838,0.5542272314053626,0.5297699924731919,0.7,6,350,10
17,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6389380357963266,0.3765163585888701,0.3991065580981613,0.5217642056284885,0.5349703326458197,0.5888798740970274,0.5510503318638137,0.5924868769611246,0.5175511480826189,0.5576094075326732,0.563171425499262,0.7,6,350,10
18,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6330436652623141,0.38651626083811497,0.31812005747744404,0.5257622115130839,0.5239733726943041,0.5547941857850852,0.5738653581098914,0.6076284689299225,0.560463729582311,0.5867000322577491,0.5446476574031535,0.7,6,350,10
19,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6194172099979472,0.39681919042824604,0.3474550590903315,0.508255051270271,0.40137437561705164,0.5405323506124085,0.4838466877156626,0.5606592310925602,0.5542858818584373,0.5893490777216254,0.5323506124084808,0.7,6,350,10
20,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6305705711576622,0.3629387787020655,0.37282138004516086,0.5402977488001095,0.5610209088865211,0.544530356497004,0.5397307944203869,0.599300104593308,0.5575507570795984,0.5609524833579339,0.5655076685467395,0.7,6,350,10
21,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6284787049979961,0.3903578655145111,0.41327064251571344,0.4510708595223898,0.49469702153449135,0.5439145267397191,0.5386848613405538,0.5502878759738419,0.5657324952835261,0.5853706219880549,0.5409429037839317,0.7,6,350,10
22,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6236204924683043,0.3832709357679788,0.38858857684675613,0.5634940029911731,0.5237974213350798,0.5606005806394855,0.5649309390915045,0.555429565693395,0.5534647755153909,0.5822425978240682,0.5362899678400016,0.7,6,350,10
23,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6218218785740119,0.40794322636142366,0.3550111924614618,0.48255637774801813,0.47238052413954895,0.5414316575595547,0.4928593073381492,0.5852533210819053,0.5638654558606465,0.5964262323926453,0.5485479125326244,0.7,6,350,10
24,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6376966012062443,0.41912591274767597,0.3626259762856668,0.5440220525703561,0.38800207231600864,0.5381570072628811,0.47390543591949247,0.600130986011867,0.5690853461842993,0.555194963881096,0.5236116949003431,0.7,6,350,10
