Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy (low-quality client),Client 2 Accuracy (low-quality client),Client 3 Accuracy (low-quality client),Client 4 Accuracy (low-quality client),Client 5 Accuracy (low-quality client),Client 6 Accuracy (low-quality client),Client 7 Accuracy (low-quality client),Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
0001111111,126,"[1, 2, 3, 4, 5, 6, 7]",0.8295331161780674,1,5,7,10,0.7296416938110749,0.7133550488599348,0.6471226927252985,0.7372421281216069,0.7817589576547231,0.7676438653637351,0.7871878393051032,0.9055374592833876,0.8979370249728555,0.8805646036916395
0001111111,126,"[1, 2, 3, 4, 5, 6, 7]",0.8545059717698155,2,5,7,10,0.745928338762215,0.754614549402823,0.8262757871878393,0.8154180238870793,0.7307274701411509,0.7274701411509229,0.7176981541802389,0.8816503800217155,0.8892508143322475,0.8979370249728555
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9011943539630836,2,5,7,10,0.745928338762215,0.754614549402823,0.8262757871878393,0.8154180238870793,0.7307274701411509,0.7274701411509229,0.7176981541802389,0.8816503800217155,0.8892508143322475,0.8979370249728555
0001111110,125,"[2, 3, 4, 5, 6, 7]",0.8327904451682954,3,5,7,10,0.8588490770901195,0.6449511400651465,0.7676438653637351,0.7774158523344191,0.7024972855591748,0.6514657980456026,0.7643865363735071,0.9131378935939196,0.9001085776330076,0.9022801302931596
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9011943539630836,4,5,7,10,0.7861020629750272,0.6981541802388708,0.6102062975027145,0.7665580890336591,0.762214983713355,0.6525515743756786,0.6905537459283387,0.8664495114006515,0.8881650380021715,0.9001085776330076
0001111111,126,"[1, 2, 3, 4, 5, 6, 7]",0.8501628664495114,5,5,7,10,0.7741585233441911,0.754614549402823,0.757871878393051,0.6558089033659066,0.7643865363735071,0.8186753528773073,0.7100977198697068,0.8957654723127035,0.9066232356134636,0.9120521172638436
0001111111,126,"[1, 2, 3, 4, 5, 6, 7]",0.8436482084690554,6,5,7,10,0.7709011943539631,0.7090119435396308,0.6948968512486428,0.7318132464712269,0.7209554831704669,0.6710097719869706,0.7730727470141151,0.8773072747014115,0.9011943539630836,0.8968512486427795
0001111111,126,"[1, 2, 3, 4, 5, 6, 7]",0.8317046688382194,7,5,7,10,0.760043431053203,0.753528773072747,0.7926167209554832,0.6862106406080347,0.744842562432139,0.744842562432139,0.7958740499457112,0.9098805646036916,0.8805646036916395,0.9098805646036916
0001111111,126,"[1, 2, 3, 4, 5, 6, 7]",0.8317046688382194,8,5,7,10,0.7166123778501629,0.7100977198697068,0.6862106406080347,0.7372421281216069,0.7665580890336591,0.7296416938110749,0.7122692725298588,0.8979370249728555,0.8816503800217155,0.9131378935939196
0001111111,126,"[1, 2, 3, 4, 5, 6, 7]",0.8078175895765473,9,5,7,10,0.6710097719869706,0.7665580890336591,0.7079261672095548,0.755700325732899,0.5993485342019544,0.7046688382193268,0.8013029315960912,0.9044516829533116,0.8729641693811075,0.8903365906623235
0001111111,126,"[1, 2, 3, 4, 5, 6, 7]",0.8599348534201955,10,5,7,10,0.8023887079261672,0.7209554831704669,0.7958740499457112,0.750271444082519,0.6471226927252985,0.7133550488599348,0.7937024972855592,0.8968512486427795,0.8914223669923995,0.9001085776330076
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9087947882736156,10,5,7,10,0.8023887079261672,0.7209554831704669,0.7958740499457112,0.750271444082519,0.6471226927252985,0.7133550488599348,0.7937024972855592,0.8968512486427795,0.8914223669923995,0.9001085776330076
