Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy (low-quality client),Client 2 Accuracy (low-quality client),Client 3 Accuracy (low-quality client),Client 4 Accuracy (low-quality client),Client 5 Accuracy (low-quality client),Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
0000011111,30,"[1, 2, 3, 4, 5]",0.8295331161780674,2,5,5,10,0.745928338762215,0.8099891422366993,0.6167209554831705,0.7915309446254072,0.6959826275787188,0.8892508143322475,0.8762214983713354,0.9218241042345277,0.9250814332247557,0.8925081433224755
1101111111,894,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.9011943539630836,3,5,5,10,0.7155266015200868,0.748099891422367,0.742671009771987,0.7035830618892508,0.7969598262757872,0.8859934853420195,0.8827361563517915,0.9077090119435396,0.8642779587404995,0.8946796959826275
0000011111,30,"[1, 2, 3, 4, 5]",0.8425624321389794,4,5,5,10,0.7698154180238871,0.749185667752443,0.749185667752443,0.749185667752443,0.8208469055374593,0.8805646036916395,0.8859934853420195,0.9185667752442996,0.8990228013029316,0.9011943539630836
1101111111,894,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.9109663409337676,4,5,5,10,0.7698154180238871,0.749185667752443,0.749185667752443,0.749185667752443,0.8208469055374593,0.8805646036916395,0.8859934853420195,0.9185667752442996,0.8990228013029316,0.9011943539630836
0000000110,5,"[2, 3]",0.6243213897937026,6,5,5,10,0.7361563517915309,0.6015200868621065,0.5667752442996743,0.7176981541802389,0.7307274701411509,0.9077090119435396,0.9055374592833876,0.8925081433224755,0.9001085776330076,0.8642779587404995
0000011111,30,"[1, 2, 3, 4, 5]",0.749185667752443,6,5,5,10,0.7361563517915309,0.6015200868621065,0.5667752442996743,0.7176981541802389,0.7307274701411509,0.9077090119435396,0.9055374592833876,0.8925081433224755,0.9001085776330076,0.8642779587404995
0000011111,30,"[1, 2, 3, 4, 5]",0.8284473398479913,7,5,5,10,0.8034744842562432,0.7122692725298588,0.748099891422367,0.7133550488599348,0.7709011943539631,0.8957654723127035,0.9055374592833876,0.9022801302931596,0.8762214983713354,0.8914223669923995
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9109663409337676,7,5,5,10,0.8034744842562432,0.7122692725298588,0.748099891422367,0.7133550488599348,0.7709011943539631,0.8957654723127035,0.9055374592833876,0.9022801302931596,0.8762214983713354,0.8914223669923995
0000011111,30,"[1, 2, 3, 4, 5]",0.8121606948968513,8,5,5,10,0.739413680781759,0.6883821932681867,0.6286644951140065,0.7676438653637351,0.7752442996742671,0.9011943539630836,0.8968512486427795,0.9077090119435396,0.8794788273615635,0.9077090119435396
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9120521172638436,8,5,5,10,0.739413680781759,0.6883821932681867,0.6286644951140065,0.7676438653637351,0.7752442996742671,0.9011943539630836,0.8968512486427795,0.9077090119435396,0.8794788273615635,0.9077090119435396
0000011111,30,"[1, 2, 3, 4, 5]",0.8219326818675353,9,5,5,10,0.7144408251900108,0.7285559174809989,0.6156351791530945,0.6807817589576547,0.7893593919652552,0.8838219326818675,0.9077090119435396,0.8979370249728555,0.8935939196525515,0.8621064060803475
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9109663409337676,9,5,5,10,0.7144408251900108,0.7285559174809989,0.6156351791530945,0.6807817589576547,0.7893593919652552,0.8838219326818675,0.9077090119435396,0.8979370249728555,0.8935939196525515,0.8621064060803475
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9229098805646037,10,5,5,10,0.6188925081433225,0.760043431053203,0.7100977198697068,0.8099891422366993,0.760043431053203,0.8870792616720955,0.9142236699239956,0.8870792616720955,0.8957654723127035,0.8892508143322475
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9229098805646037,11,5,5,10,0.8186753528773073,0.7068403908794788,0.7328990228013029,0.761129207383279,0.7068403908794788,0.8990228013029316,0.8762214983713354,0.8881650380021715,0.8740499457111836,0.9011943539630836
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,12,5,5,10,0.7871878393051032,0.7057546145494028,0.7166123778501629,0.755700325732899,0.748099891422367,0.9131378935939196,0.8925081433224755,0.8870792616720955,0.8935939196525515,0.8914223669923995
0000011111,30,"[1, 2, 3, 4, 5]",0.8078175895765473,13,5,5,10,0.760043431053203,0.753528773072747,0.7926167209554832,0.6862106406080347,0.744842562432139,0.8751357220412594,0.8805646036916395,0.9098805646036916,0.8805646036916395,0.9098805646036916
0101111111,382,"[1, 2, 3, 4, 5, 6, 7, 9]",0.8827361563517915,13,5,5,10,0.760043431053203,0.753528773072747,0.7926167209554832,0.6862106406080347,0.744842562432139,0.8751357220412594,0.8805646036916395,0.9098805646036916,0.8805646036916395,0.9098805646036916
0000011111,30,"[1, 2, 3, 4, 5]",0.8165038002171553,14,5,5,10,0.7633007600434311,0.6406080347448425,0.753528773072747,0.6471226927252985,0.756786102062975,0.8935939196525515,0.9055374592833876,0.8870792616720955,0.9077090119435396,0.8957654723127035
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9098805646036916,14,5,5,10,0.7633007600434311,0.6406080347448425,0.753528773072747,0.6471226927252985,0.756786102062975,0.8935939196525515,0.9055374592833876,0.8870792616720955,0.9077090119435396,0.8957654723127035
0011011111,222,"[1, 2, 3, 4, 5, 7, 8]",0.8870792616720955,15,5,5,10,0.6492942453854506,0.738327904451683,0.7958740499457112,0.7057546145494028,0.7752442996742671,0.8979370249728555,0.8827361563517915,0.8816503800217155,0.9033659066232356,0.9109663409337676
0000011111,30,"[1, 2, 3, 4, 5]",0.7817589576547231,16,5,5,10,0.6666666666666666,0.7220412595005429,0.749185667752443,0.5635179153094463,0.7155266015200868,0.8783930510314875,0.8925081433224755,0.8968512486427795,0.9033659066232356,0.8794788273615635
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9163952225841476,17,5,5,10,0.745928338762215,0.8251900108577633,0.747014115092291,0.6992399565689468,0.6927252985884907,0.9066232356134636,0.9022801302931596,0.8859934853420195,0.8914223669923995,0.8990228013029316
0000011111,30,"[1, 2, 3, 4, 5]",0.8045602605863192,18,5,5,10,0.7209554831704669,0.7361563517915309,0.6775244299674267,0.7741585233441911,0.6720955483170467,0.9087947882736156,0.8935939196525515,0.9109663409337676,0.8773072747014115,0.8914223669923995
0000011111,30,"[1, 2, 3, 4, 5]",0.7785016286644951,19,5,5,10,0.7014115092290988,0.6406080347448425,0.7339847991313789,0.7122692725298588,0.747014115092291,0.9098805646036916,0.8859934853420195,0.9044516829533116,0.9261672095548317,0.8979370249728555
0000010111,22,"[1, 2, 3, 5]",0.8121606948968513,20,5,5,10,0.7937024972855592,0.8067318132464713,0.6710097719869706,0.8295331161780674,0.6438653637350705,0.9044516829533116,0.8925081433224755,0.8610206297502715,0.9044516829533116,0.9109663409337676
0010011111,158,"[1, 2, 3, 4, 5, 8]",0.8621064060803475,20,5,5,10,0.7937024972855592,0.8067318132464713,0.6710097719869706,0.8295331161780674,0.6438653637350705,0.9044516829533116,0.8925081433224755,0.8610206297502715,0.9044516829533116,0.9109663409337676
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9174809989142236,20,5,5,10,0.7937024972855592,0.8067318132464713,0.6710097719869706,0.8295331161780674,0.6438653637350705,0.9044516829533116,0.8925081433224755,0.8610206297502715,0.9044516829533116,0.9109663409337676
