Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy (low-quality client),Client 2 Accuracy (low-quality client),Client 3 Accuracy (low-quality client),Client 4 Accuracy (low-quality client),Client 5 Accuracy (low-quality client),Client 6 Accuracy (low-quality client),Client 7 Accuracy (low-quality client),Client 8 Accuracy (low-quality client),Client 9 Accuracy,Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9196525515743756,11,0.7,8,10,0.8447339847991314,0.8045602605863192,0.8089033659066233,0.8338762214983714,0.8338762214983714,0.8284473398479913,0.8089033659066233,0.8327904451682954,0.9163952225841476,0.8816503800217155
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9120521172638436,12,0.7,8,10,0.8566775244299675,0.8458197611292074,0.8208469055374593,0.8371335504885994,0.8013029315960912,0.8349619978284474,0.8327904451682954,0.7861020629750272,0.8979370249728555,0.8957654723127035
0011111111,254,"[1, 2, 3, 4, 5, 6, 7, 8]",0.8957654723127035,13,0.7,8,10,0.8545059717698155,0.8512486427795874,0.8447339847991314,0.8067318132464713,0.8773072747014115,0.8349619978284474,0.8610206297502715,0.8023887079261672,0.9087947882736156,0.9163952225841476
0011111111,254,"[1, 2, 3, 4, 5, 6, 7, 8]",0.9001085776330076,14,0.7,8,10,0.8545059717698155,0.8034744842562432,0.7980456026058632,0.8469055374592834,0.8208469055374593,0.8403908794788274,0.7817589576547231,0.8154180238870793,0.9207383279044516,0.9207383279044516
1011111111,766,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.8968512486427795,15,0.7,8,10,0.8241042345276873,0.8327904451682954,0.8403908794788274,0.8306188925081434,0.8241042345276873,0.7937024972855592,0.8262757871878393,0.8154180238870793,0.9153094462540716,0.8729641693811075
0111111111,510,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.9066232356134636,16,0.7,8,10,0.8349619978284474,0.8338762214983714,0.8045602605863192,0.7915309446254072,0.7882736156351792,0.8078175895765473,0.8089033659066233,0.8197611292073833,0.8664495114006515,0.9153094462540716
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9001085776330076,17,0.7,8,10,0.7926167209554832,0.8067318132464713,0.7969598262757872,0.7926167209554832,0.8175895765472313,0.8089033659066233,0.8197611292073833,0.8230184581976113,0.8881650380021715,0.8740499457111836
0111111111,510,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8859934853420195,18,0.7,8,10,0.8284473398479913,0.753528773072747,0.8099891422366993,0.8621064060803475,0.7795874049945711,0.8067318132464713,0.8132464712269273,0.7719869706840391,0.8707926167209555,0.9142236699239956
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9153094462540716,19,0.7,8,10,0.8447339847991314,0.8219326818675353,0.7882736156351792,0.7774158523344191,0.8143322475570033,0.8132464712269273,0.8631921824104235,0.7730727470141151,0.9077090119435396,0.8935939196525515
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9033659066232356,20,0.7,8,10,0.8360477741585234,0.8436482084690554,0.8295331161780674,0.7730727470141151,0.7980456026058632,0.8458197611292074,0.7676438653637351,0.8425624321389794,0.8914223669923995,0.8827361563517915
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9153094462540716,21,0.7,8,10,0.8154180238870793,0.8327904451682954,0.8621064060803475,0.8382193268186754,0.8099891422366993,0.8371335504885994,0.8403908794788274,0.7741585233441911,0.9033659066232356,0.8979370249728555
1011111111,766,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.9185667752442996,22,0.7,8,10,0.8230184581976113,0.8219326818675353,0.8773072747014115,0.8121606948968513,0.8360477741585234,0.8143322475570033,0.8447339847991314,0.8023887079261672,0.9239956568946797,0.8979370249728555
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9087947882736156,23,0.7,8,10,0.8251900108577633,0.8338762214983714,0.8371335504885994,0.8479913137893594,0.8349619978284474,0.8078175895765473,0.7882736156351792,0.8621064060803475,0.8642779587404995,0.9022801302931596
1011111111,766,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.9066232356134636,24,0.7,8,10,0.7947882736156352,0.8414766558089034,0.7904451682953312,0.7915309446254072,0.8089033659066233,0.8219326818675353,0.8621064060803475,0.8186753528773073,0.9077090119435396,0.8957654723127035
1011111111,766,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.9033659066232356,25,0.7,8,10,0.8425624321389794,0.8121606948968513,0.8360477741585234,0.8360477741585234,0.7915309446254072,0.8371335504885994,0.8534201954397395,0.8447339847991314,0.9153094462540716,0.8892508143322475
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9055374592833876,26,0.7,8,10,0.8566775244299675,0.8056460369163952,0.8251900108577633,0.8327904451682954,0.8099891422366993,0.8121606948968513,0.8360477741585234,0.8436482084690554,0.8794788273615635,0.8816503800217155
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9142236699239956,27,0.7,8,10,0.8197611292073833,0.742671009771987,0.8208469055374593,0.8023887079261672,0.7980456026058632,0.741585233441911,0.7904451682953312,0.7893593919652552,0.9022801302931596,0.8979370249728555
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9120521172638436,28,0.7,8,10,0.8599348534201955,0.8458197611292074,0.7893593919652552,0.8773072747014115,0.8393051031487514,0.8501628664495114,0.8186753528773073,0.8121606948968513,0.9001085776330076,0.9001085776330076
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9142236699239956,30,0.7,8,10,0.8045602605863192,0.8219326818675353,0.8458197611292074,0.8490770901194354,0.7958740499457112,0.8686210640608035,0.8132464712269273,0.8403908794788274,0.9066232356134636,0.9011943539630836
1011111111,766,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.9001085776330076,31,0.7,8,10,0.8284473398479913,0.7828447339847991,0.8099891422366993,0.8110749185667753,0.8469055374592834,0.8197611292073833,0.7372421281216069,0.7839305103148752,0.9163952225841476,0.8946796959826275
