Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy (low-quality client),Client 2 Accuracy (low-quality client),Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9294245385450597,1,0.3,2,10,0.8121606948968513,0.8588490770901195,0.9163952225841476,0.8892508143322475,0.9142236699239956,0.8794788273615635,0.8892508143322475,0.8968512486427795,0.9131378935939196,0.8805646036916395
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,2,0.3,2,10,0.8621064060803475,0.7937024972855592,0.9163952225841476,0.8979370249728555,0.9109663409337676,0.8968512486427795,0.9044516829533116,0.8707926167209555,0.8870792616720955,0.8794788273615635
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,3,0.3,2,10,0.8197611292073833,0.8360477741585234,0.9011943539630836,0.8914223669923995,0.9044516829533116,0.8946796959826275,0.9153094462540716,0.9033659066232356,0.8935939196525515,0.8773072747014115
1111001111,974,"[1, 2, 3, 4, 7, 8, 9, 10]",0.9142236699239956,4,0.3,2,10,0.8479913137893594,0.8219326818675353,0.8783930510314875,0.8925081433224755,0.9229098805646037,0.9218241042345277,0.8762214983713354,0.8892508143322475,0.9001085776330076,0.9001085776330076
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9305103148751357,5,0.3,2,10,0.8045602605863192,0.8588490770901195,0.8957654723127035,0.8881650380021715,0.9077090119435396,0.9055374592833876,0.8773072747014115,0.9098805646036916,0.8946796959826275,0.9131378935939196
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9315960912052117,6,0.3,2,10,0.8143322475570033,0.8479913137893594,0.9087947882736156,0.9022801302931596,0.9066232356134636,0.8697068403908795,0.9185667752442996,0.8979370249728555,0.9087947882736156,0.8870792616720955
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9131378935939196,7,0.3,2,10,0.8642779587404995,0.8219326818675353,0.9022801302931596,0.9022801302931596,0.8707926167209555,0.9044516829533116,0.9044516829533116,0.9077090119435396,0.8805646036916395,0.8773072747014115
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9250814332247557,8,0.3,2,10,0.8349619978284474,0.8436482084690554,0.9098805646036916,0.9033659066232356,0.8957654723127035,0.8990228013029316,0.8805646036916395,0.8740499457111836,0.8838219326818675,0.8740499457111836
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9207383279044516,9,0.3,2,10,0.8577633007600435,0.8327904451682954,0.8870792616720955,0.8957654723127035,0.8946796959826275,0.8881650380021715,0.8935939196525515,0.8903365906623235,0.8903365906623235,0.9022801302931596
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9239956568946797,10,0.3,2,10,0.8338762214983714,0.8219326818675353,0.9131378935939196,0.8914223669923995,0.8968512486427795,0.9022801302931596,0.8642779587404995,0.8990228013029316,0.9044516829533116,0.9022801302931596
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,11,0.3,2,10,0.8273615635179153,0.8371335504885994,0.8903365906623235,0.9153094462540716,0.8925081433224755,0.9250814332247557,0.8859934853420195,0.9001085776330076,0.8946796959826275,0.8827361563517915
1111101111,1006,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.9153094462540716,12,0.3,2,10,0.8165038002171553,0.8327904451682954,0.8816503800217155,0.8805646036916395,0.9272529858849077,0.8859934853420195,0.9022801302931596,0.8881650380021715,0.9066232356134636,0.9044516829533116
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9283387622149837,13,0.3,2,10,0.8034744842562432,0.8610206297502715,0.9033659066232356,0.8914223669923995,0.9001085776330076,0.8740499457111836,0.8849077090119435,0.8870792616720955,0.9001085776330076,0.9120521172638436
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9283387622149837,14,0.3,2,10,0.7774158523344191,0.7969598262757872,0.9131378935939196,0.9196525515743756,0.8773072747014115,0.8751357220412594,0.9001085776330076,0.8892508143322475,0.8914223669923995,0.8990228013029316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9315960912052117,15,0.3,2,10,0.8273615635179153,0.8523344191096635,0.8957654723127035,0.8849077090119435,0.9066232356134636,0.8740499457111836,0.8946796959826275,0.8631921824104235,0.9196525515743756,0.9153094462540716
1110111111,958,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.9120521172638436,16,0.3,2,10,0.8349619978284474,0.8034744842562432,0.8990228013029316,0.9044516829533116,0.8881650380021715,0.8990228013029316,0.9196525515743756,0.8946796959826275,0.8838219326818675,0.9055374592833876
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9305103148751357,17,0.3,2,10,0.8393051031487514,0.8251900108577633,0.8762214983713354,0.9098805646036916,0.9066232356134636,0.9131378935939196,0.8653637350705755,0.8653637350705755,0.9163952225841476,0.8946796959826275
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9207383279044516,18,0.3,2,10,0.8479913137893594,0.7947882736156352,0.9022801302931596,0.9001085776330076,0.9055374592833876,0.8816503800217155,0.8664495114006515,0.9098805646036916,0.8838219326818675,0.9001085776330076
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9326818675352877,19,0.3,2,10,0.8306188925081434,0.7937024972855592,0.9066232356134636,0.9001085776330076,0.9131378935939196,0.8903365906623235,0.9250814332247557,0.8751357220412594,0.9066232356134636,0.8957654723127035
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9196525515743756,20,0.3,2,10,0.8577633007600435,0.8566775244299675,0.8925081433224755,0.8816503800217155,0.9131378935939196,0.8621064060803475,0.9033659066232356,0.8946796959826275,0.8870792616720955,0.9087947882736156
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9174809989142236,21,0.3,2,10,0.8501628664495114,0.7806731813246471,0.8925081433224755,0.9055374592833876,0.8957654723127035,0.9001085776330076,0.9131378935939196,0.8870792616720955,0.8925081433224755,0.8946796959826275
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9294245385450597,22,0.3,2,10,0.7752442996742671,0.8165038002171553,0.8914223669923995,0.9055374592833876,0.8990228013029316,0.8935939196525515,0.8946796959826275,0.9022801302931596,0.9272529858849077,0.9044516829533116
1111110111,1014,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.9218241042345277,23,0.3,2,10,0.8230184581976113,0.8653637350705755,0.8740499457111836,0.9337676438653637,0.8957654723127035,0.8686210640608035,0.9001085776330076,0.9131378935939196,0.9001085776330076,0.9022801302931596
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9294245385450597,24,0.3,2,10,0.8099891422366993,0.8697068403908795,0.8805646036916395,0.9218241042345277,0.9087947882736156,0.9033659066232356,0.8968512486427795,0.8827361563517915,0.8914223669923995,0.8773072747014115
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9294245385450597,25,0.3,2,10,0.8067318132464713,0.8403908794788274,0.8979370249728555,0.9011943539630836,0.8881650380021715,0.9066232356134636,0.8968512486427795,0.9033659066232356,0.9142236699239956,0.8805646036916395
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9207383279044516,26,0.3,2,10,0.8241042345276873,0.8165038002171553,0.9087947882736156,0.8968512486427795,0.9142236699239956,0.8783930510314875,0.8925081433224755,0.8968512486427795,0.9033659066232356,0.8794788273615635
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,27,0.3,2,10,0.8338762214983714,0.8414766558089034,0.8946796959826275,0.9120521172638436,0.8740499457111836,0.9001085776330076,0.9153094462540716,0.8903365906623235,0.9109663409337676,0.9033659066232356
1011111111,766,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.9109663409337676,28,0.3,2,10,0.8469055374592834,0.8512486427795874,0.8957654723127035,0.9098805646036916,0.9022801302931596,0.8914223669923995,0.8631921824104235,0.9044516829533116,0.9207383279044516,0.8914223669923995
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9239956568946797,29,0.3,2,10,0.8186753528773073,0.8338762214983714,0.8718783930510315,0.8892508143322475,0.9066232356134636,0.9163952225841476,0.9109663409337676,0.8914223669923995,0.8925081433224755,0.8838219326818675
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9229098805646037,30,0.3,2,10,0.8273615635179153,0.8273615635179153,0.9033659066232356,0.8957654723127035,0.9033659066232356,0.8968512486427795,0.8957654723127035,0.8957654723127035,0.8621064060803475,0.8816503800217155
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9174809989142236,31,0.3,2,10,0.8490770901194354,0.8186753528773073,0.8903365906623235,0.8968512486427795,0.9087947882736156,0.8729641693811075,0.8914223669923995,0.8968512486427795,0.9120521172638436,0.8762214983713354
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,32,0.3,2,10,0.7937024972855592,0.8230184581976113,0.8816503800217155,0.8816503800217155,0.8968512486427795,0.8892508143322475,0.9131378935939196,0.9011943539630836,0.9174809989142236,0.8925081433224755
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9163952225841476,33,0.3,2,10,0.8002171552660152,0.8241042345276873,0.8827361563517915,0.8903365906623235,0.9066232356134636,0.8881650380021715,0.8816503800217155,0.8957654723127035,0.9022801302931596,0.8968512486427795
1011111111,766,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.9163952225841476,34,0.3,2,10,0.7991313789359392,0.8599348534201955,0.9087947882736156,0.8903365906623235,0.9087947882736156,0.8935939196525515,0.8718783930510315,0.8783930510314875,0.9229098805646037,0.8903365906623235
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9229098805646037,35,0.3,2,10,0.8675352877307275,0.8197611292073833,0.9174809989142236,0.8914223669923995,0.8870792616720955,0.9001085776330076,0.8773072747014115,0.9098805646036916,0.8773072747014115,0.9142236699239956
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9250814332247557,36,0.3,2,10,0.8327904451682954,0.8121606948968513,0.8935939196525515,0.9066232356134636,0.8783930510314875,0.9044516829533116,0.8729641693811075,0.8957654723127035,0.9077090119435396,0.8925081433224755
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9250814332247557,37,0.3,2,10,0.8306188925081434,0.8523344191096635,0.8849077090119435,0.8914223669923995,0.9001085776330076,0.9218241042345277,0.8946796959826275,0.8838219326818675,0.9087947882736156,0.9163952225841476
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,38,0.3,2,10,0.8045602605863192,0.8078175895765473,0.9087947882736156,0.8783930510314875,0.8642779587404995,0.9109663409337676,0.9120521172638436,0.8903365906623235,0.8990228013029316,0.8859934853420195
