Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy (low-quality client),Client 2 Accuracy (low-quality client),Client 3 Accuracy (low-quality client),Client 4 Accuracy (low-quality client),Client 5 Accuracy (low-quality client),Client 6 Accuracy (low-quality client),Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
0000111111,62,"[1, 2, 3, 4, 5, 6]",0.8447339847991314,1,3,6,10,0.749185667752443,0.757871878393051,0.7730727470141151,0.7372421281216069,0.8034744842562432,0.7252985884907709,0.9098805646036916,0.8805646036916395,0.9185667752442996,0.8794788273615635
1010111111,702,"[1, 2, 3, 4, 5, 6, 8, 10]",0.8816503800217155,1,3,6,10,0.749185667752443,0.757871878393051,0.7730727470141151,0.7372421281216069,0.8034744842562432,0.7252985884907709,0.9098805646036916,0.8805646036916395,0.9185667752442996,0.8794788273615635
1110111111,958,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.9044516829533116,2,3,6,10,0.6558089033659066,0.5396308360477742,0.7654723127035831,0.7328990228013029,0.8458197611292074,0.7947882736156352,0.9174809989142236,0.8838219326818675,0.8762214983713354,0.8675352877307275
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9131378935939196,3,3,6,10,0.8241042345276873,0.6340933767643865,0.7665580890336591,0.749185667752443,0.743756786102063,0.757871878393051,0.9066232356134636,0.8979370249728555,0.8946796959826275,0.8740499457111836
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9196525515743756,4,3,6,10,0.7263843648208469,0.7893593919652552,0.750271444082519,0.8295331161780674,0.7947882736156352,0.7339847991313789,0.8946796959826275,0.9077090119435396,0.8707926167209555,0.9109663409337676
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9022801302931596,5,3,6,10,0.7785016286644951,0.7296416938110749,0.745928338762215,0.7068403908794788,0.8132464712269273,0.7252985884907709,0.8621064060803475,0.8849077090119435,0.8827361563517915,0.8729641693811075
0000111111,62,"[1, 2, 3, 4, 5, 6]",0.8306188925081434,6,3,6,10,0.7079261672095548,0.7839305103148752,0.7665580890336591,0.8023887079261672,0.7806731813246471,0.7100977198697068,0.9229098805646037,0.8935939196525515,0.9001085776330076,0.8946796959826275
1001111111,638,"[1, 2, 3, 4, 5, 6, 7, 10]",0.9033659066232356,7,3,6,10,0.7014115092290988,0.745928338762215,0.7806731813246471,0.7969598262757872,0.7958740499457112,0.8067318132464713,0.8968512486427795,0.9120521172638436,0.9131378935939196,0.8870792616720955
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9142236699239956,7,3,6,10,0.7014115092290988,0.745928338762215,0.7806731813246471,0.7969598262757872,0.7958740499457112,0.8067318132464713,0.8968512486427795,0.9120521172638436,0.9131378935939196,0.8870792616720955
1101111111,894,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.8914223669923995,8,3,6,10,0.7752442996742671,0.7709011943539631,0.745928338762215,0.7068403908794788,0.7709011943539631,0.7676438653637351,0.8849077090119435,0.9066232356134636,0.8751357220412594,0.8881650380021715
0000111111,62,"[1, 2, 3, 4, 5, 6]",0.8707926167209555,9,3,6,10,0.762214983713355,0.741585233441911,0.8099891422366993,0.8121606948968513,0.7144408251900108,0.7763300760043431,0.9077090119435396,0.8968512486427795,0.8849077090119435,0.9011943539630836
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9087947882736156,9,3,6,10,0.762214983713355,0.741585233441911,0.8099891422366993,0.8121606948968513,0.7144408251900108,0.7763300760043431,0.9077090119435396,0.8968512486427795,0.8849077090119435,0.9011943539630836
0000111111,62,"[1, 2, 3, 4, 5, 6]",0.8523344191096635,10,3,6,10,0.8089033659066233,0.758957654723127,0.7242128121606949,0.741585233441911,0.8023887079261672,0.749185667752443,0.9044516829533116,0.8805646036916395,0.9001085776330076,0.8783930510314875
0000111111,62,"[1, 2, 3, 4, 5, 6]",0.8403908794788274,11,3,6,10,0.7741585233441911,0.7372421281216069,0.7198697068403909,0.7730727470141151,0.8262757871878393,0.6525515743756786,0.8892508143322475,0.9066232356134636,0.9120521172638436,0.8968512486427795
1011111111,766,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.9109663409337676,12,3,6,10,0.7209554831704669,0.7633007600434311,0.8208469055374593,0.7861020629750272,0.749185667752443,0.762214983713355,0.8838219326818675,0.8903365906623235,0.9250814332247557,0.8990228013029316
0000111111,62,"[1, 2, 3, 4, 5, 6]",0.8751357220412594,13,3,6,10,0.7372421281216069,0.7926167209554832,0.758957654723127,0.7155266015200868,0.7991313789359392,0.7904451682953312,0.9011943539630836,0.9066232356134636,0.8881650380021715,0.8925081433224755
1100111111,830,"[1, 2, 3, 4, 5, 6, 9, 10]",0.8946796959826275,13,3,6,10,0.7372421281216069,0.7926167209554832,0.758957654723127,0.7155266015200868,0.7991313789359392,0.7904451682953312,0.9011943539630836,0.9066232356134636,0.8881650380021715,0.8925081433224755
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9077090119435396,13,3,6,10,0.7372421281216069,0.7926167209554832,0.758957654723127,0.7155266015200868,0.7991313789359392,0.7904451682953312,0.9011943539630836,0.9066232356134636,0.8881650380021715,0.8925081433224755
1011111111,766,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.9120521172638436,14,3,6,10,0.7318132464712269,0.750271444082519,0.7926167209554832,0.8078175895765473,0.8360477741585234,0.8067318132464713,0.8718783930510315,0.8870792616720955,0.9218241042345277,0.8783930510314875
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9185667752442996,15,3,6,10,0.758957654723127,0.7263843648208469,0.8327904451682954,0.739413680781759,0.8121606948968513,0.8132464712269273,0.8990228013029316,0.9022801302931596,0.8762214983713354,0.9077090119435396
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9120521172638436,16,3,6,10,0.7709011943539631,0.7904451682953312,0.8078175895765473,0.747014115092291,0.7991313789359392,0.8469055374592834,0.8957654723127035,0.9001085776330076,0.8664495114006515,0.9044516829533116
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9066232356134636,17,3,6,10,0.7665580890336591,0.747014115092291,0.7698154180238871,0.748099891422367,0.8067318132464713,0.7904451682953312,0.8859934853420195,0.9001085776330076,0.8946796959826275,0.8827361563517915
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9098805646036916,18,3,6,10,0.750271444082519,0.7980456026058632,0.748099891422367,0.8783930510314875,0.7209554831704669,0.8110749185667753,0.9022801302931596,0.8870792616720955,0.8653637350705755,0.9011943539630836
0000111111,62,"[1, 2, 3, 4, 5, 6]",0.8479913137893594,19,3,6,10,0.7654723127035831,0.6601520086862106,0.7785016286644951,0.8230184581976113,0.7937024972855592,0.7231270358306189,0.9142236699239956,0.9142236699239956,0.8805646036916395,0.8925081433224755
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9174809989142236,20,3,6,10,0.8165038002171553,0.7633007600434311,0.760043431053203,0.8132464712269273,0.760043431053203,0.8056460369163952,0.8968512486427795,0.8979370249728555,0.8816503800217155,0.9131378935939196
