Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy (low-quality client),Client 2 Accuracy (low-quality client),Client 3 Accuracy (low-quality client),Client 4 Accuracy (low-quality client),Client 5 Accuracy (low-quality client),Client 6 Accuracy (low-quality client),Client 7 Accuracy (low-quality client),Client 8 Accuracy (low-quality client),Client 9 Accuracy (low-quality client),Client 10 Accuracy (low-quality client)
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9077090119435396,1,1,10,10,0.7958740499457112,0.8523344191096635,0.7785016286644951,0.8110749185667753,0.7991313789359392,0.8284473398479913,0.8110749185667753,0.8751357220412594,0.8175895765472313,0.8599348534201955
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8903365906623235,2,1,10,10,0.754614549402823,0.8078175895765473,0.8327904451682954,0.7850162866449512,0.8099891422366993,0.8121606948968513,0.8534201954397395,0.8262757871878393,0.8306188925081434,0.8230184581976113
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8783930510314875,3,1,10,10,0.8501628664495114,0.8360477741585234,0.7785016286644951,0.8295331161780674,0.7774158523344191,0.7904451682953312,0.7893593919652552,0.8295331161780674,0.8165038002171553,0.8219326818675353
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9109663409337676,4,1,10,10,0.8045602605863192,0.8045602605863192,0.8490770901194354,0.8599348534201955,0.7850162866449512,0.8002171552660152,0.8371335504885994,0.8371335504885994,0.7719869706840391,0.8436482084690554
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8914223669923995,5,1,10,10,0.8165038002171553,0.8295331161780674,0.8273615635179153,0.8751357220412594,0.8251900108577633,0.7893593919652552,0.7839305103148752,0.8284473398479913,0.8078175895765473,0.8078175895765473
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9001085776330076,6,1,10,10,0.8610206297502715,0.8143322475570033,0.8078175895765473,0.7980456026058632,0.8219326818675353,0.8599348534201955,0.8371335504885994,0.8110749185667753,0.8295331161780674,0.8002171552660152
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8892508143322475,7,1,10,10,0.8002171552660152,0.7763300760043431,0.8143322475570033,0.8230184581976113,0.8175895765472313,0.8089033659066233,0.7991313789359392,0.7839305103148752,0.8425624321389794,0.7882736156351792
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8849077090119435,8,1,10,10,0.8425624321389794,0.8121606948968513,0.8566775244299675,0.8121606948968513,0.8197611292073833,0.7969598262757872,0.8414766558089034,0.8241042345276873,0.745928338762215,0.8447339847991314
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8968512486427795,9,1,10,10,0.7806731813246471,0.8338762214983714,0.7752442996742671,0.8327904451682954,0.8414766558089034,0.8371335504885994,0.8219326818675353,0.7926167209554832,0.8099891422366993,0.7828447339847991
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8881650380021715,10,1,10,10,0.7665580890336591,0.8143322475570033,0.762214983713355,0.7861020629750272,0.8186753528773073,0.8686210640608035,0.8034744842562432,0.7926167209554832,0.754614549402823,0.762214983713355
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8925081433224755,11,1,10,10,0.8414766558089034,0.8393051031487514,0.8045602605863192,0.8034744842562432,0.7318132464712269,0.8490770901194354,0.8371335504885994,0.8045602605863192,0.8045602605863192,0.7980456026058632
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8805646036916395,12,1,10,10,0.8121606948968513,0.7730727470141151,0.8219326818675353,0.8631921824104235,0.756786102062975,0.8002171552660152,0.739413680781759,0.7698154180238871,0.7806731813246471,0.755700325732899
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8794788273615635,13,1,10,10,0.8241042345276873,0.761129207383279,0.7741585233441911,0.8013029315960912,0.8121606948968513,0.7850162866449512,0.7926167209554832,0.7991313789359392,0.8718783930510315,0.7958740499457112
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8914223669923995,14,1,10,10,0.8110749185667753,0.8241042345276873,0.8317046688382194,0.8327904451682954,0.8143322475570033,0.7806731813246471,0.7871878393051032,0.7774158523344191,0.8251900108577633,0.8089033659066233
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9055374592833876,15,1,10,10,0.8479913137893594,0.7969598262757872,0.7850162866449512,0.8208469055374593,0.8512486427795874,0.748099891422367,0.8360477741585234,0.7904451682953312,0.7350705754614549,0.8512486427795874
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8740499457111836,16,1,10,10,0.8219326818675353,0.8360477741585234,0.742671009771987,0.8034744842562432,0.7730727470141151,0.740499457111835,0.762214983713355,0.8143322475570033,0.7795874049945711,0.8469055374592834
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8859934853420195,17,1,10,10,0.742671009771987,0.7372421281216069,0.7937024972855592,0.7828447339847991,0.8154180238870793,0.749185667752443,0.8132464712269273,0.8523344191096635,0.8089033659066233,0.8099891422366993
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8783930510314875,18,1,10,10,0.7752442996742671,0.8045602605863192,0.8501628664495114,0.7785016286644951,0.8241042345276873,0.7980456026058632,0.8371335504885994,0.739413680781759,0.7926167209554832,0.8251900108577633
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9098805646036916,19,1,10,10,0.8121606948968513,0.8740499457111836,0.8393051031487514,0.8002171552660152,0.8501628664495114,0.8534201954397395,0.8447339847991314,0.7882736156351792,0.8034744842562432,0.8056460369163952
