Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy (low-quality client),Client 2 Accuracy (low-quality client),Client 3 Accuracy (low-quality client),Client 4 Accuracy (low-quality client),Client 5 Accuracy (low-quality client),Client 6 Accuracy (low-quality client),Client 7 Accuracy (low-quality client),Client 8 Accuracy (low-quality client),Client 9 Accuracy (low-quality client),Client 10 Accuracy (low-quality client)
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8925081433224755,1,0.3,10,10,0.8577633007600435,0.7926167209554832,0.8317046688382194,0.8262757871878393,0.8099891422366993,0.8165038002171553,0.8566775244299675,0.8165038002171553,0.8327904451682954,0.8555917480998915
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8859934853420195,2,0.3,10,10,0.8208469055374593,0.8241042345276873,0.7882736156351792,0.8273615635179153,0.8566775244299675,0.8197611292073833,0.8208469055374593,0.7763300760043431,0.8045602605863192,0.8317046688382194
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9153094462540716,3,0.3,10,10,0.8555917480998915,0.7719869706840391,0.8512486427795874,0.8360477741585234,0.8501628664495114,0.8859934853420195,0.8512486427795874,0.8816503800217155,0.7861020629750272,0.8621064060803475
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9163952225841476,4,0.3,10,10,0.8686210640608035,0.8078175895765473,0.8881650380021715,0.7980456026058632,0.8186753528773073,0.8143322475570033,0.8610206297502715,0.8621064060803475,0.8371335504885994,0.8002171552660152
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9011943539630836,5,0.3,10,10,0.8371335504885994,0.8327904451682954,0.8740499457111836,0.8393051031487514,0.8403908794788274,0.8099891422366993,0.8121606948968513,0.8555917480998915,0.8436482084690554,0.8208469055374593
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8979370249728555,6,0.3,10,10,0.8621064060803475,0.7937024972855592,0.8295331161780674,0.8545059717698155,0.8469055374592834,0.8219326818675353,0.8230184581976113,0.8089033659066233,0.7861020629750272,0.8458197611292074
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8773072747014115,7,0.3,10,10,0.7980456026058632,0.8089033659066233,0.8621064060803475,0.8013029315960912,0.8121606948968513,0.8132464712269273,0.8306188925081434,0.8034744842562432,0.8393051031487514,0.8436482084690554
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9055374592833876,8,0.3,10,10,0.8425624321389794,0.7806731813246471,0.8208469055374593,0.8490770901194354,0.8414766558089034,0.8154180238870793,0.8013029315960912,0.8371335504885994,0.7882736156351792,0.8382193268186754
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8990228013029316,9,0.3,10,10,0.8121606948968513,0.8338762214983714,0.7904451682953312,0.8393051031487514,0.8121606948968513,0.8436482084690554,0.7893593919652552,0.7817589576547231,0.8523344191096635,0.8621064060803475
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9153094462540716,10,0.3,10,10,0.8219326818675353,0.8664495114006515,0.8056460369163952,0.8317046688382194,0.8208469055374593,0.8284473398479913,0.8501628664495114,0.8566775244299675,0.7850162866449512,0.8740499457111836
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9066232356134636,11,0.3,10,10,0.8121606948968513,0.8588490770901195,0.8403908794788274,0.8230184581976113,0.8631921824104235,0.8143322475570033,0.8327904451682954,0.8099891422366993,0.8349619978284474,0.8251900108577633
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9033659066232356,12,0.3,10,10,0.8349619978284474,0.8034744842562432,0.8338762214983714,0.8208469055374593,0.8197611292073833,0.7904451682953312,0.8393051031487514,0.8306188925081434,0.8425624321389794,0.8393051031487514
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8816503800217155,13,0.3,10,10,0.8067318132464713,0.8023887079261672,0.8132464712269273,0.8241042345276873,0.8306188925081434,0.8490770901194354,0.8197611292073833,0.8186753528773073,0.8490770901194354,0.8686210640608035
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9022801302931596,14,0.3,10,10,0.7937024972855592,0.8143322475570033,0.8230184581976113,0.8577633007600435,0.8436482084690554,0.8273615635179153,0.8327904451682954,0.8034744842562432,0.7871878393051032,0.8262757871878393
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9163952225841476,15,0.3,10,10,0.8132464712269273,0.8078175895765473,0.8610206297502715,0.8338762214983714,0.8425624321389794,0.8555917480998915,0.8599348534201955,0.8631921824104235,0.8827361563517915,0.8045602605863192
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9022801302931596,16,0.3,10,10,0.8327904451682954,0.8523344191096635,0.8447339847991314,0.8230184581976113,0.8479913137893594,0.8175895765472313,0.8034744842562432,0.8262757871878393,0.8718783930510315,0.8327904451682954
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9011943539630836,17,0.3,10,10,0.8154180238870793,0.8230184581976113,0.8642779587404995,0.8642779587404995,0.8393051031487514,0.7698154180238871,0.8056460369163952,0.8555917480998915,0.8078175895765473,0.8284473398479913
