Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy (low-quality client),Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9174809989142236,1,2,1,10,0.7633007600434311,0.9098805646036916,0.8968512486427795,0.9109663409337676,0.8946796959826275,0.8946796959826275,0.8729641693811075,0.8805646036916395,0.8957654723127035,0.9011943539630836
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9283387622149837,2,2,1,10,0.8262757871878393,0.9109663409337676,0.8914223669923995,0.9077090119435396,0.9142236699239956,0.9044516829533116,0.8957654723127035,0.8816503800217155,0.8946796959826275,0.8870792616720955
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9250814332247557,3,2,1,10,0.7980456026058632,0.8870792616720955,0.8914223669923995,0.9077090119435396,0.8946796959826275,0.8968512486427795,0.8479913137893594,0.8892508143322475,0.9174809989142236,0.9001085776330076
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,4,2,1,10,0.741585233441911,0.9033659066232356,0.8762214983713354,0.8979370249728555,0.8827361563517915,0.9001085776330076,0.8968512486427795,0.9163952225841476,0.9055374592833876,0.8892508143322475
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9239956568946797,5,2,1,10,0.6927252985884907,0.8892508143322475,0.8903365906623235,0.8914223669923995,0.8979370249728555,0.8577633007600435,0.9044516829533116,0.8849077090119435,0.8957654723127035,0.8935939196525515
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,6,2,1,10,0.8034744842562432,0.8903365906623235,0.8859934853420195,0.8892508143322475,0.9120521172638436,0.8957654723127035,0.8935939196525515,0.8707926167209555,0.9207383279044516,0.9207383279044516
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9250814332247557,7,2,1,10,0.8034744842562432,0.8914223669923995,0.9033659066232356,0.9066232356134636,0.8740499457111836,0.8859934853420195,0.9044516829533116,0.9022801302931596,0.8707926167209555,0.8805646036916395
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9196525515743756,8,2,1,10,0.7785016286644951,0.9011943539630836,0.8816503800217155,0.8914223669923995,0.9001085776330076,0.9087947882736156,0.9044516829533116,0.8968512486427795,0.9153094462540716,0.8762214983713354
1000000001,512,"[1, 10]",0.8762214983713354,9,2,1,10,0.8219326818675353,0.9131378935939196,0.9109663409337676,0.9098805646036916,0.9033659066232356,0.9250814332247557,0.8957654723127035,0.8990228013029316,0.8957654723127035,0.8664495114006515
1111011111,990,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.9196525515743756,9,2,1,10,0.8219326818675353,0.9131378935939196,0.9109663409337676,0.9098805646036916,0.9033659066232356,0.9250814332247557,0.8957654723127035,0.8990228013029316,0.8957654723127035,0.8664495114006515
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9196525515743756,10,2,1,10,0.756786102062975,0.8957654723127035,0.8925081433224755,0.9044516829533116,0.8805646036916395,0.8957654723127035,0.8979370249728555,0.8925081433224755,0.8838219326818675,0.9022801302931596
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9250814332247557,11,2,1,10,0.8349619978284474,0.8838219326818675,0.9109663409337676,0.8805646036916395,0.9163952225841476,0.9011943539630836,0.8914223669923995,0.9109663409337676,0.8968512486427795,0.9066232356134636
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9250814332247557,12,2,1,10,0.7774158523344191,0.8946796959826275,0.9055374592833876,0.9163952225841476,0.8740499457111836,0.8990228013029316,0.8968512486427795,0.8935939196525515,0.9109663409337676,0.8914223669923995
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9250814332247557,13,2,1,10,0.6981541802388708,0.9011943539630836,0.8881650380021715,0.9174809989142236,0.8849077090119435,0.8827361563517915,0.8914223669923995,0.8697068403908795,0.8925081433224755,0.9153094462540716
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9131378935939196,14,2,1,10,0.7926167209554832,0.8957654723127035,0.8946796959826275,0.9055374592833876,0.9098805646036916,0.8957654723127035,0.8968512486427795,0.8903365906623235,0.8653637350705755,0.8805646036916395
1000000001,512,"[1, 10]",0.8762214983713354,15,2,1,10,0.8219326818675353,0.9131378935939196,0.9109663409337676,0.9098805646036916,0.9033659066232356,0.9250814332247557,0.8957654723127035,0.8990228013029316,0.8957654723127035,0.8664495114006515
1111011111,990,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.9196525515743756,15,2,1,10,0.8219326818675353,0.9131378935939196,0.9109663409337676,0.9098805646036916,0.9033659066232356,0.9250814332247557,0.8957654723127035,0.8990228013029316,0.8957654723127035,0.8664495114006515
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9196525515743756,16,2,1,10,0.7947882736156352,0.8957654723127035,0.8903365906623235,0.8914223669923995,0.8838219326818675,0.9022801302931596,0.8946796959826275,0.9098805646036916,0.9131378935939196,0.8849077090119435
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9239956568946797,17,2,1,10,0.8132464712269273,0.8783930510314875,0.8892508143322475,0.9044516829533116,0.8859934853420195,0.9055374592833876,0.8849077090119435,0.9174809989142236,0.8599348534201955,0.9142236699239956
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,18,2,1,10,0.7654723127035831,0.8881650380021715,0.9055374592833876,0.9120521172638436,0.8968512486427795,0.9077090119435396,0.8914223669923995,0.9055374592833876,0.8718783930510315,0.8990228013029316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9229098805646037,19,2,1,10,0.8545059717698155,0.8957654723127035,0.8903365906623235,0.9153094462540716,0.8783930510314875,0.8892508143322475,0.8827361563517915,0.9087947882736156,0.9087947882736156,0.8892508143322475
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,20,2,1,10,0.7741585233441911,0.9044516829533116,0.9185667752442996,0.8990228013029316,0.9087947882736156,0.8979370249728555,0.8849077090119435,0.9066232356134636,0.8751357220412594,0.8979370249728555
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9283387622149837,21,2,1,10,0.7643865363735071,0.8990228013029316,0.8729641693811075,0.8773072747014115,0.8979370249728555,0.9055374592833876,0.9044516829533116,0.9109663409337676,0.9001085776330076,0.8892508143322475
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9283387622149837,22,2,1,10,0.8306188925081434,0.8827361563517915,0.9153094462540716,0.8783930510314875,0.9033659066232356,0.8957654723127035,0.9163952225841476,0.8859934853420195,0.9033659066232356,0.8935939196525515
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,23,2,1,10,0.738327904451683,0.8968512486427795,0.8957654723127035,0.8881650380021715,0.9077090119435396,0.9055374592833876,0.8773072747014115,0.9098805646036916,0.8946796959826275,0.9131378935939196
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9283387622149837,24,2,1,10,0.8121606948968513,0.9011943539630836,0.8838219326818675,0.9033659066232356,0.9131378935939196,0.8892508143322475,0.9250814332247557,0.8935939196525515,0.8783930510314875,0.9001085776330076
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9229098805646037,25,2,1,10,0.8251900108577633,0.8914223669923995,0.9196525515743756,0.9098805646036916,0.8946796959826275,0.8773072747014115,0.8892508143322475,0.9142236699239956,0.9055374592833876,0.8707926167209555
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9326818675352877,26,2,1,10,0.8458197611292074,0.8881650380021715,0.8925081433224755,0.9077090119435396,0.9055374592833876,0.8925081433224755,0.9011943539630836,0.9044516829533116,0.9163952225841476,0.8935939196525515
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9218241042345277,27,2,1,10,0.8306188925081434,0.9142236699239956,0.9011943539630836,0.9087947882736156,0.8925081433224755,0.8990228013029316,0.8827361563517915,0.8740499457111836,0.8935939196525515,0.8816503800217155
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9326818675352877,28,2,1,10,0.8219326818675353,0.9142236699239956,0.9207383279044516,0.8729641693811075,0.8805646036916395,0.8925081433224755,0.9120521172638436,0.8783930510314875,0.8805646036916395,0.9207383279044516
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9283387622149837,29,2,1,10,0.7122692725298588,0.9033659066232356,0.9066232356134636,0.9142236699239956,0.8838219326818675,0.8957654723127035,0.9077090119435396,0.8979370249728555,0.8957654723127035,0.8946796959826275
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9326818675352877,30,2,1,10,0.8175895765472313,0.9044516829533116,0.8979370249728555,0.9001085776330076,0.8892508143322475,0.9022801302931596,0.9098805646036916,0.8740499457111836,0.9153094462540716,0.9120521172638436
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9294245385450597,31,2,1,10,0.8045602605863192,0.8892508143322475,0.8686210640608035,0.8816503800217155,0.9022801302931596,0.9098805646036916,0.8783930510314875,0.8838219326818675,0.9011943539630836,0.8838219326818675
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9229098805646037,32,2,1,10,0.7155266015200868,0.9033659066232356,0.8946796959826275,0.9022801302931596,0.8859934853420195,0.9098805646036916,0.9011943539630836,0.8729641693811075,0.8946796959826275,0.9055374592833876
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9305103148751357,33,2,1,10,0.8165038002171553,0.8914223669923995,0.8881650380021715,0.9011943539630836,0.9077090119435396,0.8957654723127035,0.8664495114006515,0.8990228013029316,0.9218241042345277,0.9033659066232356
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,34,2,1,10,0.7861020629750272,0.8946796959826275,0.8990228013029316,0.8859934853420195,0.9218241042345277,0.8827361563517915,0.8990228013029316,0.8968512486427795,0.9011943539630836,0.9055374592833876
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,35,2,1,10,0.741585233441911,0.9011943539630836,0.8990228013029316,0.8903365906623235,0.8914223669923995,0.9022801302931596,0.9044516829533116,0.9001085776330076,0.8664495114006515,0.8990228013029316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9326818675352877,36,2,1,10,0.762214983713355,0.8979370249728555,0.8870792616720955,0.9196525515743756,0.9022801302931596,0.8805646036916395,0.8957654723127035,0.8979370249728555,0.8773072747014115,0.9001085776330076
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9196525515743756,37,2,1,10,0.8414766558089034,0.8675352877307275,0.9066232356134636,0.8718783930510315,0.8979370249728555,0.8903365906623235,0.9109663409337676,0.8979370249728555,0.9022801302931596,0.8979370249728555
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9185667752442996,38,2,1,10,0.7795874049945711,0.8751357220412594,0.8914223669923995,0.9066232356134636,0.8990228013029316,0.9142236699239956,0.8794788273615635,0.8990228013029316,0.8870792616720955,0.8946796959826275
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9196525515743756,39,2,1,10,0.8056460369163952,0.9142236699239956,0.8968512486427795,0.8816503800217155,0.8935939196525515,0.8849077090119435,0.8903365906623235,0.9001085776330076,0.8881650380021715,0.8968512486427795
1111101111,1006,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.9239956568946797,40,2,1,10,0.753528773072747,0.9077090119435396,0.8849077090119435,0.9066232356134636,0.9229098805646037,0.8729641693811075,0.9011943539630836,0.8957654723127035,0.8675352877307275,0.9120521172638436
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9218241042345277,41,2,1,10,0.8121606948968513,0.9055374592833876,0.8718783930510315,0.9087947882736156,0.8903365906623235,0.8718783930510315,0.8946796959826275,0.9066232356134636,0.8903365906623235,0.9077090119435396
0011100101,228,"[1, 3, 6, 7, 8]",0.8935939196525515,42,2,1,10,0.8175895765472313,0.9142236699239956,0.8838219326818675,0.8957654723127035,0.9250814332247557,0.8697068403908795,0.8881650380021715,0.8827361563517915,0.8990228013029316,0.9163952225841476
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,43,2,1,10,0.755700325732899,0.9033659066232356,0.9250814332247557,0.8838219326818675,0.9142236699239956,0.8816503800217155,0.8870792616720955,0.8946796959826275,0.8990228013029316,0.8859934853420195
1110111111,958,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.9163952225841476,44,2,1,10,0.8360477741585234,0.9044516829533116,0.8914223669923995,0.9055374592833876,0.8946796959826275,0.8783930510314875,0.9142236699239956,0.8957654723127035,0.9055374592833876,0.8773072747014115
1111111101,1020,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.9196525515743756,45,2,1,10,0.741585233441911,0.9229098805646037,0.8859934853420195,0.8838219326818675,0.8914223669923995,0.8773072747014115,0.8968512486427795,0.9044516829533116,0.9044516829533116,0.9044516829533116
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9250814332247557,46,2,1,10,0.7752442996742671,0.8979370249728555,0.8979370249728555,0.8816503800217155,0.8653637350705755,0.9153094462540716,0.9109663409337676,0.9033659066232356,0.9066232356134636,0.8849077090119435
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9294245385450597,47,2,1,10,0.8360477741585234,0.9022801302931596,0.8849077090119435,0.8957654723127035,0.9142236699239956,0.9011943539630836,0.8946796959826275,0.8968512486427795,0.8935939196525515,0.8968512486427795
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9359391965255157,48,2,1,10,0.744842562432139,0.9066232356134636,0.8892508143322475,0.9077090119435396,0.8707926167209555,0.8762214983713354,0.9153094462540716,0.9022801302931596,0.9087947882736156,0.8990228013029316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9196525515743756,49,2,1,10,0.8165038002171553,0.8881650380021715,0.9077090119435396,0.8849077090119435,0.9077090119435396,0.8979370249728555,0.8903365906623235,0.9044516829533116,0.8935939196525515,0.8870792616720955
0101100011,354,"[1, 2, 6, 7, 9]",0.8892508143322475,50,2,1,10,0.7893593919652552,0.8751357220412594,0.9022801302931596,0.9001085776330076,0.9055374592833876,0.8816503800217155,0.8664495114006515,0.9098805646036916,0.8838219326818675,0.9001085776330076
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9163952225841476,50,2,1,10,0.7893593919652552,0.8751357220412594,0.9022801302931596,0.9001085776330076,0.9055374592833876,0.8816503800217155,0.8664495114006515,0.9098805646036916,0.8838219326818675,0.9001085776330076
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,1,2,1,100,0.8306188925081434,0.8773072747014115,0.8870792616720955,0.9044516829533116,0.8686210640608035,0.8892508143322475,0.9066232356134636,0.9066232356134636,0.9022801302931596,0.8892508143322475
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9294245385450597,2,2,1,100,0.7969598262757872,0.9218241042345277,0.9120521172638436,0.9011943539630836,0.8935939196525515,0.8751357220412594,0.8870792616720955,0.8979370249728555,0.8870792616720955,0.9109663409337676
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9218241042345277,3,2,1,100,0.7752442996742671,0.9022801302931596,0.9011943539630836,0.8490770901194354,0.9022801302931596,0.9044516829533116,0.8979370249728555,0.8957654723127035,0.8903365906623235,0.8990228013029316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9109663409337676,4,2,1,100,0.751357220412595,0.8979370249728555,0.9055374592833876,0.8816503800217155,0.8794788273615635,0.9001085776330076,0.9001085776330076,0.8957654723127035,0.8990228013029316,0.8903365906623235
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,5,2,1,100,0.7285559174809989,0.9001085776330076,0.9142236699239956,0.8946796959826275,0.9120521172638436,0.8957654723127035,0.9001085776330076,0.8990228013029316,0.8773072747014115,0.8783930510314875
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9326818675352877,6,2,1,100,0.7709011943539631,0.8816503800217155,0.9011943539630836,0.9066232356134636,0.9066232356134636,0.8881650380021715,0.9131378935939196,0.8827361563517915,0.9077090119435396,0.9001085776330076
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9218241042345277,7,2,1,100,0.7969598262757872,0.8870792616720955,0.8892508143322475,0.9109663409337676,0.8859934853420195,0.9066232356134636,0.8838219326818675,0.9163952225841476,0.9011943539630836,0.9001085776330076
