Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy (low-quality client),Client 2 Accuracy (low-quality client),Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9207383279044516,1,3,2,10,0.8197611292073833,0.7741585233441911,0.9001085776330076,0.8783930510314875,0.8914223669923995,0.8946796959826275,0.8827361563517915,0.8881650380021715,0.8968512486427795,0.9055374592833876
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9218241042345277,2,3,2,10,0.7817589576547231,0.6796959826275787,0.8990228013029316,0.8925081433224755,0.8816503800217155,0.8925081433224755,0.9011943539630836,0.9055374592833876,0.9087947882736156,0.8827361563517915
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9239956568946797,3,3,2,10,0.8110749185667753,0.757871878393051,0.9163952225841476,0.8870792616720955,0.9011943539630836,0.9098805646036916,0.8903365906623235,0.8827361563517915,0.8697068403908795,0.9131378935939196
0000000011,2,"[1, 2]",0.7795874049945711,4,3,2,10,0.739413680781759,0.6731813246471227,0.9153094462540716,0.8783930510314875,0.9033659066232356,0.8957654723127035,0.9163952225841476,0.8859934853420195,0.9033659066232356,0.8935939196525515
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9283387622149837,4,3,2,10,0.739413680781759,0.6731813246471227,0.9153094462540716,0.8783930510314875,0.9033659066232356,0.8957654723127035,0.9163952225841476,0.8859934853420195,0.9033659066232356,0.8935939196525515
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9229098805646037,5,3,2,10,0.7882736156351792,0.5819761129207384,0.8849077090119435,0.9131378935939196,0.8935939196525515,0.8729641693811075,0.8783930510314875,0.8805646036916395,0.8957654723127035,0.8892508143322475
0000000011,2,"[1, 2]",0.7709011943539631,7,3,2,10,0.7231270358306189,0.7665580890336591,0.8968512486427795,0.9022801302931596,0.9011943539630836,0.8870792616720955,0.9055374592833876,0.8914223669923995,0.9153094462540716,0.8729641693811075
0000000011,2,"[1, 2]",0.760043431053203,8,3,2,10,0.7057546145494028,0.7231270358306189,0.9120521172638436,0.8914223669923995,0.8925081433224755,0.8859934853420195,0.8881650380021715,0.9011943539630836,0.8914223669923995,0.8979370249728555
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9163952225841476,8,3,2,10,0.7057546145494028,0.7231270358306189,0.9120521172638436,0.8914223669923995,0.8925081433224755,0.8859934853420195,0.8881650380021715,0.9011943539630836,0.8914223669923995,0.8979370249728555
0000000011,2,"[1, 2]",0.8165038002171553,9,3,2,10,0.755700325732899,0.7980456026058632,0.8946796959826275,0.9174809989142236,0.8957654723127035,0.9077090119435396,0.8968512486427795,0.8859934853420195,0.8729641693811075,0.8935939196525515
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9185667752442996,9,3,2,10,0.755700325732899,0.7980456026058632,0.8946796959826275,0.9174809989142236,0.8957654723127035,0.9077090119435396,0.8968512486427795,0.8859934853420195,0.8729641693811075,0.8935939196525515
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9109663409337676,10,3,2,10,0.760043431053203,0.6786102062975027,0.8881650380021715,0.9055374592833876,0.8751357220412594,0.8805646036916395,0.8914223669923995,0.8914223669923995,0.8881650380021715,0.8762214983713354
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9109663409337676,12,3,2,10,0.8143322475570033,0.8034744842562432,0.8946796959826275,0.9055374592833876,0.9098805646036916,0.8957654723127035,0.8968512486427795,0.8903365906623235,0.8653637350705755,0.8805646036916395
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,13,3,2,10,0.8251900108577633,0.7752442996742671,0.8718783930510315,0.8892508143322475,0.9066232356134636,0.9163952225841476,0.9109663409337676,0.8914223669923995,0.8925081433224755,0.8838219326818675
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,14,3,2,10,0.7926167209554832,0.8045602605863192,0.9011943539630836,0.9087947882736156,0.8773072747014115,0.9077090119435396,0.8773072747014115,0.8838219326818675,0.9153094462540716,0.8892508143322475
0000000011,2,"[1, 2]",0.8447339847991314,15,3,2,10,0.7274701411509229,0.8002171552660152,0.9001085776330076,0.8957654723127035,0.8946796959826275,0.9120521172638436,0.8935939196525515,0.9066232356134636,0.8925081433224755,0.9022801302931596
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9196525515743756,15,3,2,10,0.7274701411509229,0.8002171552660152,0.9001085776330076,0.8957654723127035,0.8946796959826275,0.9120521172638436,0.8935939196525515,0.9066232356134636,0.8925081433224755,0.9022801302931596
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9218241042345277,16,3,2,10,0.744842562432139,0.8089033659066233,0.8751357220412594,0.8849077090119435,0.8925081433224755,0.9142236699239956,0.9011943539630836,0.8794788273615635,0.8914223669923995,0.8990228013029316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9239956568946797,17,3,2,10,0.7687296416938111,0.7774158523344191,0.8892508143322475,0.8946796959826275,0.9022801302931596,0.8903365906623235,0.9131378935939196,0.9044516829533116,0.9087947882736156,0.8946796959826275
0000000011,2,"[1, 2]",0.8186753528773073,18,3,2,10,0.7915309446254072,0.7828447339847991,0.9022801302931596,0.9033659066232356,0.8914223669923995,0.9120521172638436,0.8914223669923995,0.9044516829533116,0.8783930510314875,0.9087947882736156
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9218241042345277,18,3,2,10,0.7915309446254072,0.7828447339847991,0.9022801302931596,0.9033659066232356,0.8914223669923995,0.9120521172638436,0.8914223669923995,0.9044516829533116,0.8783930510314875,0.9087947882736156
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9250814332247557,19,3,2,10,0.7372421281216069,0.6601520086862106,0.8892508143322475,0.8892508143322475,0.8968512486427795,0.9022801302931596,0.8979370249728555,0.9044516829533116,0.8849077090119435,0.9001085776330076
0000000011,2,"[1, 2]",0.7817589576547231,20,3,2,10,0.7339847991313789,0.7296416938110749,0.9163952225841476,0.9001085776330076,0.9098805646036916,0.9087947882736156,0.8783930510314875,0.8859934853420195,0.9022801302931596,0.8773072747014115
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9185667752442996,20,3,2,10,0.7339847991313789,0.7296416938110749,0.9163952225841476,0.9001085776330076,0.9098805646036916,0.9087947882736156,0.8783930510314875,0.8859934853420195,0.9022801302931596,0.8773072747014115
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,21,3,2,10,0.753528773072747,0.7763300760043431,0.9022801302931596,0.9229098805646037,0.8805646036916395,0.8577633007600435,0.8707926167209555,0.8686210640608035,0.9066232356134636,0.8979370249728555
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9087947882736156,22,3,2,10,0.7915309446254072,0.7111834961997828,0.8892508143322475,0.9077090119435396,0.8664495114006515,0.8935939196525515,0.8870792616720955,0.8827361563517915,0.8849077090119435,0.8859934853420195
