Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy (low-quality client),Client 2 Accuracy (low-quality client),Client 3 Accuracy (low-quality client),Client 4 Accuracy (low-quality client),Client 5 Accuracy (low-quality client),Client 6 Accuracy (low-quality client),Client 7 Accuracy (low-quality client),Client 8 Accuracy (low-quality client),Client 9 Accuracy (low-quality client),Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8946796959826275,1,4,9,10,0.7893593919652552,0.750271444082519,0.7730727470141151,0.8056460369163952,0.8251900108577633,0.7079261672095548,0.6883821932681867,0.7198697068403909,0.7024972855591748,0.8914223669923995
0111111111,510,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8512486427795874,2,4,9,10,0.7046688382193268,0.6384364820846905,0.7785016286644951,0.7893593919652552,0.752442996742671,0.7741585233441911,0.7209554831704669,0.762214983713355,0.748099891422367,0.9001085776330076
0111111111,510,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8523344191096635,3,4,9,10,0.7817589576547231,0.7155266015200868,0.6742671009771987,0.8208469055374593,0.6992399565689468,0.7871878393051032,0.7676438653637351,0.7850162866449512,0.761129207383279,0.8925081433224755
0111111111,510,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8534201954397395,4,4,9,10,0.7785016286644951,0.6547231270358306,0.7046688382193268,0.7307274701411509,0.6775244299674267,0.7318132464712269,0.7665580890336591,0.8078175895765473,0.7730727470141151,0.8968512486427795
0111111111,510,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8534201954397395,5,4,9,10,0.7166123778501629,0.742671009771987,0.8175895765472313,0.7763300760043431,0.8360477741585234,0.756786102062975,0.7231270358306189,0.6764386536373507,0.7687296416938111,0.9044516829533116
0111111111,510,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8707926167209555,6,4,9,10,0.8045602605863192,0.7263843648208469,0.742671009771987,0.7882736156351792,0.7904451682953312,0.760043431053203,0.7057546145494028,0.7763300760043431,0.6970684039087948,0.8935939196525515
0111111111,510,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8621064060803475,7,4,9,10,0.752442996742671,0.8284473398479913,0.7785016286644951,0.6634093376764386,0.7252985884907709,0.7318132464712269,0.738327904451683,0.739413680781759,0.7937024972855592,0.8979370249728555
0111111111,510,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8349619978284474,8,4,9,10,0.7318132464712269,0.7144408251900108,0.7774158523344191,0.7719869706840391,0.6851248642779587,0.6840390879478827,0.7806731813246471,0.7100977198697068,0.761129207383279,0.8957654723127035
0111111111,510,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8534201954397395,9,4,9,10,0.7969598262757872,0.7676438653637351,0.7676438653637351,0.7665580890336591,0.6547231270358306,0.7871878393051032,0.747014115092291,0.7198697068403909,0.7633007600434311,0.8881650380021715
0111111111,510,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8512486427795874,10,4,9,10,0.7926167209554832,0.8360477741585234,0.6905537459283387,0.8099891422366993,0.7187839305103149,0.762214983713355,0.6807817589576547,0.747014115092291,0.7709011943539631,0.9077090119435396
