Trial,Combination,Clients,Global Accuracy,Max Iter,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value
1,1011111111,"1,2,3,4,5,6,7,8,10",0.9261672095548317,10,0.8903365906623235,0.09866974370520469,0.8707926167209555,0.09551015047468955,0.8382193268186754,0.08770075800217658,0.9087947882736156,0.10108728282487152,0.9163952225841476,0.10492373072160316,0.8990228013029316,0.10222381702878156,0.9120521172638436,0.1049626627640812,0.8838219326818675,0.10169565462118631,,,0.8957654723127035,0.09944322488648746
2,0110111111,"1,2,3,4,5,6,8,9",0.9196525515743756,10,0.8870792616720955,0.09638753660492787,0.9055374592833876,0.09725626247365377,0.8740499457111836,0.0937878872661484,0.8914223669923995,0.09607557868427442,0.9109663409337676,0.10289248876205379,0.8946796959826275,0.09815203402159917,,,0.9131378935939196,0.10224059463189897,0.8968512486427795,0.09733227015835705,,
2,1110111111,"1,2,3,4,5,6,8,9,10",0.9272529858849077,10,0.8870792616720955,0.09638753660492787,0.9055374592833876,0.09725626247365377,0.8740499457111836,0.0937878872661484,0.8914223669923995,0.09607557868427442,0.9109663409337676,0.10289248876205379,0.8946796959826275,0.09815203402159917,,,0.9131378935939196,0.10224059463189897,0.8968512486427795,0.09733227015835705,0.9326818675352877,0.10908688191296874
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9326818675352877,10,0.9153094462540716,0.10182890773694037,0.9001085776330076,0.09652234972374686,0.9174809989142236,0.10267891790010529,0.9022801302931596,0.10017646950126566,0.8925081433224755,0.09520160023652469,0.9185667752442996,0.10308636842397018,0.9131378935939196,0.10286370271818455,0.8979370249728555,0.09715477576362318,0.9022801302931596,0.09926086072768252,0.9142236699239956,0.10122604726795632
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9315960912052117,10,0.8881650380021715,0.09765743515743512,0.8957654723127035,0.09756724756724747,0.8718783930510315,0.09470806970806978,0.9207383279044516,0.10432114182114169,0.9174809989142236,0.10387575387575373,0.9033659066232356,0.09731287231287238,0.9066232356134636,0.09799367299367284,0.9120521172638436,0.10207015207015194,0.9163952225841476,0.10323380323380306,0.9109663409337676,0.10125985125985106
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9283387622149837,10,0.8914223669923995,0.09826046597976433,0.8621064060803475,0.09170008354218875,0.9131378935939196,0.10687969924812023,0.9229098805646037,0.10711918685602881,0.9033659066232356,0.1012693771465701,0.8892508143322475,0.09530307249605482,0.9174809989142236,0.10418546365914784,0.8729641693811075,0.09169544230947743,0.9033659066232356,0.09930288684674647,0.9153094462540716,0.10428432191590087
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9229098805646037,10,0.8751357220412594,0.09404995331465914,0.8925081433224755,0.10023856209150311,0.8892508143322475,0.09825210084033614,0.9163952225841476,0.10838422035480848,0.8729641693811075,0.09317693744164326,0.9120521172638436,0.10274929971988778,0.9044516829533116,0.10080018674136314,0.9001085776330076,0.10084547152194202,0.8827361563517915,0.09804435107376269,0.9174809989142236,0.1034589169000933
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9261672095548317,10,0.9098805646036916,0.0999669699845551,0.9098805646036916,0.1001656152887102,0.8805646036916395,0.09141684809914602,0.8925081433224755,0.09990137516514999,0.9044516829533116,0.10163800963918188,0.9163952225841476,0.10278568637302493,0.8968512486427795,0.0995878226241648,0.9207383279044516,0.10497636725655489,0.8827361563517915,0.09678259736876378,0.9163952225841476,0.10277870820074804
8,1111011111,"1,2,3,4,5,7,8,9,10",0.9315960912052117,10,0.8838219326818675,0.0992203219315895,0.9120521172638436,0.09998043818466337,0.8935939196525515,0.09624925478798715,0.8990228013029316,0.10061806021313059,0.8718783930510315,0.09563119457485642,,,0.9077090119435396,0.10289375139727248,0.9001085776330076,0.0975603621730382,0.9044516829533116,0.09950070795141211,0.9131378935939196,0.10314339742156638
9,1111110111,"1,2,3,5,6,7,8,9,10",0.9163952225841476,10,0.9055374592833876,0.10244150085699376,0.8968512486427795,0.10010386392428625,0.8892508143322475,0.09294936284372922,,,0.8838219326818675,0.09244122140248914,0.8990228013029316,0.1004760041731873,0.9011943539630836,0.10050814144123991,0.9077090119435396,0.09827297116029514,0.8935939196525515,0.09905032044116563,0.9087947882736156,0.10616756092108205
