Trial,Combination,Clients,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value,Global Accuracy,Subsample Ratio,Max Depth
1,0000000010,2,,,0.5366125453319127,0.0850406538655342,,,,,,,,,,,,,,,,,0.537707353789308,0.5,10
1,0000000100,3,,,,,0.4880401951105072,0.0714158314025793,,,,,,,,,,,,,,,0.49754156850861675,0.5,10
1,0000001000,4,,,,,,,0.5514315598087995,0.0911133345478477,,,,,,,,,,,,,0.5515879610169988,0.5,10
1,0000010000,5,,,,,,,,,0.504628498255149,0.08111136238992048,,,,,,,,,,,0.50089441940939,0.5,10
1,0000100000,6,,,,,,,,,,,0.5665536016265725,0.08118315769515648,,,,,,,,,0.5655956442263517,0.5,10
1,0100000000,9,,,,,,,,,,,,,,,,,0.5973157642642789,0.09662705313347542,,,0.597061612300955,0.5,10
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.5766610297064545,0.09863202959607488,0.5366125453319127,0.0850406538655342,0.4880401951105072,0.0714158314025793,0.5514315598087995,0.0911133345478477,0.504628498255149,0.08111136238992048,0.5665536016265725,0.08118315769515648,0.6757998455538069,0.13849076902547025,0.6423104368481246,0.13059251923948578,0.5973157642642789,0.09662705313347542,0.6525840412117183,0.12579328910445553,0.8150751214553132,0.5,10
2,0000000001,1,0.4801517091719534,0.08109188634056577,,,,,,,,,,,,,,,,,,,0.4780500679367748,0.5,10
2,0000000010,2,,,0.4852151982874068,0.07516241404885775,,,,,,,,,,,,,,,,,0.48467756913422155,0.5,10
2,0000010000,5,,,,,,,,,0.5340123752455987,0.08756521391864701,,,,,,,,,,,0.5308648009305872,0.5,10
2,0000100000,6,,,,,,,,,,,0.4614128894145707,0.05993791672708928,,,,,,,,,0.4697021534491354,0.5,10
2,0100000000,9,,,,,,,,,,,,,,,,,0.551079657090351,0.09252824095473751,,,0.5508646054290769,0.5,10
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4801517091719534,0.08109188634056577,0.4852151982874068,0.07516241404885775,0.5714997898358765,0.10864162546600932,0.5787431207906081,0.12029546838085574,0.5340123752455987,0.08756521391864701,0.4614128894145707,0.05993791672708928,0.5692221972414737,0.10622093578739686,0.6521246126626328,0.14700038632697096,0.551079657090351,0.09252824095473751,0.6200330397552322,0.12155591204886985,0.8217319478792974,0.5,10
3,0000000001,1,0.4454404160272138,0.06779618240444181,,,,,,,,,,,,,,,,,,,0.44367112735945885,0.5,10
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4454404160272138,0.06779618240444181,0.5244719015454394,0.07942044732859095,0.5572184045121749,0.09768302940823216,0.5245892024515889,0.10044001055193619,0.619817988093958,0.1248212074244495,0.46591919922581404,0.068778599432787,0.6823002707695917,0.1457077390211314,0.5920176733365266,0.11830119113986345,0.5102687168258375,0.07720127800212724,0.6144025962600561,0.11985031528644043,0.8357982815417249,0.5,10
4,0000000001,1,0.5081084251375841,0.0713738072700645,,,,,,,,,,,,,,,,,,,0.5075023704558118,0.5,10
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.5081084251375841,0.0713738072700645,0.5329762172412782,0.09176082056272697,0.5607960821497346,0.09285409014093668,0.5966706092804567,0.10027682732544008,0.5619984164377669,0.1030028567142761,0.6199743893021573,0.10470904335540514,0.6685565145990753,0.13471353514327533,0.5887234728888281,0.10097427830278967,0.5765632789513299,0.09147838658452688,0.6187329547120751,0.10885635460055884,0.8399135883324699,0.5,10
5,0000000001,1,0.4544041602721381,0.060300487725283014,,,,,,,,,,,,,,,,,,,0.452673971906433,0.5,10
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4544041602721381,0.060300487725283014,0.4878935689778204,0.06350285347153255,0.5153028807147535,0.07484014895817062,0.63986666797001,0.1160448906852157,0.6702378275872181,0.12393863023896731,0.5452048367073635,0.08779038247700051,0.6658390436066118,0.12559061251754153,0.6204338178512429,0.10905022503253388,0.637540199998045,0.12019027787338532,0.6546465821448471,0.11875149102036965,0.8520151318168933,0.5,10
6,0000000001,1,0.49811829796385176,0.08755191959620665,,,,,,,,,,,,,,,,,,,0.4961339576348227,0.5,10
6,0000000010,2,,,0.4907185658009208,0.07471624957042372,,,,,,,,,,,,,,,,,0.4892034290964898,0.5,10
6,0000010000,5,,,,,,,,,0.5101807411462254,0.07750821924137248,,,,,,,,,,,0.5021554041504971,0.5,10
6,0000100000,6,,,,,,,,,,,0.4761634783628704,0.05634763714182269,,,,,,,,,0.482575927899043,0.5,10
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.49811829796385176,0.08755191959620665,0.4907185658009208,0.07471624957042372,0.5162803882659993,0.09307969419875545,0.6057907547335803,0.12137438085335074,0.5101807411462254,0.07750821924137248,0.4761634783628704,0.05634763714182269,0.581489917009609,0.10757271872680116,0.6529163937791419,0.14332370364602812,0.5526925445499067,0.10309212545044548,0.647862679739201,0.135433351574794,0.8429340866658195,0.5,10
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.46748321130780734,0.08124196586023248,0.517404521949932,0.0775088758338508,0.5949599710657765,0.10861398387506128,0.6232783648253682,0.12332202489822416,0.5884302206234543,0.10755506950356211,0.49959433436623296,0.07205455769736853,0.6516065336604725,0.12622495872304143,0.5595741977106773,0.09826321167049235,0.5513826844312373,0.08731814022834146,0.6191044075815486,0.11789721170982614,0.8283887743032815,0.5,10
8,0000000001,1,0.49096294268873225,0.0715629724725518,,,,,,,,,,,,,,,,,,,0.4890568029638029,0.5,10
8,0000000100,3,,,,,0.48231200086020665,0.06283350259401839,,,,,,,,,,,,,,,0.4883041221493436,0.5,10
8,0100000000,9,,,,,,,,,,,,,,,,,0.5232304669553572,0.07969176373382694,,,0.5191542604666621,0.5,10
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.49096294268873225,0.0715629724725518,0.4971896657901682,0.08561084081885434,0.48231200086020665,0.06283350259401839,0.5055180301267828,0.08879292764002614,0.5985376487033363,0.12167388227029001,0.5781663913353731,0.10451351048910136,0.6648517609798535,0.14513354911727655,0.5027125834547072,0.09347703902892729,0.5232304669553572,0.07969176373382694,0.6725642955591832,0.14671001183512697,0.8277729445459966,0.5,10
9,0000000010,2,,,0.4151963323916677,0.04247877576491235,,,,,,,,,,,,,,,,,0.4133292929687882,0.5,10
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.5360749161787275,0.08650967723772937,0.4151963323916677,0.04247877576491235,0.5042277201591382,0.07721695780489758,0.5609818085844713,0.10195862130446795,0.604930548088484,0.11716962496891545,0.47351443289899414,0.07358965227632104,0.6830920518861008,0.14968845159504338,0.6219880548577238,0.12802661768224904,0.5670130301756581,0.09210752173566256,0.6480972815515,0.1312540996298015,0.8267270114661636,0.5,10
10,0000000010,2,,,0.41188258179294435,0.04649301256299605,,,,,,,,,,,,,,,,,0.4115404541500083,0.5,10
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.47817714391843674,0.07158044046348463,0.41188258179294435,0.04649301256299605,0.5137290935572477,0.09174130500790344,0.5960254542966344,0.11606468240471259,0.6196127115081964,0.12816999092816272,0.5241102237514785,0.0889916102725294,0.5377366790158454,0.10186800634972752,0.5585282646308443,0.10596537529351319,0.5903950108014584,0.11656007769796878,0.6401305950088464,0.13256549901900178,0.8334522634187349,0.5,10
1,0000000001,1,0.4063889893549428,0.11311210942695409,,,,,,,,,,,,,,,,,,,0.4080214269655233,0.5,100
1,0000000010,2,,,0.2933206909023372,0.05068399286047359,,,,,,,,,,,,,,,,,0.29469897654959387,0.5,100
1,0000000100,3,,,,,0.31949834312470066,0.06066871366053652,,,,,,,,,,,,,,,0.3197231698614872,0.5,100
