Trial,Combination,Clients,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value,Global Accuracy,Subsample Ratio,Max Depth
1,0000000001,1,0.4874145902777099,0.04367088490396939,,,,,,,,,,,,,,,,,,,0.4849610463240829,0.5,10
1,0000000010,2,,,0.4136323203096744,0.039615110315396974,,,,,,,,,,,,,,,,,0.42996647149099226,0.5,10
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4874145902777099,0.04367088490396939,0.4136323203096744,0.039615110315396974,0.5648429634118923,0.0798038596368708,0.653727725046676,0.1051895658455222,0.7596993186772368,0.13558719983041695,0.6338061211522859,0.09803572178080545,0.7532282186879894,0.13800782328797126,0.7729934213741801,0.14614095391876872,0.7174025669348296,0.11679201986181509,0.6525840412117183,0.09715686061846317,0.8798154465743248,0.5,10
2,0000000001,1,0.46567482233800256,0.04650949788741973,,,,,,,,,,,,,,,,,,,0.46813814136714205,0.5,10
2,0000000010,2,,,0.4661831262646504,0.05157267144374017,,,,,,,,,,,,,,,,,0.45901799591401843,0.5,10
2,0000000100,3,,,,,0.47250760012121096,0.045922867853528684,,,,,,,,,,,,,,,0.4800539584168288,0.5,10
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.46567482233800256,0.04650949788741973,0.4661831262646504,0.05157267144374017,0.47250760012121096,0.045922867853528684,0.6440112999872925,0.11124697071015885,0.7314004750686699,0.1372733062148245,0.622652759992571,0.10099532600962706,0.7507355744323125,0.1445770993877682,0.7361902620697744,0.14399907741522452,0.7242255696425255,0.1273214971154538,0.6200330397552322,0.0905816859622547,0.8715066323887352,0.5,10
3,0000000010,2,,,0.4889492771331658,0.051169004462605215,,,,,,,,,,,,,,,,,0.4876589671655214,0.5,10
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.5663581001163234,0.06462254841144721,0.4889492771331658,0.051169004462605215,0.5197798652994594,0.06889646056825226,0.7034828594050889,0.1178477403790774,0.7443035747451149,0.13383247668283052,0.6985659964223223,0.1116021787125767,0.7537560727656621,0.13713760080707788,0.7280769493944341,0.1317210235504786,0.682564197808428,0.10366201450333347,0.6144025962600561,0.07950895192232103,0.8741947781546613,0.5,10
4,0000000001,1,0.4993304073273966,0.05500078277306874,,,,,,,,,,,,,,,,,,,0.49587003059598633,0.5,10
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4993304073273966,0.05500078277306874,0.5746962395284504,0.06428345323512712,0.5848036676083322,0.07265110781782264,0.7054085492810432,0.1187653711772379,0.7566690452683748,0.13524930264439763,0.5731908778995318,0.08144997075179018,0.7614686073449918,0.13478912816357588,0.7665125463094202,0.13984811205361233,0.7239420924526642,0.12237301622561647,0.6187329547120751,0.07558975515775179,0.8800891486886736,0.5,10
5,0000000001,1,0.4325568665017937,0.028006254342558504,,,,,,,,,,,,,,,,,,,0.4260857665125463,0.5,10
5,0000000010,2,,,0.49331873588723474,0.05890005981463642,,,,,,,,,,,,,,,,,0.4922141523543269,0.5,10
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4325568665017937,0.028006254342558504,0.49331873588723474,0.05890005981463642,0.570893735154104,0.07981783876718701,0.7155257524364376,0.11981051583994234,0.7385558303437894,0.12894183039842982,0.7693864185100829,0.13350079138415225,0.7505205227710384,0.13198706744413355,0.7009413397718497,0.127661116305865,0.6619974389302158,0.09734808255372332,0.6546465821448471,0.09402644314937185,0.8796297201395881,0.5,10
6,0000000001,1,0.5004838662378667,0.052431395988228796,,,,,,,,,,,,,,,,,,,0.5050097262001348,0.5,10
6,0000000010,2,,,0.4236615477854566,0.04068260603480957,,,,,,,,,,,,,,,,,0.4292528909785828,0.5,10
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.5004838662378667,0.052431395988228796,0.4236615477854566,0.04068260603480957,0.6089285539730794,0.08876880628031307,0.638136479604305,0.09694210446811945,0.734792426271493,0.13654166851958915,0.5979511441725888,0.09151099471228882,0.7572359996480973,0.1375418054593801,0.7588097868056031,0.1418008491325853,0.7344209734020195,0.12190437984980387,0.647862679739201,0.09187538955488206,0.8792484921946022,0.5,10
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4332899971652281,0.04011617664991902,0.4415988113508177,0.04773123254718347,0.5104153429585243,0.06884111543620748,0.7285266028680072,0.1220942721862968,0.7373632711312695,0.12327803263386077,0.7612144553816679,0.13264870040943658,0.7605595253223331,0.13708641156493917,0.7602955982834967,0.1413062273491724,0.6906970606347934,0.10817825274880495,0.6191044075815486,0.07871957847417987,0.8843022062345431,0.5,10
8,0000000001,1,0.4325373163507688,0.04223733613008435,,,,,,,,,,,,,,,,,,,0.4296732192256185,0.5,10
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4325373163507688,0.04223733613008435,0.5858105003861155,0.08406287123297966,0.5761527257798067,0.07574240391176394,0.6456730628244103,0.10024770286505658,0.7185267006187622,0.12830933066422304,0.5780099901271737,0.07725476529965176,0.7630912698800598,0.14288525484986167,0.7162979834019217,0.12813375812889985,0.7135120868808712,0.11557879503924139,0.6725642955591832,0.1055477818782375,0.8752309361589818,0.5,10
9,0000000001,1,0.47891027458187113,0.048218576704043115,,,,,,,,,,,,,,,,,,,0.4746092413563895,0.5,10
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.47891027458187113,0.048218576704043115,0.48597765417737854,0.06048377730181136,0.5493396936491335,0.07084263121891148,0.6362498900304004,0.09964870356081901,0.7071680628732857,0.12531000511183607,0.6589280652193038,0.10890969552026009,0.7502859209587394,0.13336592706900408,0.7687608136772857,0.14750393348138827,0.6743531343779631,0.10906198341374596,0.6480972815515,0.09665476661818068,0.8723472888828067,0.5,10
10,0000000001,1,0.5502487756717921,0.06969783849849616,,,,,,,,,,,,,,,,,,,0.554598684274836,0.5,10
10,0000000010,2,,,0.5451657364053137,0.06156067256087182,,,,,,,,,,,,,,,,,0.5430836453211602,0.5,10
10,0000000100,3,,,,,0.5776189871066754,0.06584096208979948,,,,,,,,,,,,,,,0.5740119842425783,0.5,10
10,1000000000,10,,,,,,,,,,,,,,,,,,,0.6401305950088464,0.08139894134197206,0.6327992883745027,0.5,10
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.5502487756717921,0.06969783849849616,0.5451657364053137,0.06156067256087182,0.5776189871066754,0.06584096208979948,0.6933558811741821,0.10838033090225478,0.7540591001065483,0.1291171997041651,0.7423974350201855,0.12002237042098847,0.7544892034290965,0.12987725004815762,0.7440005474042287,0.12883404110898783,0.7164543846101211,0.10527039332430646,0.6401305950088464,0.08139894134197206,0.882806619681137,0.5,10
