Combination,index,Clients,Global Accuracy,Trial,Max Iter or Depth,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Client 11 Accuracy,Client 12 Accuracy,Client 13 Accuracy,Client 14 Accuracy,Client 15 Accuracy,Client 16 Accuracy,Client 17 Accuracy,Client 18 Accuracy,Client 19 Accuracy,Client 20 Accuracy,n_clients
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.858,1,10,0.7213333333333334,0.5606666666666666,0.6206666666666667,0.6806666666666666,0.6653333333333333,0.4226666666666667,0.6593333333333333,0.5593333333333333,0.5006666666666667,0.7193333333333334,0.732,0.6466666666666666,0.6886666666666666,0.7,0.6306666666666667,0.7166666666666667,0.556,0.422,0.7226666666666667,0.538,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8753333333333333,2,10,0.6846666666666666,0.672,0.664,0.5726666666666667,0.47733333333333333,0.736,0.744,0.6726666666666666,0.6746666666666666,0.638,0.7153333333333334,0.7166666666666667,0.504,0.7326666666666667,0.5046666666666667,0.6993333333333334,0.386,0.376,0.5046666666666667,0.7153333333333334,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.86,3,10,0.7446666666666667,0.686,0.412,0.6966666666666667,0.672,0.7066666666666667,0.642,0.7086666666666667,0.7066666666666667,0.704,0.7206666666666667,0.6833333333333333,0.6933333333333334,0.6846666666666666,0.706,0.658,0.5633333333333334,0.53,0.5553333333333333,0.4826666666666667,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8733333333333333,4,10,0.7253333333333334,0.7246666666666667,0.6933333333333334,0.6933333333333334,0.7166666666666667,0.7293333333333333,0.6326666666666667,0.498,0.5986666666666667,0.672,0.6533333333333333,0.602,0.6013333333333334,0.5593333333333333,0.7206666666666667,0.6733333333333333,0.7053333333333334,0.7113333333333334,0.7333333333333333,0.7046666666666667,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8626666666666667,5,10,0.674,0.648,0.6793333333333333,0.716,0.5973333333333334,0.488,0.6386666666666667,0.5733333333333334,0.5333333333333333,0.7086666666666667,0.692,0.512,0.6553333333333333,0.61,0.666,0.394,0.6853333333333333,0.6766666666666666,0.496,0.6753333333333333,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8626666666666667,6,10,0.7126666666666667,0.71,0.652,0.7373333333333333,0.7,0.5346666666666666,0.6726666666666666,0.6906666666666667,0.5893333333333334,0.5386666666666666,0.4646666666666667,0.642,0.6926666666666667,0.4646666666666667,0.7026666666666667,0.644,0.7106666666666667,0.5873333333333334,0.6453333333333333,0.6833333333333333,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8646666666666667,7,10,0.5173333333333333,0.5553333333333333,0.6953333333333334,0.49533333333333335,0.5373333333333333,0.652,0.7386666666666667,0.7546666666666667,0.6826666666666666,0.5686666666666667,0.53,0.7206666666666667,0.6066666666666667,0.6986666666666667,0.638,0.5306666666666666,0.6666666666666666,0.604,0.734,0.6606666666666666,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8553333333333333,8,10,0.724,0.6426666666666667,0.716,0.6733333333333333,0.646,0.6353333333333333,0.6646666666666666,0.686,0.7233333333333334,0.7453333333333333,0.686,0.6433333333333333,0.7333333333333333,0.67,0.652,0.7273333333333334,0.6773333333333333,0.6906666666666667,0.732,0.5313333333333333,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.864,9,10,0.6526666666666666,0.7353333333333333,0.566,0.6546666666666666,0.684,0.7353333333333333,0.722,0.7186666666666667,0.5066666666666667,0.6593333333333333,0.6826666666666666,0.514,0.458,0.64,0.69,0.3993333333333333,0.71,0.724,0.748,0.6886666666666666,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.862,10,10,0.6626666666666666,0.40066666666666667,0.7226666666666667,0.7233333333333334,0.6126666666666667,0.5813333333333334,0.45666666666666667,0.412,0.6446666666666667,0.7006666666666667,0.718,0.5486666666666666,0.672,0.702,0.656,0.566,0.6626666666666666,0.6526666666666666,0.7026666666666667,0.668,20
