Combination,index,Clients,Global Accuracy,Trial,Max Iter or Depth,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Client 11 Accuracy,Client 12 Accuracy,Client 13 Accuracy,Client 14 Accuracy,Client 15 Accuracy,Client 16 Accuracy,Client 17 Accuracy,Client 18 Accuracy,Client 19 Accuracy,Client 20 Accuracy,Client 21 Accuracy,Client 22 Accuracy,Client 23 Accuracy,Client 24 Accuracy,Client 25 Accuracy,Client 26 Accuracy,Client 27 Accuracy,Client 28 Accuracy,Client 29 Accuracy,Client 30 Accuracy,Client 31 Accuracy,Client 32 Accuracy,Client 33 Accuracy,Client 34 Accuracy,Client 35 Accuracy,Client 36 Accuracy,Client 37 Accuracy,Client 38 Accuracy,Client 39 Accuracy,Client 40 Accuracy,Client 41 Accuracy,Client 42 Accuracy,Client 43 Accuracy,Client 44 Accuracy,Client 45 Accuracy,Client 46 Accuracy,Client 47 Accuracy,Client 48 Accuracy,Client 49 Accuracy,Client 50 Accuracy,Client 51 Accuracy,Client 52 Accuracy,Client 53 Accuracy,Client 54 Accuracy,Client 55 Accuracy,Client 56 Accuracy,Client 57 Accuracy,Client 58 Accuracy,Client 59 Accuracy,Client 60 Accuracy,Client 61 Accuracy,Client 62 Accuracy,Client 63 Accuracy,Client 64 Accuracy,Client 65 Accuracy,Client 66 Accuracy,Client 67 Accuracy,Client 68 Accuracy,Client 69 Accuracy,Client 70 Accuracy,Client 71 Accuracy,Client 72 Accuracy,Client 73 Accuracy,Client 74 Accuracy,Client 75 Accuracy,n_clients
111111111111111111111111111111111111111111111111111111111111111111111111111,49,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75]",0.73,1,10,0.25733333333333336,0.49733333333333335,0.5606666666666666,0.5573333333333333,0.5686666666666667,0.31733333333333336,0.48,0.40066666666666667,0.3406666666666667,0.61,0.578,0.5033333333333333,0.544,0.27666666666666667,0.31733333333333336,0.38,0.2966666666666667,0.514,0.32266666666666666,0.2793333333333333,0.574,0.33066666666666666,0.298,0.49866666666666665,0.43266666666666664,0.5526666666666666,0.36533333333333334,0.4,0.308,0.31866666666666665,0.418,0.5473333333333333,0.452,0.252,0.26466666666666666,0.4206666666666667,0.38066666666666665,0.5586666666666666,0.332,0.358,0.5873333333333334,0.43066666666666664,0.36666666666666664,0.5606666666666666,0.64,0.294,0.36533333333333334,0.5986666666666667,0.6413333333333333,0.3413333333333333,0.4706666666666667,0.5346666666666666,0.4666666666666667,0.534,0.2813333333333333,0.4093333333333333,0.6346666666666667,0.33,0.5573333333333333,0.2806666666666667,0.6106666666666667,0.2753333333333333,0.5093333333333333,0.5886666666666667,0.304,0.5613333333333334,0.37533333333333335,0.36,0.5346666666666666,0.26266666666666666,0.3473333333333333,0.5353333333333333,0.404,0.358,0.36133333333333334,75
111111111111111111111111111111111111111111111111111111111111111111111111111,49,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75]",0.74,2,10,0.6093333333333333,0.3,0.5573333333333333,0.31066666666666665,0.3973333333333333,0.42933333333333334,0.5686666666666667,0.37866666666666665,0.3253333333333333,0.4806666666666667,0.5793333333333334,0.6106666666666667,0.564,0.5526666666666666,0.49533333333333335,0.5573333333333333,0.624,0.2753333333333333,0.63,0.6066666666666667,0.46266666666666667,0.336,0.35333333333333333,0.5046666666666667,0.252,0.268,0.3486666666666667,0.4686666666666667,0.29133333333333333,0.284,0.292,0.5646666666666667,0.566,0.618,0.3333333333333333,0.376,0.36333333333333334,0.546,0.49666666666666665,0.30133333333333334,0.31266666666666665,0.6093333333333333,0.30866666666666664,0.388,0.61,0.5793333333333334,0.6053333333333333,0.33,0.5793333333333334,0.5393333333333333,0.4513333333333333,0.5566666666666666,0.6153333333333333,0.28,0.31066666666666665,0.334,0.5586666666666666,0.3233333333333333,0.4146666666666667,0.544,0.3433333333333333,0.5673333333333334,0.578,0.352,0.532,0.2926666666666667,0.356,0.42133333333333334,0.39866666666666667,0.31333333333333335,0.4826666666666667,0.5666666666666667,0.5013333333333333,0.594,0.458,75
111111111111111111111111111111111111111111111111111111111111111111111111111,49,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75]",0.7333333333333333,3,10,0.4686666666666667,0.45066666666666666,0.6026666666666667,0.2826666666666667,0.306,0.45266666666666666,0.486,0.37266666666666665,0.31333333333333335,0.31866666666666665,0.4246666666666667,0.524,0.26066666666666666,0.35733333333333334,0.52,0.33466666666666667,0.29,0.482,0.41,0.4,0.4046666666666667,0.44,0.5913333333333334,0.436,0.288,0.5193333333333333,0.3506666666666667,0.42533333333333334,0.624,0.33,0.5833333333333334,0.288,0.598,0.3393333333333333,0.30333333333333334,0.538,0.3293333333333333,0.416,0.5526666666666666,0.5893333333333334,0.43,0.36466666666666664,0.6113333333333333,0.416,0.6193333333333333,0.302,0.41,0.25266666666666665,0.27066666666666667,0.45666666666666667,0.6213333333333333,0.6246666666666667,0.36866666666666664,0.5146666666666667,0.31066666666666665,0.29933333333333334,0.3873333333333333,0.6273333333333333,0.5953333333333334,0.4686666666666667,0.5746666666666667,0.328,0.31066666666666665,0.29,0.6186666666666667,0.34,0.6273333333333333,0.336,0.5153333333333333,0.4206666666666667,0.5006666666666667,0.2846666666666667,0.5133333333333333,0.608,0.39866666666666667,75
111111111111111111111111111111111111111111111111111111111111111111111111111,49,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75]",0.716,4,10,0.5346666666666666,0.31133333333333335,0.24866666666666667,0.59,0.47333333333333333,0.5346666666666666,0.44733333333333336,0.35733333333333334,0.5873333333333334,0.37666666666666665,0.38333333333333336,0.49133333333333334,0.4046666666666667,0.30266666666666664,0.43933333333333335,0.4093333333333333,0.328,0.622,0.33066666666666666,0.322,0.32066666666666666,0.276,0.4686666666666667,0.614,0.33466666666666667,0.5626666666666666,0.2773333333333333,0.556,0.5786666666666667,0.5913333333333334,0.2693333333333333,0.2713333333333333,0.5386666666666666,0.262,0.6126666666666667,0.5426666666666666,0.402,0.45,0.288,0.446,0.54,0.39266666666666666,0.6206666666666667,0.468,0.3413333333333333,0.262,0.516,0.42333333333333334,0.31933333333333336,0.326,0.456,0.2826666666666667,0.31133333333333335,0.2833333333333333,0.5833333333333334,0.4026666666666667,0.5933333333333334,0.6133333333333333,0.342,0.29333333333333333,0.5446666666666666,0.308,0.346,0.30266666666666664,0.5173333333333333,0.482,0.46,0.454,0.32133333333333336,0.558,0.5013333333333333,0.342,0.2866666666666667,0.27066666666666667,0.23133333333333334,75
111111111111111111111111111111111111111111111111111111111111111111111111111,49,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75]",0.762,5,10,0.578,0.49466666666666664,0.5353333333333333,0.4846666666666667,0.5493333333333333,0.5473333333333333,0.3253333333333333,0.29,0.42866666666666664,0.30933333333333335,0.6093333333333333,0.5586666666666666,0.23133333333333334,0.5626666666666666,0.34,0.272,0.588,0.33466666666666667,0.31066666666666665,0.3433333333333333,0.642,0.4246666666666667,0.316,0.5233333333333333,0.548,0.6346666666666667,0.34,0.3973333333333333,0.476,0.288,0.5286666666666666,0.232,0.5266666666666666,0.576,0.5706666666666667,0.412,0.42333333333333334,0.288,0.35133333333333333,0.432,0.5146666666666667,0.4653333333333333,0.5413333333333333,0.312,0.388,0.38866666666666666,0.2866666666666667,0.518,0.4206666666666667,0.37866666666666665,0.6393333333333333,0.38533333333333336,0.53,0.5466666666666666,0.29533333333333334,0.298,0.5966666666666667,0.5846666666666667,0.31666666666666665,0.632,0.3406666666666667,0.33066666666666666,0.592,0.29933333333333334,0.49,0.26666666666666666,0.5733333333333334,0.5353333333333333,0.6273333333333333,0.604,0.5366666666666666,0.38666666666666666,0.32133333333333336,0.31866666666666665,0.4686666666666667,75
111111111111111111111111111111111111111111111111111111111111111111111111111,49,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75]",0.7493333333333333,6,10,0.5813333333333334,0.442,0.33866666666666667,0.58,0.3566666666666667,0.3333333333333333,0.32133333333333336,0.256,0.6873333333333334,0.436,0.312,0.5666666666666667,0.4186666666666667,0.5046666666666667,0.588,0.41933333333333334,0.484,0.36666666666666664,0.3466666666666667,0.5746666666666667,0.6033333333333334,0.61,0.6066666666666667,0.5746666666666667,0.5206666666666667,0.538,0.6413333333333333,0.45066666666666666,0.38666666666666666,0.37,0.5126666666666667,0.31466666666666665,0.634,0.588,0.5193333333333333,0.586,0.33266666666666667,0.5926666666666667,0.5793333333333334,0.31533333333333335,0.6366666666666667,0.382,0.442,0.334,0.5726666666666667,0.5686666666666667,0.25533333333333336,0.5053333333333333,0.5673333333333334,0.5646666666666667,0.3433333333333333,0.2986666666666667,0.53,0.468,0.4493333333333333,0.30933333333333335,0.6266666666666667,0.482,0.576,0.3353333333333333,0.5433333333333333,0.3006666666666667,0.396,0.528,0.33,0.48733333333333334,0.272,0.318,0.586,0.332,0.6126666666666667,0.47533333333333333,0.2673333333333333,0.3393333333333333,0.3486666666666667,75
111111111111111111111111111111111111111111111111111111111111111111111111111,49,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75]",0.7566666666666667,8,10,0.5613333333333334,0.5666666666666667,0.5866666666666667,0.5186666666666667,0.658,0.31666666666666665,0.5886666666666667,0.222,0.43466666666666665,0.5546666666666666,0.5626666666666666,0.5126666666666667,0.602,0.5486666666666666,0.4033333333333333,0.41533333333333333,0.30266666666666664,0.6146666666666667,0.3546666666666667,0.5693333333333334,0.322,0.566,0.364,0.5246666666666666,0.5186666666666667,0.29333333333333333,0.582,0.5046666666666667,0.33,0.31,0.3566666666666667,0.5746666666666667,0.6253333333333333,0.30333333333333334,0.27,0.5886666666666667,0.33466666666666667,0.5333333333333333,0.346,0.2713333333333333,0.338,0.48533333333333334,0.6093333333333333,0.5453333333333333,0.4726666666666667,0.48933333333333334,0.286,0.4573333333333333,0.41733333333333333,0.5613333333333334,0.6506666666666666,0.6266666666666667,0.568,0.386,0.26866666666666666,0.30333333333333334,0.35,0.282,0.2886666666666667,0.6106666666666667,0.312,0.2886666666666667,0.42933333333333334,0.472,0.6106666666666667,0.5006666666666667,0.27066666666666667,0.23533333333333334,0.25333333333333335,0.46066666666666667,0.4706666666666667,0.374,0.34933333333333333,0.5466666666666666,0.6286666666666667,75
111111111111111111111111111111111111111111111111111111111111111111111111111,49,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75]",0.7286666666666667,10,10,0.37666666666666665,0.5013333333333333,0.4673333333333333,0.6313333333333333,0.4046666666666667,0.41533333333333333,0.35333333333333333,0.5693333333333334,0.37933333333333336,0.36466666666666664,0.6266666666666667,0.3233333333333333,0.3233333333333333,0.25,0.4126666666666667,0.5993333333333334,0.5393333333333333,0.44133333333333336,0.3406666666666667,0.41933333333333334,0.5866666666666667,0.2613333333333333,0.3006666666666667,0.30933333333333335,0.5326666666666666,0.24733333333333332,0.42133333333333334,0.5533333333333333,0.33866666666666667,0.5886666666666667,0.574,0.5473333333333333,0.474,0.33866666666666667,0.5446666666666666,0.466,0.49133333333333334,0.6346666666666667,0.38666666666666666,0.462,0.5373333333333333,0.318,0.45866666666666667,0.5546666666666666,0.48733333333333334,0.37133333333333335,0.62,0.5706666666666667,0.39466666666666667,0.4866666666666667,0.5193333333333333,0.544,0.6046666666666667,0.5426666666666666,0.392,0.43333333333333335,0.4553333333333333,0.3486666666666667,0.48933333333333334,0.5913333333333334,0.37866666666666665,0.33866666666666667,0.33666666666666667,0.2753333333333333,0.5253333333333333,0.388,0.5573333333333333,0.472,0.30666666666666664,0.38,0.396,0.5186666666666667,0.45266666666666666,0.5666666666666667,0.3293333333333333,75
111111111111111111111111111111111111111111111111111111111111111111111111111,49,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75]",0.756,11,10,0.3313333333333333,0.5166666666666667,0.62,0.36666666666666664,0.282,0.5326666666666666,0.328,0.3466666666666667,0.4493333333333333,0.51,0.428,0.35133333333333333,0.2813333333333333,0.602,0.48333333333333334,0.37,0.30666666666666664,0.34,0.5193333333333333,0.448,0.6186666666666667,0.3373333333333333,0.2946666666666667,0.5713333333333334,0.6633333333333333,0.6146666666666667,0.33466666666666667,0.6166666666666667,0.37533333333333335,0.57,0.26666666666666666,0.554,0.4533333333333333,0.41533333333333333,0.4786666666666667,0.37933333333333336,0.5966666666666667,0.4866666666666667,0.3566666666666667,0.576,0.386,0.306,0.566,0.66,0.5593333333333333,0.37666666666666665,0.534,0.312,0.6006666666666667,0.49466666666666664,0.4266666666666667,0.5733333333333334,0.378,0.6226666666666667,0.4086666666666667,0.5146666666666667,0.384,0.5706666666666667,0.5833333333333334,0.3453333333333333,0.29933333333333334,0.47933333333333333,0.2693333333333333,0.28733333333333333,0.30133333333333334,0.49066666666666664,0.48333333333333334,0.474,0.5586666666666666,0.2986666666666667,0.568,0.462,0.324,0.5613333333333334,0.5233333333333333,75
111111111111111111111111111111111111111111111111111111111111111111111111111,49,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75]",0.744,12,10,0.42866666666666664,0.47,0.6173333333333333,0.424,0.34,0.5733333333333334,0.526,0.378,0.43,0.294,0.424,0.57,0.62,0.5693333333333334,0.43666666666666665,0.32266666666666666,0.5526666666666666,0.24333333333333335,0.33866666666666667,0.44866666666666666,0.31733333333333336,0.6346666666666667,0.4206666666666667,0.42333333333333334,0.582,0.6033333333333334,0.2986666666666667,0.548,0.604,0.48533333333333334,0.43933333333333335,0.2773333333333333,0.6106666666666667,0.37266666666666665,0.37866666666666665,0.6426666666666667,0.454,0.41733333333333333,0.36933333333333335,0.664,0.5186666666666667,0.26866666666666666,0.44266666666666665,0.436,0.29933333333333334,0.6386666666666667,0.24933333333333332,0.4093333333333333,0.5953333333333334,0.3446666666666667,0.5166666666666667,0.6186666666666667,0.4066666666666667,0.37533333333333335,0.42933333333333334,0.5366666666666666,0.5533333333333333,0.5646666666666667,0.3433333333333333,0.5466666666666666,0.294,0.31133333333333335,0.6546666666666666,0.45266666666666666,0.434,0.55,0.29133333333333333,0.5546666666666666,0.5393333333333333,0.4066666666666667,0.5426666666666666,0.286,0.5526666666666666,0.536,0.5086666666666667,75
