Combination,index,Clients,Global Accuracy,Trial,Max Iter or Depth,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Client 11 Accuracy,Client 12 Accuracy,Client 13 Accuracy,Client 14 Accuracy,Client 15 Accuracy,n_clients
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8653333333333333,1,10,0.7073333333333334,0.5473333333333333,0.7373333333333333,0.708,0.508,0.7086666666666667,0.6826666666666666,0.6973333333333334,0.5853333333333334,0.7326666666666667,0.596,0.76,0.5726666666666667,0.716,0.518,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8726666666666667,2,10,0.7346666666666667,0.7213333333333334,0.5933333333333334,0.6713333333333333,0.6713333333333333,0.6926666666666667,0.7366666666666667,0.6566666666666666,0.6013333333333334,0.7246666666666667,0.7293333333333333,0.738,0.7113333333333334,0.7233333333333334,0.64,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8613333333333333,3,10,0.7146666666666667,0.7213333333333334,0.726,0.74,0.712,0.716,0.6606666666666666,0.716,0.7,0.5706666666666667,0.4593333333333333,0.69,0.732,0.6433333333333333,0.7506666666666667,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.87,4,10,0.7293333333333333,0.508,0.67,0.7193333333333334,0.7193333333333334,0.5626666666666666,0.73,0.6086666666666667,0.744,0.7286666666666667,0.6373333333333333,0.6633333333333333,0.572,0.7033333333333334,0.6786666666666666,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8846666666666667,5,10,0.7313333333333333,0.726,0.724,0.7193333333333334,0.7653333333333333,0.732,0.732,0.622,0.682,0.74,0.6886666666666666,0.7553333333333333,0.678,0.6786666666666666,0.654,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.864,6,10,0.7013333333333334,0.742,0.43266666666666664,0.688,0.5233333333333333,0.7233333333333334,0.728,0.7573333333333333,0.674,0.5566666666666666,0.6726666666666666,0.6813333333333333,0.6893333333333334,0.7006666666666667,0.7333333333333333,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8706666666666667,7,10,0.6846666666666666,0.6346666666666667,0.7266666666666667,0.546,0.678,0.6993333333333334,0.72,0.7333333333333333,0.488,0.7126666666666667,0.7133333333333334,0.7246666666666667,0.7386666666666667,0.6986666666666667,0.718,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8626666666666667,8,10,0.716,0.7246666666666667,0.5413333333333333,0.6753333333333333,0.7506666666666667,0.722,0.712,0.5493333333333333,0.7353333333333333,0.7126666666666667,0.7373333333333333,0.7266666666666667,0.6893333333333334,0.6746666666666666,0.7133333333333334,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.868,9,10,0.688,0.6133333333333333,0.7046666666666667,0.6526666666666666,0.7253333333333334,0.7146666666666667,0.696,0.462,0.6726666666666666,0.7166666666666667,0.7466666666666667,0.4886666666666667,0.7373333333333333,0.712,0.7186666666666667,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.864,10,10,0.7013333333333334,0.742,0.43266666666666664,0.688,0.5233333333333333,0.7233333333333334,0.728,0.7573333333333333,0.674,0.5566666666666666,0.6726666666666666,0.6813333333333333,0.6893333333333334,0.7006666666666667,0.7333333333333333,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8633333333333333,11,10,0.752,0.44466666666666665,0.6206666666666667,0.694,0.724,0.704,0.6993333333333334,0.708,0.6213333333333333,0.6273333333333333,0.42333333333333334,0.724,0.542,0.7166666666666667,0.6993333333333334,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8726666666666667,12,10,0.7346666666666667,0.7213333333333334,0.5933333333333334,0.6713333333333333,0.6713333333333333,0.6926666666666667,0.7366666666666667,0.6566666666666666,0.6013333333333334,0.7246666666666667,0.7293333333333333,0.738,0.7113333333333334,0.7233333333333334,0.64,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8746666666666667,13,10,0.6986666666666667,0.6826666666666666,0.7346666666666667,0.6473333333333333,0.7066666666666667,0.6953333333333334,0.5973333333333334,0.702,0.7353333333333333,0.546,0.7213333333333334,0.718,0.7173333333333334,0.6706666666666666,0.632,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.876,14,10,0.7126666666666667,0.736,0.6726666666666666,0.612,0.7466666666666667,0.514,0.624,0.7126666666666667,0.6433333333333333,0.716,0.7233333333333334,0.6513333333333333,0.732,0.52,0.6913333333333334,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8793333333333333,15,10,0.748,0.746,0.49466666666666664,0.6593333333333333,0.7266666666666667,0.47733333333333333,0.7533333333333333,0.574,0.744,0.742,0.716,0.7613333333333333,0.66,0.6693333333333333,0.724,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8833333333333333,16,10,0.758,0.7186666666666667,0.7486666666666667,0.6593333333333333,0.7126666666666667,0.738,0.6366666666666667,0.708,0.71,0.7106666666666667,0.44733333333333336,0.614,0.712,0.538,0.65,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8693333333333333,17,10,0.7253333333333334,0.7126666666666667,0.7426666666666667,0.7193333333333334,0.7093333333333334,0.682,0.7093333333333334,0.7246666666666667,0.654,0.386,0.6966666666666667,0.6446666666666667,0.7193333333333334,0.702,0.6786666666666666,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8873333333333333,18,10,0.7193333333333334,0.7353333333333333,0.698,0.746,0.7453333333333333,0.7686666666666667,0.744,0.7293333333333333,0.7233333333333334,0.6966666666666667,0.728,0.7,0.6973333333333334,0.7166666666666667,0.73,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8653333333333333,19,10,0.6653333333333333,0.758,0.7193333333333334,0.7486666666666667,0.6293333333333333,0.7126666666666667,0.6146666666666667,0.6846666666666666,0.6873333333333334,0.6766666666666666,0.578,0.482,0.6566666666666666,0.6706666666666666,0.718,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8666666666666667,20,10,0.7373333333333333,0.716,0.756,0.72,0.7086666666666667,0.49466666666666664,0.7173333333333334,0.7426666666666667,0.69,0.43466666666666665,0.714,0.7006666666666667,0.72,0.49466666666666664,0.7286666666666667,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8546666666666667,21,10,0.6986666666666667,0.72,0.5973333333333334,0.5953333333333334,0.72,0.6586666666666666,0.7366666666666667,0.692,0.6026666666666667,0.7653333333333333,0.42,0.6373333333333333,0.432,0.6026666666666667,0.726,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8713333333333333,22,10,0.7506666666666667,0.7306666666666667,0.6813333333333333,0.6206666666666667,0.718,0.6593333333333333,0.664,0.73,0.686,0.704,0.476,0.708,0.5166666666666667,0.728,0.6153333333333333,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8706666666666667,23,10,0.73,0.7293333333333333,0.7353333333333333,0.6766666666666666,0.7113333333333334,0.6933333333333334,0.694,0.7066666666666667,0.7146666666666667,0.5293333333333333,0.7373333333333333,0.692,0.7293333333333333,0.682,0.7466666666666667,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8646666666666667,24,10,0.7173333333333334,0.7573333333333333,0.7366666666666667,0.7126666666666667,0.514,0.708,0.614,0.722,0.7073333333333334,0.6633333333333333,0.736,0.692,0.7293333333333333,0.6513333333333333,0.6826666666666666,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8653333333333333,25,10,0.722,0.7113333333333334,0.7286666666666667,0.7093333333333334,0.7013333333333334,0.6533333333333333,0.7113333333333334,0.7346666666666667,0.728,0.7333333333333333,0.7393333333333333,0.742,0.7413333333333333,0.7353333333333333,0.7533333333333333,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8626666666666667,26,10,0.6973333333333334,0.7353333333333333,0.7473333333333333,0.7386666666666667,0.6606666666666666,0.482,0.69,0.6653333333333333,0.67,0.6813333333333333,0.7093333333333334,0.7226666666666667,0.6866666666666666,0.7273333333333334,0.6966666666666667,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8726666666666667,27,10,0.7073333333333334,0.6786666666666666,0.5673333333333334,0.7033333333333334,0.57,0.774,0.7173333333333334,0.6966666666666667,0.5546666666666666,0.704,0.742,0.7373333333333333,0.6266666666666667,0.616,0.734,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8726666666666667,28,10,0.7346666666666667,0.7213333333333334,0.5933333333333334,0.6713333333333333,0.6713333333333333,0.6926666666666667,0.7366666666666667,0.6566666666666666,0.6013333333333334,0.7246666666666667,0.7293333333333333,0.738,0.7113333333333334,0.7233333333333334,0.64,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.87,29,10,0.6466666666666666,0.456,0.5826666666666667,0.73,0.6166666666666667,0.6046666666666667,0.688,0.712,0.6773333333333333,0.5286666666666666,0.708,0.6826666666666666,0.65,0.7006666666666667,0.7553333333333333,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8746666666666667,30,10,0.714,0.6126666666666667,0.734,0.742,0.6713333333333333,0.528,0.7206666666666667,0.68,0.538,0.66,0.736,0.728,0.6813333333333333,0.6613333333333333,0.7313333333333333,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8606666666666667,31,10,0.6793333333333333,0.588,0.648,0.6146666666666667,0.7,0.7233333333333334,0.714,0.65,0.752,0.7006666666666667,0.7173333333333334,0.6186666666666667,0.616,0.4886666666666667,0.524,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8693333333333333,32,10,0.6353333333333333,0.716,0.7033333333333334,0.6253333333333333,0.6166666666666667,0.4613333333333333,0.71,0.68,0.7013333333333334,0.646,0.7266666666666667,0.608,0.6273333333333333,0.714,0.6826666666666666,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8693333333333333,33,10,0.7313333333333333,0.74,0.6926666666666667,0.6833333333333333,0.708,0.7393333333333333,0.738,0.6906666666666667,0.536,0.6893333333333334,0.7233333333333334,0.5526666666666666,0.7013333333333334,0.5766666666666667,0.7406666666666667,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8666666666666667,34,10,0.6926666666666667,0.6626666666666666,0.7306666666666667,0.7233333333333334,0.72,0.68,0.448,0.6673333333333333,0.764,0.5726666666666667,0.702,0.73,0.618,0.7186666666666667,0.7493333333333333,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8726666666666667,35,10,0.7573333333333333,0.4593333333333333,0.6846666666666666,0.7186666666666667,0.6613333333333333,0.7273333333333334,0.528,0.7086666666666667,0.71,0.6846666666666666,0.7406666666666667,0.708,0.702,0.7313333333333333,0.726,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8646666666666667,36,10,0.7013333333333334,0.6853333333333333,0.6486666666666666,0.6273333333333333,0.7293333333333333,0.4686666666666667,0.726,0.5973333333333334,0.7493333333333333,0.732,0.5773333333333334,0.7453333333333333,0.5353333333333333,0.558,0.7253333333333334,15
111111111111111,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.8773333333333333,37,10,0.7373333333333333,0.6866666666666666,0.7133333333333334,0.738,0.7286666666666667,0.6686666666666666,0.726,0.7106666666666667,0.7146666666666667,0.6793333333333333,0.7313333333333333,0.6966666666666667,0.676,0.7193333333333334,0.7393333333333333,15
