Trial,Combination,Clients,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value,Global Accuracy,Subsample Ratio,Max Depth
1,0000000001,1,0.4510513093713649,0.06033699289614272,,,,,,,,,,,,,,,,,,,0.4526250965288707,0.5,10
1,0000100000,6,,,,,,,,,,,0.44539154064965153,0.05667241181683735,,,,,,,,,0.4442087565126441,0.5,10
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4510513093713649,0.06033699289614272,0.5147750266370807,0.07596875439739291,0.541949736561715,0.08281278452005854,0.5637774801810344,0.09753519545159302,0.5370915240320231,0.0924485755475597,0.44539154064965153,0.05667241181683735,0.6411276527111172,0.12851442904017316,0.5980586700032258,0.11879637007154192,0.7174025669348296,0.15664790756318966,0.6525840412117183,0.13026657869551062,0.832494306018514,0.5,10
2,0000000010,2,,,0.41130585233770933,0.055936012299559544,,,,,,,,,,,,,,,,,0.4298687207358677,0.5,10
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.46233174651274184,0.05700785695335436,0.41130585233770933,0.055936012299559544,0.5829464032609651,0.10069964547402184,0.46240994711684147,0.06115474254251316,0.6188111553161748,0.12884773655770151,0.44628107252128524,0.06858978196917831,0.6344806013626455,0.12502182487042837,0.6349009296096813,0.1319200539616257,0.7242255696425255,0.1581960536166757,0.6200330397552322,0.11262629175494114,0.8474306214015503,0.5,10
3,0000000001,1,0.47800119255921253,0.05204432277466374,,,,,,,,,,,,,,,,,,,0.4750979951320124,0.5,10
3,0000000010,2,,,0.5095942366154779,0.07372513948121406,,,,,,,,,,,,,,,,,0.5091739083684421,0.5,10
3,0000000100,3,,,,,0.562936823686963,0.0876968010554594,,,,,,,,,,,,,,,0.5632300759523368,0.5,10
3,0000001000,4,,,,,,,0.5559280945445304,0.09594457837753113,,,,,,,,,,,,,0.5543738575380495,0.5,10
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.47800119255921253,0.05204432277466374,0.5095942366154779,0.07372513948121406,0.562936823686963,0.0876968010554594,0.5559280945445304,0.09594457837753113,0.62523337992786,0.11698817554237365,0.6166508636279215,0.1053193387151092,0.6379898534716181,0.11073237501708916,0.6331120907909014,0.11708567067873152,0.682564197808428,0.1354600907188261,0.6144025962600561,0.10500350763900232,0.8375871203605048,0.5,10
4,0000000010,2,,,0.3904751664206606,0.02915522425288798,,,,,,,,,,,,,,,,,0.3925963578068641,0.5,10
4,0000000100,3,,,,,0.5601118268638625,0.08168742190189913,,,,,,,,,,,,,,,0.558498939404307,0.5,10
4,0000001000,4,,,,,,,0.4977370700188659,0.0662476610868032,,,,,,,,,,,,,0.4965640609573709,0.5,10
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.5457229157095238,0.10626755969536517,0.3904751664206606,0.02915522425288798,0.5601118268638625,0.08168742190189913,0.4977370700188659,0.0662476610868032,0.6118513015513045,0.11234951233993776,0.6023206029266576,0.09947781696153962,0.6248130516808242,0.11732348746902561,0.6520073117564833,0.12660964756905,0.7239420924526642,0.1553956519103973,0.6187329547120751,0.10548601681309458,0.8422498313799474,0.5,10
