Combination,index,Clients,Global Accuracy,Trial,Max Iter or Depth,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,n_clients
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,1,10,0.9163952225841476,0.9011943539630836,0.9022801302931596,0.8794788273615635,0.9131378935939196,0.9033659066232356,0.8946796959826275,0.8675352877307275,0.8707926167209555,0.9077090119435396,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,2,10,0.9001085776330076,0.9207383279044516,0.8773072747014115,0.8653637350705755,0.8859934853420195,0.9033659066232356,0.8512486427795874,0.8979370249728555,0.9022801302931596,0.9077090119435396,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9305103148751357,4,10,0.8968512486427795,0.9120521172638436,0.9044516829533116,0.9163952225841476,0.8914223669923995,0.9033659066232356,0.8979370249728555,0.9131378935939196,0.8881650380021715,0.8751357220412594,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,5,10,0.8870792616720955,0.9120521172638436,0.8990228013029316,0.9131378935939196,0.8935939196525515,0.8968512486427795,0.8838219326818675,0.9174809989142236,0.8870792616720955,0.9011943539630836,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9283387622149837,6,10,0.8957654723127035,0.9087947882736156,0.9022801302931596,0.8816503800217155,0.9001085776330076,0.8870792616720955,0.9001085776330076,0.8925081433224755,0.9022801302931596,0.8925081433224755,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9315960912052117,8,10,0.9153094462540716,0.9066232356134636,0.8925081433224755,0.9087947882736156,0.9098805646036916,0.8946796959826275,0.8870792616720955,0.8697068403908795,0.8805646036916395,0.9022801302931596,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,9,10,0.8935939196525515,0.9022801302931596,0.9022801302931596,0.9229098805646037,0.8805646036916395,0.8577633007600435,0.8707926167209555,0.8686210640608035,0.9066232356134636,0.8979370249728555,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9218241042345277,10,10,0.8881650380021715,0.9044516829533116,0.8957654723127035,0.8957654723127035,0.8935939196525515,0.8773072747014115,0.9044516829533116,0.9077090119435396,0.8838219326818675,0.9001085776330076,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9315960912052117,11,10,0.8762214983713354,0.9055374592833876,0.9055374592833876,0.9055374592833876,0.8946796959826275,0.8849077090119435,0.9011943539630836,0.9077090119435396,0.9131378935939196,0.9011943539630836,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,12,10,0.9033659066232356,0.8903365906623235,0.8707926167209555,0.8827361563517915,0.9109663409337676,0.9066232356134636,0.9001085776330076,0.9239956568946797,0.8968512486427795,0.8664495114006515,10
