Combination,index,Clients,Global Accuracy,Trial,Max Iter or Depth,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Client 11 Accuracy,Client 12 Accuracy,Client 13 Accuracy,Client 14 Accuracy,Client 15 Accuracy,n_clients
111111111111111,7,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.9218241042345277,1,10,0.9066232356134636,0.8849077090119435,0.8859934853420195,0.8946796959826275,0.8664495114006515,0.8957654723127035,0.8881650380021715,0.8555917480998915,0.8740499457111836,0.8751357220412594,0.9109663409337676,0.8729641693811075,0.8718783930510315,0.8914223669923995,0.8740499457111836,15
111111111111111,7,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.9229098805646037,2,10,0.8534201954397395,0.8881650380021715,0.8838219326818675,0.9131378935939196,0.8827361563517915,0.8935939196525515,0.8925081433224755,0.8707926167209555,0.8707926167209555,0.8859934853420195,0.8914223669923995,0.9044516829533116,0.8849077090119435,0.8783930510314875,0.8610206297502715,15
111111111111111,7,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.9250814332247557,3,10,0.9033659066232356,0.9142236699239956,0.8990228013029316,0.8729641693811075,0.8642779587404995,0.9055374592833876,0.8762214983713354,0.8957654723127035,0.9001085776330076,0.8740499457111836,0.8762214983713354,0.8783930510314875,0.8740499457111836,0.8935939196525515,0.8881650380021715,15
111111111111111,7,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.9305103148751357,4,10,0.8935939196525515,0.8794788273615635,0.9055374592833876,0.8881650380021715,0.8610206297502715,0.8859934853420195,0.8794788273615635,0.8925081433224755,0.8881650380021715,0.8762214983713354,0.8664495114006515,0.8664495114006515,0.9153094462540716,0.8870792616720955,0.8707926167209555,15
111111111111111,7,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.9218241042345277,5,10,0.8729641693811075,0.8892508143322475,0.8892508143322475,0.8827361563517915,0.8827361563517915,0.9120521172638436,0.8675352877307275,0.8458197611292074,0.8794788273615635,0.8653637350705755,0.8816503800217155,0.9066232356134636,0.8979370249728555,0.8892508143322475,0.8979370249728555,15
111111111111111,7,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.9283387622149837,6,10,0.8838219326818675,0.8935939196525515,0.9066232356134636,0.8675352877307275,0.8990228013029316,0.9142236699239956,0.8925081433224755,0.8870792616720955,0.9131378935939196,0.8892508143322475,0.8892508143322475,0.8783930510314875,0.8740499457111836,0.8762214983713354,0.8827361563517915,15
111111111111111,7,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.9283387622149837,7,10,0.9066232356134636,0.8881650380021715,0.9022801302931596,0.8751357220412594,0.8425624321389794,0.8501628664495114,0.8849077090119435,0.8892508143322475,0.8881650380021715,0.9022801302931596,0.8946796959826275,0.9077090119435396,0.8805646036916395,0.8849077090119435,0.8903365906623235,15
111111111111111,7,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.9250814332247557,8,10,0.8664495114006515,0.8827361563517915,0.8675352877307275,0.9022801302931596,0.8925081433224755,0.8935939196525515,0.9033659066232356,0.9011943539630836,0.8816503800217155,0.8697068403908795,0.9109663409337676,0.8957654723127035,0.8935939196525515,0.8805646036916395,0.8946796959826275,15
111111111111111,7,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.9283387622149837,9,10,0.9033659066232356,0.8631921824104235,0.8762214983713354,0.8957654723127035,0.9011943539630836,0.8773072747014115,0.8729641693811075,0.8740499457111836,0.8827361563517915,0.8881650380021715,0.9055374592833876,0.8914223669923995,0.8957654723127035,0.8827361563517915,0.9033659066232356,15
111111111111111,7,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.9250814332247557,10,10,0.8903365906623235,0.8805646036916395,0.8859934853420195,0.9098805646036916,0.8794788273615635,0.9109663409337676,0.9001085776330076,0.8935939196525515,0.8642779587404995,0.9098805646036916,0.8859934853420195,0.8751357220412594,0.8653637350705755,0.8697068403908795,0.8903365906623235,15
