Trial,Combination,Clients,Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Noise Std,Corrupted Clients,Num Samples,Max depth
1,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7378324747558674,0.4012277494843648,0.261815622525684,0.5057330817880568,0.4860069794039159,0.3961544852933989,0.3655584989394043,0.5841878378510474,0.6483221082882865,0.4270925992903295,0.5011583464482263,1,6,350,10
2,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.682007018504218,0.2968006177847724,0.23904947165716856,0.4942571431364307,0.4719015454394385,0.4567013030175658,0.3574745114906013,0.6136499154455968,0.46200916902083067,0.436593972688439,0.3743365167495919,1,6,350,10
3,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7475195745887137,0.3485009921701645,0.41090507424169853,0.41258638722984137,0.39721019344874436,0.4772289615937283,0.2792934575419595,0.6559857674900539,0.4939834410220819,0.5465342469770579,0.557433456173449,1,6,350,10
4,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7425440611528724,0.39355431520708495,0.3387845671107809,0.4256165628879483,0.5033772885895543,0.3689602252177398,0.3564188033352558,0.6161327846257613,0.6051847000518079,0.4844625174729475,0.5591147691615918,1,6,350,10
5,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7609016529652691,0.3697715564852738,0.5998866091240554,0.4076695242470748,0.304405626533465,0.5282450806932484,0.5130839385734255,0.6458099138815847,0.5762798017614686,0.5470327758281933,0.4136225452341619,1,6,350,10
6,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7711752573288628,0.3486573933783638,0.4323027145384698,0.47155941779650246,0.3406711566846854,0.5583425381961076,0.5015688996197496,0.6705017546260544,0.6282929785632594,0.5149314278452801,0.5688996197495626,1,6,350,10
7,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7504716473934762,0.3867215374238766,0.3348745369057976,0.4476886833950792,0.2818936276282734,0.5119695799650053,0.5884302206234543,0.5773257348413017,0.6028093567022805,0.5498284474247563,0.4725173751967234,1,6,350,10
8,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7331893138874498,0.34631137525537387,0.3250017106382147,0.26631215726141483,0.42245921349742427,0.30152197925728974,0.4920382009951027,0.658058083498695,0.5378930802240447,0.6068366878134134,0.5265344424785682,1,6,350,10
9,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.723639065111778,0.4741986881848662,0.3023333105248238,0.3260280935670228,0.40137437561705164,0.4953421765183136,0.4710120135678048,0.5765926041778673,0.5790070478294445,0.5074828203047869,0.4066626914692916,1,6,350,10
10,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6890548479487004,0.4582066646464844,0.3071719729034907,0.3056177358970098,0.4077672750021994,0.48331883363798983,0.4721165971007126,0.5793100751703307,0.38466877156626034,0.32123830656591823,0.5427415176782241,1,6,350,10
