Trial,Combination,Clients,Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Noise Std,Corrupted Clients,Num Samples,Max depth
1,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7301199401765379,0.331150233135551,0.35594959971065776,0.5755466710980343,0.5194181875054985,0.5799650052296654,0.39457092306038066,0.4800441833413163,0.4583239655526339,0.5322919619554061,0.5011583464482263,0.7,9,350,10
2,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6902083068591705,0.408910958837157,0.3368393270838017,0.5068474403964771,0.27893177974799854,0.49838222500268814,0.4884702984330554,0.47635897987311954,0.41553846003460376,0.36735711283369665,0.3743365167495919,0.7,9,350,10
3,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.717304816179705,0.40887185853510716,0.3662916296028387,0.3796541578283692,0.5423211894311883,0.48465801898319666,0.35970322870744176,0.5810207133850109,0.4894478059843012,0.38490337337855934,0.557433456173449,0.7,9,350,10
4,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7377347240007429,0.30980146821634197,0.5184797802563025,0.5961818555048338,0.38584178062775537,0.5304933480611138,0.6191239577325734,0.4462419722192354,0.44563591753746296,0.4847850949648586,0.5591147691615918,0.7,9,350,10
5,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6860930000684256,0.3232226468949473,0.35048533249919356,0.5429858945660355,0.37120849258560523,0.41896951153947665,0.4691645242959502,0.40060214465156746,0.4852347484384317,0.4387249391501549,0.4136225452341619,0.7,9,350,10
6,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.715085874038377,0.4190965875211386,0.2742201933509936,0.6087232773873178,0.4702593327533455,0.5168864429477718,0.4603474061837128,0.46978035405323504,0.3405831810050733,0.46483416584393117,0.5688996197495626,0.7,9,350,10
7,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7403446691625692,0.3546983900450631,0.4685682446896902,0.3531246028875573,0.5905807372361952,0.46788398940381815,0.570209479868232,0.6425450386604237,0.45070918172842883,0.45647647628077925,0.4725173751967234,0.7,9,350,10
8,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6812934379918085,0.5498870978778311,0.32212783843755194,0.502878759738419,0.2600365587824166,0.543591949247808,0.5016177749973119,0.393085111582487,0.452439370094134,0.25951847978025633,0.5265344424785682,0.7,9,350,10
9,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6941672124417161,0.5222529594041114,0.5209039989833921,0.34755280984545606,0.5035532399487787,0.4805622623434766,0.4030361384541696,0.5210897254181288,0.48017125932297827,0.4345314317553103,0.4066626914692916,0.7,9,350,10
10,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7128669318970489,0.3656073743169666,0.4106020469008123,0.46738546055268276,0.3899961877205501,0.458539017213908,0.4312958817606866,0.5950674968964135,0.48843119813100555,0.5033870636650668,0.5427415176782241,0.7,9,350,10
11,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7422508088874986,0.32969374688419467,0.39428744587051934,0.5342469770578978,0.45694567990537727,0.5153908563943657,0.5844028895123214,0.5162803882659993,0.5242764000351903,0.4531725007575684,0.5006011671440161,0.7,9,350,10
12,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7348119764225178,0.5353124602887557,0.4851858730608694,0.3417170897645184,0.3855192031358442,0.4093997126127799,0.569271072619036,0.5214514032120898,0.5526729943988817,0.46708243321179654,0.4816179704988221,0.7,9,350,10
13,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7254865543836326,0.37000615829757283,0.31297836775789095,0.4110908006764352,0.578997272753932,0.5868173331638987,0.39963441217583406,0.45344620287191717,0.48505879707920746,0.47482429301766355,0.43728800304982357,0.7,9,350,10
14,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6794361736444414,0.390973695271796,0.42114935337875486,0.4976881946413036,0.37069041358344496,0.2941222470943588,0.5132403397816249,0.35221552086489866,0.49707236488401874,0.412664587833941,0.3911985220085825,0.7,9,350,10
15,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.731019247123684,0.4121758340583181,0.19673316976373642,0.4809825905905123,0.4875318911838594,0.35318325334063205,0.5430543200946227,0.5993489799708702,0.5675702094798682,0.5259479379478207,0.526573542780618,0.7,9,350,10
16,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7429643893999082,0.501236547052326,0.6260544862709064,0.5484599368530122,0.5910988162383555,0.49847020068230025,0.3112481793921858,0.5430836453211602,0.4185980586700032,0.3935836404336224,0.4811292167231992,0.7,9,350,10
17,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7112833696640306,0.4170633718145473,0.4807968641557756,0.4102892444844136,0.557540982004086,0.48630023166928965,0.43389605184700053,0.49141259616230537,0.5237680961085425,0.49013206127017334,0.4972580913187554,0.7,9,350,10
18,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7486730334991838,0.5431716210007722,0.4702104573757832,0.5002297142745428,0.4334268482224025,0.39413104466232,0.5775701117291131,0.5846863667021828,0.5617051641723932,0.43502996060644566,0.41750325021260787,0.7,9,350,10
19,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7271092169187007,0.34138473719709483,0.4035346673053049,0.48199919844380795,0.5393788917019384,0.4174739249860705,0.32929296878818387,0.5224191356878232,0.5850578195716561,0.4712661655311287,0.4428109207143625,0.7,9,350,10
20,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7252519525713336,0.33413163116685074,0.5310896276673738,0.42433602799581627,0.5308354757040498,0.505693981486007,0.5254494090966852,0.6129949853862621,0.351198913011603,0.4804254112863022,0.3140927263663112,0.7,9,350,10
21,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7035219597071387,0.4518528655633865,0.331023157153889,0.3674353134377963,0.5072970938700502,0.4556260447111954,0.501363623033988,0.44015210017497386,0.5129568625917635,0.4354698390045063,0.3690091005953021,0.7,9,350,10
