Trial,Combination,Clients,Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Noise Std,Corrupted Clients,Num Samples,Max depth
1,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5781370661088356,0.318012531646807,0.32423925474824294,0.3077389272832133,0.3998396887615957,0.24645897889561197,0.45273262235950773,0.30475752925191346,0.35652632916589283,0.4270925992903295,0.5011583464482263,2,8,350,10
2,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6442947771771537,0.37155062022854124,0.2677295432107213,0.38905778047135414,0.46298667657207654,0.35894077281747,0.530903901232637,0.5085874038376946,0.23567707060537044,0.436593972688439,0.3743365167495919,2,8,350,10
3,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6599446730725995,0.37035806101602137,0.31283174162520405,0.31728917605888507,0.3622740735672183,0.2759406066411863,0.337484482067624,0.4709240378881927,0.4464961241825593,0.5465342469770579,0.557433456173449,2,8,350,10
4,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6488890626680092,0.3423035942952659,0.326800324532507,0.4545019110272627,0.33319322391765477,0.4423026167877147,0.32945914507189566,0.40953656366995433,0.4027233360377709,0.4844625174729475,0.5591147691615918,2,8,350,10
5,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6083811497443817,0.32275344327034927,0.2748653483348159,0.2461461764792133,0.3252656376770511,0.49340671156684685,0.3234767988582712,0.46680873109744775,0.26708438822689906,0.5470327758281933,0.4136225452341619,2,8,350,10
6,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6343926256830335,0.3275432302714538,0.2895475117545283,0.21134690765486164,0.4894282558332763,0.3900743883246498,0.27825729953763895,0.3241512790686308,0.4270534989882797,0.5149314278452801,0.5688996197495626,2,8,350,10
7,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6218414287250369,0.4373271033518734,0.23407395822132726,0.3952160780442029,0.4156557609407533,0.3935054398295227,0.3304659778496789,0.4354796140800188,0.4324688908221816,0.5498284474247563,0.4725173751967234,2,8,350,10
8,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6263281883852553,0.3754019999804499,0.26317435802191574,0.3284229870675751,0.2961554628009501,0.27256820558938816,0.3768682613073186,0.3617657696405705,0.41669191894507385,0.6068366878134134,0.5265344424785682,2,8,350,10
9,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5999257094261053,0.3677383407786825,0.2957546847049393,0.2777294454599662,0.31421980234797314,0.264396242460973,0.400357767763756,0.4388911154338667,0.3702505351853843,0.5074828203047869,0.4066626914692916,2,8,350,10
11,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5515195354884116,0.3127046656435421,0.4943548938915553,0.23254904644138377,0.2761067829248981,0.3006910978387308,0.34494286468362967,0.32391667725633183,0.31445440416027215,0.5312949042531353,0.5006011671440161,2,8,350,10
12,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5916266703160282,0.31806140702436925,0.2806033176606289,0.340407229645849,0.3595761527257798,0.29161982776316947,0.28845270329713296,0.4918231493338286,0.22782768496886638,0.5723111211034105,0.4816179704988221,2,8,350,10
13,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.667080478196694,0.26839424834556846,0.2904565937771869,0.4109539496192608,0.33891164309244287,0.5175218228560816,0.2904174934751371,0.5154006314698781,0.4084026549105092,0.544403280515342,0.43728800304982357,2,8,350,10
14,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6750471647393476,0.353544931134593,0.3644148151044467,0.4762905543445323,0.46216557022903004,0.38776747050370963,0.25144426740696574,0.47284972776414697,0.48320153273184036,0.5362019921603894,0.3911985220085825,2,8,350,10
15,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6487228863842973,0.3243174553523426,0.34513836619387883,0.3160379663932904,0.2911017487610092,0.46835319302841616,0.48958465704147563,0.3165267201689133,0.4182266058005298,0.41074867303349916,0.526573542780618,2,8,350,10
16,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5737676073547668,0.3002316692896453,0.3983929775857519,0.5373652261463719,0.25519789640374974,0.3899570874185003,0.30851115824869746,0.35496231708389947,0.3088826111181709,0.3971417679201572,0.4811292167231992,2,8,350,10
17,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6921633219616622,0.5094182852562537,0.41161865475410797,0.329977224074056,0.44022052570356107,0.44155971104876784,0.41066069735388705,0.4790178004125082,0.3127144407190546,0.499232656572272,0.4972580913187554,2,8,350,10
18,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6388989354942767,0.3231542213663601,0.3931046617335119,0.44423808173918145,0.2976901496564061,0.34255774625858987,0.3864771605360651,0.4380309087887704,0.4781673688429243,0.4715887430230399,0.41750325021260787,2,8,350,10
19,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5593298208228659,0.29366281854527326,0.3096939423857049,0.3707392889610072,0.24171806727206968,0.42448265412850317,0.31252871428431783,0.36890157476466506,0.19468040390612018,0.5171699201376331,0.4428109207143625,2,8,350,10
20,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6206097692104672,0.4375128297866101,0.3418441657461804,0.372547677930812,0.33122843373965066,0.3876403945220477,0.5599554256556631,0.4291355900724333,0.2594989296292314,0.5003372401051798,0.3140927263663112,2,8,350,10
21,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6706777059852788,0.36866697295236606,0.3928896100722378,0.47659358168541854,0.4455870421599007,0.4004457434433681,0.3872396164260369,0.3072403984320779,0.3598596299156411,0.5662798995122237,0.3690091005953021,2,8,350,10
