Trial,Combination,Clients,Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Noise Std,Corrupted Clients,Num Samples,Max depth
1,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7026715281375548,0.269322880519252,0.3526553992629593,0.3617071191874957,0.3336526524667403,0.48721908876746073,0.2776707950068914,0.5841878378510474,0.6483221082882865,0.4270925992903295,0.5011583464482263,2,6,350,10
2,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7009217896208249,0.3572105844517649,0.4038963450992659,0.4697021534491354,0.45761038504022444,0.26816942160878193,0.2871037428764137,0.6136499154455968,0.46200916902083067,0.436593972688439,0.3743365167495919,2,6,350,10
3,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7074710902141719,0.2814830744567502,0.34403378266097107,0.3248746346565527,0.42598801575742173,0.3095375411775056,0.40364219313594196,0.6559857674900539,0.4939834410220819,0.5465342469770579,0.557433456173449,2,6,350,10
4,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6718018396692115,0.3652359214474932,0.37209802445723894,0.3354610414365451,0.33551969188961983,0.3607491617872748,0.3661254533191269,0.6161327846257613,0.6051847000518079,0.4844625174729475,0.5591147691615918,2,6,350,10
5,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7115277465518421,0.3268785251366067,0.3960371843872494,0.46940890118376166,0.3808369419653767,0.3652847968250555,0.3359986705897303,0.6458099138815847,0.5762798017614686,0.5470327758281933,0.4136225452341619,2,6,350,10
6,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7253203780999208,0.34195169157681743,0.3143371032541226,0.42427737754274153,0.3481784146782534,0.27388784078357004,0.2951584050986794,0.6705017546260544,0.6282929785632594,0.5149314278452801,0.5688996197495626,2,6,350,10
7,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6977937654568381,0.41441432635067105,0.23853139265500825,0.3301434003577678,0.4136127701586495,0.4088229831575449,0.30459135296820167,0.5773257348413017,0.6028093567022805,0.5498284474247563,0.4725173751967234,2,6,350,10
8,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7249880255324972,0.5009530698624647,0.3005737969325813,0.38482517277445966,0.29104309830793446,0.47301590404785876,0.3448451139285051,0.658058083498695,0.5378930802240447,0.6068366878134134,0.5265344424785682,2,6,350,10
9,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7152031749445265,0.403749718966579,0.4375812553151973,0.31983069569212424,0.5208551236058299,0.4764860558547815,0.28550063049237057,0.5765926041778673,0.5790070478294445,0.5074828203047869,0.4066626914692916,2,6,350,10
10,1111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6542653541998612,0.275549603620688,0.2855886061719827,0.3890284552448168,0.2811018465117643,0.46559662173390287,0.4177574021759318,0.5793100751703307,0.38466877156626034,0.32123830656591823,0.5427415176782241,2,6,350,10
