Combination,Clients,Global Accuracy,Client 1 Accuracy,Client 2 Accuracy (corrupted client),Client 3 Accuracy (corrupted client),Client 4 Accuracy (corrupted client),Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy (corrupted client),Client 8 Accuracy,Client 9 Accuracy (corrupted client),Client 10 Accuracy (corrupted client)
0000000001,[1],0.9033659066232356,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000000010,[2],0.749185667752443,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000000011,"[1, 2]",0.8903365906623235,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000000100,[3],0.7687296416938111,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000000101,"[1, 3]",0.8946796959826275,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000000110,"[2, 3]",0.7785016286644951,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000000111,"[1, 2, 3]",0.8827361563517915,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000001000,[4],0.7166123778501629,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000001001,"[1, 4]",0.8968512486427795,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000001010,"[2, 4]",0.758957654723127,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000001011,"[1, 2, 4]",0.8957654723127035,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000001100,"[3, 4]",0.7741585233441911,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000001101,"[1, 3, 4]",0.8870792616720955,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000001110,"[2, 3, 4]",0.7904451682953312,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000001111,"[1, 2, 3, 4]",0.8794788273615635,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000010000,[5],0.9098805646036916,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000010001,"[1, 5]",0.9098805646036916,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000010010,"[2, 5]",0.8849077090119435,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000010011,"[1, 2, 5]",0.9011943539630836,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000010100,"[3, 5]",0.8925081433224755,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000010101,"[1, 3, 5]",0.8979370249728555,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000010110,"[2, 3, 5]",0.8751357220412594,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000010111,"[1, 2, 3, 5]",0.8935939196525515,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000011000,"[4, 5]",0.8957654723127035,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000011001,"[1, 4, 5]",0.9066232356134636,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000011010,"[2, 4, 5]",0.8914223669923995,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000011011,"[1, 2, 4, 5]",0.9022801302931596,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000011100,"[3, 4, 5]",0.8783930510314875,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000011101,"[1, 3, 4, 5]",0.8990228013029316,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000011110,"[2, 3, 4, 5]",0.8740499457111836,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000011111,"[1, 2, 3, 4, 5]",0.8935939196525515,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000100000,[6],0.9163952225841476,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000100001,"[1, 6]",0.9250814332247557,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000100010,"[2, 6]",0.9120521172638436,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000100011,"[1, 2, 6]",0.9098805646036916,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000100100,"[3, 6]",0.9055374592833876,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000100101,"[1, 3, 6]",0.9207383279044516,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000100110,"[2, 3, 6]",0.9022801302931596,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000100111,"[1, 2, 3, 6]",0.9109663409337676,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000101000,"[4, 6]",0.9207383279044516,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000101001,"[1, 4, 6]",0.9261672095548317,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000101010,"[2, 4, 6]",0.9066232356134636,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000101011,"[1, 2, 4, 6]",0.9120521172638436,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000101100,"[3, 4, 6]",0.9055374592833876,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000101101,"[1, 3, 4, 6]",0.9174809989142236,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000101110,"[2, 3, 4, 6]",0.8990228013029316,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000101111,"[1, 2, 3, 4, 6]",0.9120521172638436,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000110000,"[5, 6]",0.9229098805646037,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000110001,"[1, 5, 6]",0.9250814332247557,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000110010,"[2, 5, 6]",0.9163952225841476,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000110011,"[1, 2, 5, 6]",0.9185667752442996,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000110100,"[3, 5, 6]",0.9185667752442996,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000110101,"[1, 3, 5, 6]",0.9207383279044516,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000110110,"[2, 3, 5, 6]",0.9098805646036916,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000110111,"[1, 2, 3, 5, 6]",0.9055374592833876,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000111000,"[4, 5, 6]",0.9239956568946797,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000111001,"[1, 4, 5, 6]",0.9272529858849077,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000111010,"[2, 4, 5, 6]",0.9163952225841476,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000111011,"[1, 2, 4, 5, 6]",0.9120521172638436,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000111100,"[3, 4, 5, 6]",0.9163952225841476,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000111101,"[1, 3, 4, 5, 6]",0.9185667752442996,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000111110,"[2, 3, 4, 5, 6]",0.9087947882736156,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0000111111,"[1, 2, 3, 4, 5, 6]",0.9066232356134636,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0001000000,[7],0.6959826275787188,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0001000001,"[1, 7]",0.8925081433224755,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0001000010,"[2, 7]",0.7263843648208469,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0001000011,"[1, 2, 7]",0.8859934853420195,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
0001000100,"[3, 7]",0.7763300760043431,0.9033659066232356,0.749185667752443,0.7687296416938111,0.7166123778501629,0.9098805646036916,0.9163952225841476,0.6959826275787188,0.9087947882736156,0.5884907709011944,0.8034744842562432
