Number of Bad Clients,0.1,0.3,0.5,0.7,1.0,2.0,3.0,4.0,5.0
0,100,100,100,100,100,100,100,100,100
1,100,100,100,100,100,99,100,99,98
2,100,100,100,100,100,99,97,98,97
3,99,99,100,99,97,96,94,93,94
4,99,99,99,97,99,95,93,91,86
5,100,99,98,99,95,92,91,80,83
6,100,99,98,97,97,94,77,81,57
7,100,100,100,100,100,99,96,91,85
8,100,100,99,100,100,100,99,84,70
9,100,100,100,99,100,100,99,93,86
10,100,100,99,99,99,99,98,97,96
