index,Trial,Max Iter or Depth,Combination,Clients,Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Client 11 Accuracy,Client 12 Accuracy,Client 13 Accuracy,Client 14 Accuracy,Client 15 Accuracy,Client 16 Accuracy,Client 17 Accuracy,Client 18 Accuracy,Client 19 Accuracy,Client 20 Accuracy,Client 21 Accuracy,Client 22 Accuracy,Client 23 Accuracy,Client 24 Accuracy,Client 25 Accuracy,Client 26 Accuracy,Client 27 Accuracy,Client 28 Accuracy,Client 29 Accuracy,Client 30 Accuracy,Client 31 Accuracy,Client 32 Accuracy,Client 33 Accuracy,Client 34 Accuracy,Client 35 Accuracy,Client 36 Accuracy,Client 37 Accuracy,Client 38 Accuracy,Client 39 Accuracy,Client 40 Accuracy,Client 41 Accuracy,Client 42 Accuracy,Client 43 Accuracy,Client 44 Accuracy,Client 45 Accuracy,n_clients
31,3,10,111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",0.7021052631578948,0.5157894736842106,0.6336842105263157,0.6063157894736843,0.32421052631578945,0.2631578947368421,0.24421052631578946,0.5126315789473684,0.29789473684210527,0.5484210526315789,0.32,0.5452631578947369,0.5621052631578948,0.49157894736842106,0.5694736842105264,0.33052631578947367,0.32842105263157895,0.3136842105263158,0.25473684210526315,0.33052631578947367,0.5452631578947369,0.5915789473684211,0.36105263157894735,0.29157894736842105,0.3157894736842105,0.3568421052631579,0.30526315789473685,0.54,0.5684210526315789,0.32210526315789473,0.26842105263157895,0.26526315789473687,0.6031578947368421,0.3294736842105263,0.27263157894736845,0.48210526315789476,0.3294736842105263,0.2463157894736842,0.3894736842105263,0.5778947368421052,0.6105263157894737,0.588421052631579,0.30736842105263157,0.5157894736842106,0.40842105263157896,0.5378947368421053,45
31,5,10,111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",0.588421052631579,0.47157894736842104,0.45789473684210524,0.3105263157894737,0.35157894736842105,0.5873684210526315,0.35157894736842105,0.5442105263157895,0.3105263157894737,0.5357894736842105,0.2968421052631579,0.2894736842105263,0.27052631578947367,0.48736842105263156,0.29578947368421055,0.3431578947368421,0.5378947368421053,0.2968421052631579,0.3863157894736842,0.32105263157894737,0.29789473684210527,0.3336842105263158,0.29473684210526313,0.3021052631578947,0.48947368421052634,0.5610526315789474,0.5052631578947369,0.34210526315789475,0.39263157894736844,0.4231578947368421,0.4978947368421053,0.3042105263157895,0.391578947368421,0.5031578947368421,0.5463157894736842,0.3021052631578947,0.5694736842105264,0.5568421052631579,0.2326315789473684,0.5442105263157895,0.30526315789473685,0.29894736842105263,0.2810526315789474,0.5189473684210526,0.28210526315789475,0.3357894736842105,45
31,6,10,111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",0.7557894736842106,0.6231578947368421,0.47157894736842104,0.3494736842105263,0.5684210526315789,0.5073684210526316,0.26210526315789473,0.5263157894736842,0.56,0.5810526315789474,0.58,0.3631578947368421,0.27578947368421053,0.5778947368421052,0.5273684210526316,0.5631578947368421,0.36947368421052634,0.5378947368421053,0.4968421052631579,0.39052631578947367,0.5357894736842105,0.42105263157894735,0.4694736842105263,0.6147368421052631,0.4052631578947368,0.27052631578947367,0.24947368421052632,0.28210526315789475,0.30736842105263157,0.2873684210526316,0.4168421052631579,0.608421052631579,0.4789473684210526,0.3031578947368421,0.52,0.6,0.39263157894736844,0.3473684210526316,0.41578947368421054,0.6305263157894737,0.5610526315789474,0.27578947368421053,0.31684210526315787,0.27578947368421053,0.42947368421052634,0.3726315789473684,45
31,7,10,111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",0.6421052631578947,0.5705263157894737,0.32526315789473687,0.3726315789473684,0.631578947368421,0.5505263157894736,0.2326315789473684,0.2894736842105263,0.5178947368421053,0.5336842105263158,0.3463157894736842,0.4368421052631579,0.6252631578947369,0.3989473684210526,0.3936842105263158,0.3663157894736842,0.4010526315789474,0.26631578947368423,0.2873684210526316,0.36,0.3778947368421053,0.33157894736842103,0.5378947368421053,0.32210526315789473,0.30842105263157893,0.3021052631578947,0.6347368421052632,0.41789473684210526,0.5336842105263158,0.4768421052631579,0.2557894736842105,0.6094736842105263,0.3505263157894737,0.3105263157894737,0.19894736842105262,0.5094736842105263,0.3105263157894737,0.29368421052631577,0.30105263157894735,0.5,0.5231578947368422,0.5694736842105264,0.37473684210526315,0.5673684210526316,0.3505263157894737,0.4557894736842105,45
31,8,10,111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",0.76,0.3094736842105263,0.2789473684210526,0.26631578947368423,0.3505263157894737,0.58,0.2557894736842105,0.2578947368421053,0.5273684210526316,0.5421052631578948,0.5526315789473685,0.4694736842105263,0.49894736842105264,0.5957894736842105,0.36526315789473685,0.25473684210526315,0.30842105263157893,0.6031578947368421,0.5052631578947369,0.35157894736842105,0.4242105263157895,0.4863157894736842,0.6452631578947369,0.24842105263157896,0.2736842105263158,0.5515789473684211,0.4589473684210526,0.48105263157894734,0.611578947368421,0.5326315789473685,0.5326315789473685,0.40421052631578946,0.5326315789473685,0.5463157894736842,0.26421052631578945,0.45263157894736844,0.37157894736842106,0.5210526315789473,0.5936842105263158,0.531578947368421,0.30105263157894735,0.43894736842105264,0.6357894736842106,0.29789473684210527,0.4768421052631579,0.6189473684210526,45
31,9,10,111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",0.7305263157894737,0.48526315789473684,0.44105263157894736,0.6252631578947369,0.5684210526315789,0.38105263157894737,0.37157894736842106,0.4957894736842105,0.30105263157894735,0.5294736842105263,0.5263157894736842,0.27052631578947367,0.39263157894736844,0.5715789473684211,0.3042105263157895,0.24526315789473685,0.5568421052631579,0.5452631578947369,0.37157894736842106,0.4631578947368421,0.34,0.5073684210526316,0.32526315789473687,0.2905263157894737,0.6052631578947368,0.48210526315789476,0.33157894736842103,0.5410526315789473,0.40210526315789474,0.29789473684210527,0.33789473684210525,0.4747368421052632,0.5252631578947369,0.46842105263157896,0.33263157894736844,0.531578947368421,0.5452631578947369,0.5736842105263158,0.5421052631578948,0.2631578947368421,0.4568421052631579,0.5189473684210526,0.3547368421052632,0.25157894736842107,0.6852631578947368,0.6252631578947369,45
31,10,10,111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",0.7315789473684211,0.5494736842105263,0.25263157894736843,0.5568421052631579,0.3042105263157895,0.5947368421052631,0.5515789473684211,0.2768421052631579,0.4147368421052632,0.6326315789473684,0.4831578947368421,0.628421052631579,0.25684210526315787,0.44105263157894736,0.3968421052631579,0.5263157894736842,0.5473684210526316,0.44105263157894736,0.4305263157894737,0.6147368421052631,0.3031578947368421,0.3968421052631579,0.3368421052631579,0.3505263157894737,0.5210526315789473,0.2810526315789474,0.5252631578947369,0.4978947368421053,0.6536842105263158,0.4052631578947368,0.54,0.27052631578947367,0.5073684210526316,0.48105263157894734,0.33473684210526317,0.30105263157894735,0.5578947368421052,0.33157894736842103,0.5673684210526316,0.42105263157894735,0.26210526315789473,0.32105263157894737,0.3873684210526316,0.5178947368421053,0.6073684210526316,0.3357894736842105,45
31,11,10,111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",0.6947368421052632,0.5442105263157895,0.30105263157894735,0.48736842105263156,0.28,0.3831578947368421,0.2673684210526316,0.24105263157894738,0.25157894736842107,0.4652631578947368,0.45263157894736844,0.5736842105263158,0.28842105263157897,0.32105263157894737,0.3126315789473684,0.4305263157894737,0.3726315789473684,0.21473684210526317,0.5273684210526316,0.3957894736842105,0.4936842105263158,0.4368421052631579,0.6063157894736843,0.62,0.5631578947368421,0.3126315789473684,0.651578947368421,0.21789473684210525,0.6157894736842106,0.5947368421052631,0.24421052631578946,0.6221052631578947,0.32421052631578945,0.5863157894736842,0.6505263157894737,0.5157894736842106,0.39473684210526316,0.33263157894736844,0.45789473684210524,0.31684210526315787,0.5989473684210527,0.2768421052631579,0.3410526315789474,0.631578947368421,0.25894736842105265,0.49157894736842106,45
31,12,10,111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",0.6884210526315789,0.6189473684210526,0.5052631578947369,0.2905263157894737,0.5221052631578947,0.33473684210526317,0.3505263157894737,0.5242105263157895,0.48736842105263156,0.5389473684210526,0.3494736842105263,0.5221052631578947,0.4842105263157895,0.3294736842105263,0.5610526315789474,0.5536842105263158,0.34842105263157896,0.4957894736842105,0.4473684210526316,0.6178947368421053,0.5263157894736842,0.32842105263157895,0.27263157894736845,0.4326315789473684,0.2789473684210526,0.24,0.4978947368421053,0.32,0.35157894736842105,0.23157894736842105,0.6052631578947368,0.5073684210526316,0.3757894736842105,0.5442105263157895,0.5894736842105263,0.2926315789473684,0.46,0.3,0.26,0.5136842105263157,0.3642105263157895,0.36,0.2578947368421053,0.46842105263157896,0.37157894736842106,0.5631578947368421,45
31,13,10,111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",0.7073684210526315,0.6063157894736843,0.5189473684210526,0.5778947368421052,0.3157894736842105,0.5294736842105263,0.2326315789473684,0.3968421052631579,0.3157894736842105,0.28842105263157897,0.5063157894736842,0.5968421052631578,0.6063157894736843,0.24526315789473685,0.49473684210526314,0.5452631578947369,0.56,0.26210526315789473,0.4831578947368421,0.3873684210526316,0.2463157894736842,0.6705263157894736,0.4063157894736842,0.4336842105263158,0.5073684210526316,0.38,0.5926315789473684,0.5094736842105263,0.4284210526315789,0.27473684210526317,0.3821052631578947,0.3031578947368421,0.5831578947368421,0.1936842105263158,0.29578947368421055,0.35578947368421054,0.5021052631578947,0.3431578947368421,0.34210526315789475,0.6473684210526316,0.4126315789473684,0.3178947368421053,0.32421052631578945,0.25684210526315787,0.37894736842105264,0.5873684210526315,45
31,14,10,111111111111111111111111111111111111111111111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",0.6884210526315789,0.29789473684210527,0.2736842105263158,0.42210526315789476,0.3336842105263158,0.3178947368421053,0.5157894736842106,0.27789473684210525,0.26631578947368423,0.4905263157894737,0.46,0.4631578947368421,0.2894736842105263,0.3263157894736842,0.5336842105263158,0.3831578947368421,0.34842105263157896,0.3526315789473684,0.5526315789473685,0.5757894736842105,0.6,0.35157894736842105,0.30105263157894735,0.4978947368421053,0.4726315789473684,0.5347368421052632,0.27263157894736845,0.4926315789473684,0.5168421052631579,0.5568421052631579,0.4378947368421053,0.3894736842105263,0.3968421052631579,0.2831578947368421,0.47789473684210526,0.33157894736842103,0.2894736842105263,0.3526315789473684,0.46421052631578946,0.3294736842105263,0.5736842105263158,0.24842105263157896,0.3231578947368421,0.31157894736842107,0.27578947368421053,0.5578947368421052,45
