Combination,index,Clients,Global Accuracy,Trial,Max Iter or Depth,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Client 11 Accuracy,Client 12 Accuracy,Client 13 Accuracy,Client 14 Accuracy,Client 15 Accuracy,Client 16 Accuracy,Client 17 Accuracy,Client 18 Accuracy,Client 19 Accuracy,Client 20 Accuracy,Client 21 Accuracy,Client 22 Accuracy,Client 23 Accuracy,Client 24 Accuracy,Client 25 Accuracy,Client 26 Accuracy,Client 27 Accuracy,Client 28 Accuracy,Client 29 Accuracy,Client 30 Accuracy,n_clients
111111111111111111111111111111,25,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",0.7747368421052632,1,10,0.3726315789473684,0.6368421052631579,0.5568421052631579,0.5463157894736842,0.46,0.5831578947368421,0.6063157894736843,0.37894736842105264,0.5789473684210527,0.5378947368421053,0.40842105263157896,0.5694736842105264,0.31157894736842107,0.6578947368421053,0.5694736842105264,0.6094736842105263,0.5947368421052631,0.5336842105263158,0.3736842105263158,0.6221052631578947,0.6263157894736842,0.48736842105263156,0.6305263157894737,0.32526315789473687,0.5621052631578948,0.6178947368421053,0.35578947368421054,0.391578947368421,0.6536842105263158,0.6231578947368421,30
111111111111111111111111111111,25,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",0.7442105263157894,2,10,0.3063157894736842,0.6473684210526316,0.36736842105263157,0.58,0.49894736842105264,0.3336842105263158,0.34,0.5463157894736842,0.6052631578947368,0.5863157894736842,0.5389473684210526,0.2894736842105263,0.4263157894736842,0.3263157894736842,0.2863157894736842,0.5578947368421052,0.5694736842105264,0.3505263157894737,0.588421052631579,0.52,0.3126315789473684,0.5473684210526316,0.3431578947368421,0.6042105263157894,0.4242105263157895,0.3642105263157895,0.3389473684210526,0.5,0.6263157894736842,0.5589473684210526,30
111111111111111111111111111111,25,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",0.751578947368421,3,10,0.6,0.3136842105263158,0.5042105263157894,0.32105263157894737,0.43894736842105264,0.32105263157894737,0.5673684210526316,0.43157894736842106,0.3894736842105263,0.6042105263157894,0.28842105263157897,0.6431578947368422,0.31157894736842107,0.6368421052631579,0.4,0.26210526315789473,0.48526315789473684,0.6221052631578947,0.4473684210526316,0.31157894736842107,0.6389473684210526,0.3336842105263158,0.38,0.2873684210526316,0.5368421052631579,0.6052631578947368,0.37157894736842106,0.42947368421052634,0.5178947368421053,0.3231578947368421,30
111111111111111111111111111111,25,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",0.7905263157894736,5,10,0.5715789473684211,0.32842105263157895,0.5242105263157895,0.4768421052631579,0.3547368421052632,0.6526315789473685,0.3705263157894737,0.5652631578947368,0.6547368421052632,0.5810526315789474,0.37684210526315787,0.3105263157894737,0.45263157894736844,0.4536842105263158,0.6305263157894737,0.6452631578947369,0.6052631578947368,0.5747368421052632,0.45052631578947366,0.46210526315789474,0.29578947368421055,0.5810526315789474,0.42526315789473684,0.6052631578947368,0.4726315789473684,0.6,0.3178947368421053,0.5778947368421052,0.6557894736842105,0.3368421052631579,30
111111111111111111111111111111,25,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",0.7894736842105263,6,10,0.6073684210526316,0.6421052631578947,0.5757894736842105,0.5378947368421053,0.5778947368421052,0.5042105263157894,0.4536842105263158,0.3368421052631579,0.5642105263157895,0.4768421052631579,0.608421052631579,0.5042105263157894,0.43894736842105264,0.38842105263157894,0.35578947368421054,0.3473684210526316,0.5536842105263158,0.3273684210526316,0.5442105263157895,0.6231578947368421,0.3178947368421053,0.44842105263157894,0.631578947368421,0.6178947368421053,0.56,0.4863157894736842,0.3263157894736842,0.6126315789473684,0.5631578947368421,0.2736842105263158,30
111111111111111111111111111111,25,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",0.7178947368421053,7,10,0.34,0.30842105263157893,0.42105263157894735,0.33789473684210525,0.3684210526315789,0.5778947368421052,0.6852631578947368,0.49157894736842106,0.6063157894736843,0.6178947368421053,0.48526315789473684,0.4052631578947368,0.3473684210526316,0.3178947368421053,0.3410526315789474,0.4863157894736842,0.4147368421052632,0.5357894736842105,0.6642105263157895,0.5821052631578948,0.4863157894736842,0.5326315789473685,0.3452631578947368,0.39263157894736844,0.5463157894736842,0.32526315789473687,0.6336842105263157,0.29894736842105263,0.4926315789473684,0.34842105263157896,30
111111111111111111111111111111,25,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",0.7884210526315789,8,10,0.5410526315789473,0.6768421052631579,0.3452631578947368,0.32526315789473687,0.31473684210526315,0.26526315789473687,0.6768421052631579,0.5378947368421053,0.31684210526315787,0.3568421052631579,0.6347368421052632,0.6631578947368421,0.6010526315789474,0.5778947368421052,0.6578947368421053,0.40210526315789474,0.4010526315789474,0.4673684210526316,0.4673684210526316,0.34210526315789475,0.4,0.30842105263157893,0.5715789473684211,0.6631578947368421,0.4747368421052632,0.29473684210526313,0.5684210526315789,0.6305263157894737,0.6263157894736842,0.6442105263157895,30
111111111111111111111111111111,25,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",0.7747368421052632,9,10,0.3494736842105263,0.52,0.46,0.4515789473684211,0.4968421052631579,0.56,0.5663157894736842,0.33789473684210525,0.3494736842105263,0.4768421052631579,0.5221052631578947,0.41789473684210526,0.5968421052631578,0.5705263157894737,0.5705263157894737,0.5757894736842105,0.5778947368421052,0.5484210526315789,0.4336842105263158,0.6231578947368421,0.6642105263157895,0.5147368421052632,0.5294736842105263,0.5484210526315789,0.531578947368421,0.3821052631578947,0.4231578947368421,0.28,0.36736842105263157,0.4336842105263158,30
111111111111111111111111111111,25,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",0.7557894736842106,10,10,0.5368421052631579,0.5557894736842105,0.3494736842105263,0.3547368421052632,0.5726315789473684,0.3410526315789474,0.38842105263157894,0.34,0.5378947368421053,0.4463157894736842,0.5578947368421052,0.27578947368421053,0.41578947368421054,0.48526315789473684,0.40842105263157896,0.2810526315789474,0.6757894736842105,0.27473684210526317,0.33157894736842103,0.5368421052631579,0.27052631578947367,0.5873684210526315,0.5631578947368421,0.5347368421052632,0.27578947368421053,0.6021052631578947,0.4863157894736842,0.4663157894736842,0.651578947368421,0.4073684210526316,30
111111111111111111111111111111,25,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",0.7263157894736842,11,10,0.5768421052631579,0.4515789473684211,0.28421052631578947,0.2873684210526316,0.46842105263157896,0.32842105263157895,0.30105263157894735,0.39263157894736844,0.33052631578947367,0.5873684210526315,0.5273684210526316,0.5684210526315789,0.36947368421052634,0.38526315789473686,0.3494736842105263,0.6410526315789473,0.5663157894736842,0.52,0.5442105263157895,0.5284210526315789,0.46,0.6126315789473684,0.3368421052631579,0.5642105263157895,0.6631578947368421,0.5357894736842105,0.28421052631578947,0.56,0.33263157894736844,0.45789473684210524,30
