Combination,index,Clients,Global Accuracy,Trial,Max Iter or Depth,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Client 11 Accuracy,Client 12 Accuracy,Client 13 Accuracy,Client 14 Accuracy,Client 15 Accuracy,Client 16 Accuracy,Client 17 Accuracy,Client 18 Accuracy,Client 19 Accuracy,Client 20 Accuracy,n_clients
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8126315789473684,1,10,0.5873684210526315,0.6,0.6694736842105263,0.6757894736842105,0.6568421052631579,0.4105263157894737,0.4147368421052632,0.6642105263157895,0.5821052631578948,0.5663157894736842,0.6,0.38105263157894737,0.6052631578947368,0.6094736842105263,0.38842105263157894,0.66,0.5989473684210527,0.6568421052631579,0.56,0.651578947368421,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8021052631578948,2,10,0.6842105263157895,0.5957894736842105,0.4747368421052632,0.4010526315789474,0.3757894736842105,0.3031578947368421,0.611578947368421,0.5768421052631579,0.6821052631578948,0.6105263157894737,0.5894736842105263,0.5978947368421053,0.6589473684210526,0.5926315789473684,0.37473684210526315,0.6831578947368421,0.5757894736842105,0.6042105263157894,0.3547368421052632,0.588421052631579,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8231578947368421,3,10,0.5052631578947369,0.5136842105263157,0.6663157894736842,0.6252631578947369,0.47157894736842104,0.6063157894736843,0.6705263157894736,0.5505263157894736,0.5336842105263158,0.45473684210526316,0.5389473684210526,0.5989473684210527,0.7115789473684211,0.5947368421052631,0.5757894736842105,0.3431578947368421,0.5452631578947369,0.43473684210526314,0.42526315789473684,0.4,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8189473684210526,4,10,0.4673684210526316,0.4031578947368421,0.6505263157894737,0.5242105263157895,0.6105263157894737,0.5936842105263158,0.41157894736842104,0.3094736842105263,0.6347368421052632,0.6557894736842105,0.48,0.6273684210526316,0.35368421052631577,0.671578947368421,0.5789473684210527,0.6147368421052631,0.5336842105263158,0.38105263157894737,0.6947368421052632,0.6273684210526316,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8168421052631579,5,10,0.33789473684210525,0.6294736842105263,0.6821052631578948,0.5463157894736842,0.7094736842105264,0.43157894736842106,0.6473684210526316,0.6547368421052632,0.4515789473684211,0.5273684210526316,0.6442105263157895,0.29473684210526313,0.6294736842105263,0.6821052631578948,0.6768421052631579,0.6378947368421053,0.47789473684210526,0.4747368421052632,0.6989473684210527,0.631578947368421,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8052631578947368,6,10,0.608421052631579,0.6273684210526316,0.6621052631578948,0.6726315789473685,0.671578947368421,0.7073684210526315,0.6768421052631579,0.35157894736842105,0.5389473684210526,0.66,0.4357894736842105,0.6410526315789473,0.39263157894736844,0.6273684210526316,0.39789473684210525,0.4010526315789474,0.5010526315789474,0.5989473684210527,0.6505263157894737,0.6178947368421053,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8136842105263158,7,10,0.36210526315789476,0.5505263157894736,0.6842105263157895,0.4726315789473684,0.3389473684210526,0.4842105263157895,0.3547368421052632,0.608421052631579,0.4663157894736842,0.4673684210526316,0.54,0.628421052631579,0.37684210526315787,0.3894736842105263,0.5357894736842105,0.6547368421052632,0.4231578947368421,0.6042105263157894,0.6463157894736842,0.6126315789473684,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8010526315789473,8,10,0.6747368421052632,0.5536842105263158,0.6105263157894737,0.5336842105263158,0.33157894736842103,0.5294736842105263,0.4378947368421053,0.3410526315789474,0.36947368421052634,0.34421052631578947,0.47789473684210526,0.6389473684210526,0.6294736842105263,0.47157894736842104,0.6894736842105263,0.62,0.3957894736842105,0.6536842105263158,0.6210526315789474,0.32526315789473687,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8084210526315789,9,10,0.5442105263157895,0.6189473684210526,0.4968421052631579,0.4010526315789474,0.41578947368421054,0.5263157894736842,0.5578947368421052,0.6357894736842106,0.5273684210526316,0.5031578947368421,0.4357894736842105,0.6821052631578948,0.5568421052631579,0.5726315789473684,0.6210526315789474,0.5189473684210526,0.6663157894736842,0.6094736842105263,0.6031578947368421,0.36736842105263157,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8168421052631579,10,10,0.5810526315789474,0.4168421052631579,0.6968421052631579,0.5694736842105264,0.4442105263157895,0.5663157894736842,0.6,0.6368421052631579,0.3778947368421053,0.608421052631579,0.4073684210526316,0.6168421052631579,0.5821052631578948,0.39789473684210525,0.5863157894736842,0.29789473684210527,0.6705263157894736,0.44,0.531578947368421,0.4147368421052632,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8294736842105264,11,10,0.6357894736842106,0.4231578947368421,0.5368421052631579,0.5694736842105264,0.4357894736842105,0.5273684210526316,0.6052631578947368,0.5821052631578948,0.6957894736842105,0.3452631578947368,0.5578947368421052,0.3463157894736842,0.3463157894736842,0.5242105263157895,0.6673684210526316,0.6010526315789474,0.2873684210526316,0.5778947368421052,0.6178947368421053,0.5242105263157895,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8031578947368421,12,10,0.6168421052631579,0.671578947368421,0.33263157894736844,0.5252631578947369,0.5905263157894737,0.3778947368421053,0.5947368421052631,0.32210526315789473,0.6157894736842106,0.42736842105263156,0.42947368421052634,0.37684210526315787,0.6231578947368421,0.42105263157894735,0.7052631578947368,0.5610526315789474,0.6210526315789474,0.3821052631578947,0.35789473684210527,0.6347368421052632,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.7873684210526316,13,10,0.5789473684210527,0.6273684210526316,0.3936842105263158,0.5768421052631579,0.6410526315789473,0.4126315789473684,0.3526315789473684,0.6947368421052632,0.6505263157894737,0.5452631578947369,0.5652631578947368,0.6589473684210526,0.4663157894736842,0.6231578947368421,0.42526315789473684,0.4589473684210526,0.41578947368421054,0.5621052631578948,0.3105263157894737,0.5463157894736842,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8147368421052632,14,10,0.6463157894736842,0.5789473684210527,0.6273684210526316,0.6157894736842106,0.32421052631578945,0.6357894736842106,0.6873684210526316,0.651578947368421,0.56,0.6021052631578947,0.6463157894736842,0.6347368421052632,0.4831578947368421,0.5715789473684211,0.46,0.631578947368421,0.37473684210526315,0.5652631578947368,0.6336842105263157,0.6494736842105263,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8315789473684211,15,10,0.631578947368421,0.6305263157894737,0.42105263157894735,0.6652631578947369,0.6042105263157894,0.5684210526315789,0.6621052631578948,0.6389473684210526,0.48,0.40210526315789474,0.6610526315789473,0.5789473684210527,0.3505263157894737,0.6915789473684211,0.38105263157894737,0.3389473684210526,0.6673684210526316,0.5484210526315789,0.6621052631578948,0.6547368421052632,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8031578947368421,16,10,0.6926315789473684,0.42105263157894735,0.5631578947368421,0.44526315789473686,0.5410526315789473,0.5936842105263158,0.6926315789473684,0.6378947368421053,0.4031578947368421,0.6536842105263158,0.4768421052631579,0.40210526315789474,0.6368421052631579,0.6221052631578947,0.728421052631579,0.43473684210526314,0.6021052631578947,0.32105263157894737,0.6168421052631579,0.6294736842105263,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8105263157894737,17,10,0.3863157894736842,0.4147368421052632,0.4905263157894737,0.6031578947368421,0.6810526315789474,0.6842105263157895,0.5915789473684211,0.5231578947368422,0.41578947368421054,0.5147368421052632,0.6347368421052632,0.5978947368421053,0.39052631578947367,0.6957894736842105,0.5978947368421053,0.6442105263157895,0.62,0.6810526315789474,0.5768421052631579,0.5168421052631579,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8252631578947368,18,10,0.6578947368421053,0.6336842105263157,0.6831578947368421,0.508421052631579,0.6389473684210526,0.6442105263157895,0.6968421052631579,0.4052631578947368,0.6884210526315789,0.6663157894736842,0.6989473684210527,0.47789473684210526,0.4052631578947368,0.631578947368421,0.6294736842105263,0.4705263157894737,0.4473684210526316,0.5863157894736842,0.4568421052631579,0.5821052631578948,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8168421052631579,19,10,0.6210526315789474,0.6136842105263158,0.6526315789473685,0.5052631578947369,0.6526315789473685,0.611578947368421,0.611578947368421,0.4073684210526316,0.5747368421052632,0.6336842105263157,0.33157894736842103,0.5631578947368421,0.4094736842105263,0.6178947368421053,0.5831578947368421,0.5915789473684211,0.42526315789473684,0.35789473684210527,0.43473684210526314,0.3736842105263158,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8084210526315789,20,10,0.6768421052631579,0.3989473684210526,0.6031578947368421,0.6757894736842105,0.6431578947368422,0.6063157894736843,0.6294736842105263,0.6947368421052632,0.6231578947368421,0.5926315789473684,0.4473684210526316,0.4094736842105263,0.6421052631578947,0.6526315789473685,0.5894736842105263,0.6505263157894737,0.39789473684210525,0.5926315789473684,0.6042105263157894,0.6210526315789474,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8263157894736842,21,10,0.4336842105263158,0.6252631578947369,0.6126315789473684,0.5357894736842105,0.5694736842105264,0.5178947368421053,0.6663157894736842,0.6252631578947369,0.6147368421052631,0.6210526315789474,0.7147368421052631,0.6073684210526316,0.3526315789473684,0.7042105263157895,0.3684210526315789,0.46,0.5442105263157895,0.5284210526315789,0.6621052631578948,0.5557894736842105,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.7989473684210526,22,10,0.6421052631578947,0.4442105263157895,0.6578947368421053,0.49894736842105264,0.5252631578947369,0.6494736842105263,0.4610526315789474,0.31157894736842107,0.5831578947368421,0.5494736842105263,0.6421052631578947,0.631578947368421,0.3642105263157895,0.38421052631578945,0.5873684210526315,0.4652631578947368,0.6168421052631579,0.5305263157894737,0.35368421052631577,0.6421052631578947,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.7884210526315789,23,10,0.5926315789473684,0.34421052631578947,0.5694736842105264,0.4884210526315789,0.5021052631578947,0.4189473684210526,0.6442105263157895,0.32421052631578945,0.4863157894736842,0.5736842105263158,0.6547368421052632,0.7031578947368421,0.4010526315789474,0.37157894736842106,0.6305263157894737,0.6652631578947369,0.5210526315789473,0.37684210526315787,0.3505263157894737,0.5136842105263157,20
11111111111111111111,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.8115789473684211,24,10,0.5936842105263158,0.46421052631578946,0.5989473684210527,0.6736842105263158,0.6936842105263158,0.6694736842105263,0.631578947368421,0.44105263157894736,0.5452631578947369,0.6736842105263158,0.5873684210526315,0.6568421052631579,0.5789473684210527,0.3831578947368421,0.6157894736842106,0.6147368421052631,0.5673684210526316,0.5547368421052632,0.6,0.6094736842105263,20
