Trial,Combination,Clients,Global Accuracy,Subsample Ratio,Max Iter
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6225610948191593,0.5,10
2,1110111111,"1,2,3,4,5,6,8,9,10",0.5987683284457478,0.5,10
3,0000000011,"1,2",0.4299902248289345,0.5,10
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6174975562072337,0.5,10
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6171260997067448,0.5,10
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6151710654936461,0.5,10
6,0000000011,"1,2",0.42756598240469207,0.5,10
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6208797653958944,0.5,10
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6095014662756598,0.5,10
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6182600195503422,0.5,10
9,0000000011,"1,2",0.433841642228739,0.5,10
9,1110111111,"1,2,3,4,5,6,8,9,10",0.6135092864125122,0.5,10
9,1111110111,"1,2,3,5,6,7,8,9,10",0.6090322580645161,0.5,10
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.618338220918866,0.5,10
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6317302052785924,0.5,100
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6049853372434018,0.5,100
3,0000000011,"1,2",0.43130009775171063,0.5,100
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6220527859237537,0.5,100
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6228739002932552,0.5,100
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6213098729227762,0.5,100
6,0000000011,"1,2",0.4290322580645161,0.5,100
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6274291300097752,0.5,100
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6222873900293255,0.5,100
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6276441837732161,0.5,100
9,0000000011,"1,2",0.436852394916911,0.5,100
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.610791788856305,0.5,100
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.626177908113392,0.5,100
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6235154200811326,0.6,10
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.5959498867727798,0.6,10
3,0000000011,"1,2",0.43086622896336,0.6,10
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6164448282041675,0.6,10
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6190026229615028,0.6,10
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6151414932959711,0.6,10
6,0000000011,"1,2",0.43058927029536825,0.6,10
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6216907512096577,0.6,10
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6106612795490461,0.6,10
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6173897460126098,0.6,10
9,0000000011,"1,2",0.4325768560303677,0.6,10
9,1110111111,"1,2,3,4,5,6,8,9,10",0.6137892833287174,0.6,10
9,1111110111,"1,2,3,5,6,7,8,9,10",0.6090972776592105,0.6,10
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6167054951858066,0.6,10
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6311073459213763,0.6,100
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6054316482299082,0.6,100
3,0000000011,"1,2",0.43330998191622816,0.6,100
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6226356690181001,0.6,100
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6237597953764195,0.6,100
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6203222495560515,0.6,100
6,0000000011,"1,2",0.4327560645802447,0.6,100
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6282237174369919,0.6,100
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6236131701992473,0.6,100
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6267737573516234,0.6,100
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6091624444046203,0.6,100
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6258777146022385,0.6,100
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6238566700646548,0.7,10
2,1111101111,"1,2,3,4,6,7,8,9,10",0.6207007303347251,0.7,10
3,0000000011,"1,2",0.4306740584547067,0.7,10
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6164555724679169,0.7,10
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6183826507100865,0.7,10
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.617139824887238,0.7,10
6,0000000011,"1,2",0.43183309826702604,0.7,10
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.620463336638226,0.7,10
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.613285668402899,0.7,10
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6200304422504922,0.7,10
9,0000000011,"1,2",0.4356034687408359,0.7,10
9,1111110111,"1,2,3,5,6,7,8,9,10",0.607769756043066,0.7,10
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6157713200485959,0.7,10
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6317465193894792,0.7,100
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6047674239991063,0.7,100
3,0000000011,"1,2",0.4317632765915851,0.7,100
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6214129114242225,0.7,100
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6231165603049811,0.7,100
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6219435561575736,0.7,100
6,0000000011,"1,2",0.43289438773372807,0.7,100
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6274734328524947,0.7,100
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6252670679085616,0.7,100
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.627487397187583,0.7,100
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6090824035413553,0.7,100
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6254206755945315,0.7,100
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.624210359110959,0.8,10
2,1111101111,"1,2,3,4,6,7,8,9,10",0.6208624039295707,0.8,10
3,0000000011,"1,2",0.43483095270096894,0.8,10
