Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy (low-quality client),Client 2 Accuracy (low-quality client),Client 3 Accuracy (low-quality client),Client 4 Accuracy (low-quality client),Client 5 Accuracy (low-quality client),Client 6 Accuracy (low-quality client),Client 7 Accuracy (low-quality client),Client 8 Accuracy (low-quality client),Client 9 Accuracy (low-quality client),Client 10 Accuracy (low-quality client)
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8870792616720955,1,0.1,10,10,0.7122692725298588,0.7741585233441911,0.7654723127035831,0.8165038002171553,0.7882736156351792,0.750271444082519,0.753528773072747,0.762214983713355,0.7719869706840391,0.8056460369163952
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8859934853420195,2,0.1,10,10,0.7372421281216069,0.8002171552660152,0.8056460369163952,0.8241042345276873,0.7785016286644951,0.7687296416938111,0.7090119435396308,0.754614549402823,0.6818675352877307,0.5830618892508144
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8881650380021715,3,0.1,10,10,0.8143322475570033,0.7882736156351792,0.7893593919652552,0.756786102062975,0.7231270358306189,0.743756786102063,0.8132464712269273,0.7698154180238871,0.8501628664495114,0.7839305103148752
0101001000,327,"[4, 7, 9]",0.7296416938110749,4,0.1,10,10,0.8099891422366993,0.7741585233441911,0.760043431053203,0.6688382193268186,0.8251900108577633,0.7817589576547231,0.6590662323561346,0.7817589576547231,0.5776330076004343,0.7915309446254072
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8968512486427795,4,0.1,10,10,0.8099891422366993,0.7741585233441911,0.760043431053203,0.6688382193268186,0.8251900108577633,0.7817589576547231,0.6590662323561346,0.7817589576547231,0.5776330076004343,0.7915309446254072
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8707926167209555,5,0.1,10,10,0.762214983713355,0.8165038002171553,0.7633007600434311,0.8208469055374593,0.38870792616720956,0.755700325732899,0.6970684039087948,0.752442996742671,0.7958740499457112,0.8262757871878393
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9011943539630836,6,0.1,10,10,0.8208469055374593,0.749185667752443,0.6872964169381107,0.7709011943539631,0.8023887079261672,0.7828447339847991,0.7285559174809989,0.6688382193268186,0.8121606948968513,0.7643865363735071
1000001000,519,"[4, 10]",0.6786102062975027,7,0.1,10,10,0.7014115092290988,0.7893593919652552,0.7307274701411509,0.5732899022801303,0.7817589576547231,0.7665580890336591,0.8197611292073833,0.745928338762215,0.6862106406080347,0.5765472312703583
1100001001,776,"[1, 4, 9, 10]",0.7296416938110749,7,0.1,10,10,0.7014115092290988,0.7893593919652552,0.7307274701411509,0.5732899022801303,0.7817589576547231,0.7665580890336591,0.8197611292073833,0.745928338762215,0.6862106406080347,0.5765472312703583
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8751357220412594,7,0.1,10,10,0.7014115092290988,0.7893593919652552,0.7307274701411509,0.5732899022801303,0.7817589576547231,0.7665580890336591,0.8197611292073833,0.745928338762215,0.6862106406080347,0.5765472312703583
