Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy (low-quality client),Client 2 Accuracy (low-quality client),Client 3 Accuracy (low-quality client),Client 4 Accuracy (low-quality client),Client 5 Accuracy (low-quality client),Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
0000110000,47,"[5, 6]",0.6807817589576547,1,0.1,5,10,0.6623235613463626,0.7643865363735071,0.7730727470141151,0.7850162866449512,0.5407166123778502,0.6536373507057546,0.8251900108577633,0.8512486427795874,0.8501628664495114,0.8621064060803475
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9109663409337676,1,0.1,5,10,0.6623235613463626,0.7643865363735071,0.7730727470141151,0.7850162866449512,0.5407166123778502,0.6536373507057546,0.8251900108577633,0.8512486427795874,0.8501628664495114,0.8621064060803475
0000100100,35,"[3, 6]",0.7687296416938111,2,0.1,5,10,0.7806731813246471,0.7947882736156352,0.7654723127035831,0.7991313789359392,0.7828447339847991,0.4386536373507057,0.8555917480998915,0.8197611292073833,0.8664495114006515,0.8827361563517915
0000110000,47,"[5, 6]",0.7937024972855592,2,0.1,5,10,0.7806731813246471,0.7947882736156352,0.7654723127035831,0.7991313789359392,0.7828447339847991,0.4386536373507057,0.8555917480998915,0.8197611292073833,0.8664495114006515,0.8827361563517915
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9109663409337676,2,0.1,5,10,0.7806731813246471,0.7947882736156352,0.7654723127035831,0.7991313789359392,0.7828447339847991,0.4386536373507057,0.8555917480998915,0.8197611292073833,0.8664495114006515,0.8827361563517915
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9229098805646037,3,0.1,5,10,0.8349619978284474,0.742671009771987,0.7752442996742671,0.743756786102063,0.8089033659066233,0.7296416938110749,0.8089033659066233,0.8794788273615635,0.8458197611292074,0.8740499457111836
0001111000,119,"[4, 5, 6, 7]",0.749185667752443,4,0.1,5,10,0.7937024972855592,0.7991313789359392,0.7839305103148752,0.6829533116178067,0.7003257328990228,0.6775244299674267,0.6015200868621065,0.8045602605863192,0.8317046688382194,0.8393051031487514
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9087947882736156,4,0.1,5,10,0.7937024972855592,0.7991313789359392,0.7839305103148752,0.6829533116178067,0.7003257328990228,0.6775244299674267,0.6015200868621065,0.8045602605863192,0.8317046688382194,0.8393051031487514
1100000000,767,"[9, 10]",0.7090119435396308,5,0.1,5,10,0.7904451682953312,0.8067318132464713,0.7806731813246471,0.7937024972855592,0.7980456026058632,0.8762214983713354,0.8469055374592834,0.7654723127035831,0.6807817589576547,0.49077090119435396
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9022801302931596,5,0.1,5,10,0.7904451682953312,0.8067318132464713,0.7806731813246471,0.7937024972855592,0.7980456026058632,0.8762214983713354,0.8469055374592834,0.7654723127035831,0.6807817589576547,0.49077090119435396
0010010000,143,"[5, 8]",0.6775244299674267,6,0.1,5,10,0.7698154180238871,0.758957654723127,0.760043431053203,0.7893593919652552,0.5732899022801303,0.8512486427795874,0.8034744842562432,0.6710097719869706,0.8903365906623235,0.8284473398479913
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9011943539630836,6,0.1,5,10,0.7698154180238871,0.758957654723127,0.760043431053203,0.7893593919652552,0.5732899022801303,0.8512486427795874,0.8034744842562432,0.6710097719869706,0.8903365906623235,0.8284473398479913
0011000000,191,"[7, 8]",0.7057546145494028,7,0.1,5,10,0.740499457111835,0.8241042345276873,0.745928338762215,0.7926167209554832,0.7937024972855592,0.8523344191096635,0.6167209554831705,0.6666666666666666,0.8545059717698155,0.8523344191096635
