Combination,index,Clients,Global Accuracy,Trial,Max Iter or Depth,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,n_clients
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9239956568946797,1,10,0.8414766558089034,0.8773072747014115,0.8631921824104235,0.8740499457111836,0.8545059717698155,0.8523344191096635,0.8740499457111836,0.8566775244299675,0.8718783930510315,0.8783930510314875,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9120521172638436,2,10,0.8751357220412594,0.8534201954397395,0.8664495114006515,0.8642779587404995,0.8360477741585234,0.8436482084690554,0.8892508143322475,0.8566775244299675,0.8479913137893594,0.8925081433224755,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9142236699239956,3,10,0.8718783930510315,0.8751357220412594,0.8827361563517915,0.8718783930510315,0.8729641693811075,0.8588490770901195,0.8707926167209555,0.8621064060803475,0.8718783930510315,0.8621064060803475,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9207383279044516,4,10,0.8610206297502715,0.8327904451682954,0.8783930510314875,0.8827361563517915,0.8740499457111836,0.8360477741585234,0.8588490770901195,0.8610206297502715,0.8729641693811075,0.8762214983713354,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9163952225841476,5,10,0.8588490770901195,0.8479913137893594,0.8686210640608035,0.8588490770901195,0.8718783930510315,0.8566775244299675,0.8599348534201955,0.8631921824104235,0.8555917480998915,0.8555917480998915,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9077090119435396,6,10,0.8501628664495114,0.8566775244299675,0.8588490770901195,0.8653637350705755,0.8631921824104235,0.8534201954397395,0.8512486427795874,0.8675352877307275,0.8642779587404995,0.8675352877307275,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9120521172638436,7,10,0.8827361563517915,0.8523344191096635,0.8675352877307275,0.8479913137893594,0.8512486427795874,0.8686210640608035,0.8675352877307275,0.8642779587404995,0.8729641693811075,0.8382193268186754,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9109663409337676,8,10,0.8523344191096635,0.8653637350705755,0.8469055374592834,0.8729641693811075,0.8382193268186754,0.8675352877307275,0.8740499457111836,0.8686210640608035,0.8697068403908795,0.8469055374592834,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9153094462540716,9,10,0.8979370249728555,0.8816503800217155,0.8718783930510315,0.8653637350705755,0.8653637350705755,0.8827361563517915,0.8479913137893594,0.8675352877307275,0.8610206297502715,0.8425624321389794,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9163952225841476,10,10,0.8881650380021715,0.8577633007600435,0.8327904451682954,0.8686210640608035,0.8469055374592834,0.8686210640608035,0.8686210640608035,0.8794788273615635,0.8490770901194354,0.8501628664495114,10
