Number of Bad Clients,0.1,0.3,0.5,0.7,1.0,2.0,3.0,4.0,5.0
0,100,100,99,99,99,100,99,99,99
1,100,100,100,100,100,99,98,99,100
2,99,100,99,100,100,99,100,99,99
3,99,98,99,100,100,100,100,98,97
4,99,97,100,100,97,98,98,100,96
5,100,98,100,98,96,98,97,95,98
6,99,99,98,99,97,93,88,87,81
7,100,99,92,95,91,86,73,76,73
8,98,94,95,88,91,79,74,65,61
9,97,99,92,93,86,67,68,66,63
10,100,100,100,100,100,100,97,98,99
