Trial,Combination,Clients,Global Accuracy,Max Depth,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9207383279044516,10,0.8013029315960912,0.08993851078167116,0.7947882736156352,0.07905810122791256,0.8186753528773073,0.08964557127882578,0.8469055374592834,0.0938047506738545,0.8816503800217155,0.11200350029949069,0.8447339847991314,0.10055312219227332,0.8588490770901195,0.10292658730158731,0.8849077090119435,0.10987758310871502,0.8881650380021715,0.1105645402815212,0.8805646036916395,0.11162773285414788
5,0000000001,1,0.7719869706840391,10,0.7719869706840391,0.07247418983447526,,,,,,,,,,,,,,,,,,
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9131378935939196,10,0.7719869706840391,0.07247418983447526,0.8175895765472313,0.0889709906951285,0.8740499457111836,0.1050997489760866,0.8425624321389794,0.09369231640337446,0.8501628664495114,0.09887652643300686,0.8773072747014115,0.1090359171809826,0.8935939196525515,0.1116485476473586,0.8827361563517915,0.1081276069682727,0.8436482084690554,0.10407536379593452,0.8805646036916395,0.10799879206537932
6,0000000001,1,0.8099891422366993,10,0.8099891422366993,0.08653021941552387,,,,,,,,,,,,,,,,,,
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9087947882736156,10,0.8099891422366993,0.08653021941552387,0.8338762214983714,0.09641482240048545,0.8165038002171553,0.08935682994822781,0.8165038002171553,0.09058238986554377,0.8501628664495114,0.10049875784642795,0.8827361563517915,0.11435635584381097,0.8686210640608035,0.10710777341601706,0.8577633007600435,0.10615719406041989,0.8794788273615635,0.10851823405586841,0.8469055374592834,0.10047742314767401
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9185667752442996,10,0.8284473398479913,0.09508095988592467,0.8577633007600435,0.09866786746219386,0.8306188925081434,0.09888175916544693,0.8523344191096635,0.09719360951630461,0.8490770901194354,0.098196930466434,0.8642779587404995,0.10453018875004702,0.8555917480998915,0.10376421254080814,0.8490770901194354,0.09820818792450009,0.8653637350705755,0.10043388119629267,0.8566775244299675,0.10504240309204849
8,0000000001,1,0.8295331161780674,10,0.8295331161780674,0.09286374090412086,,,,,,,,,,,,,,,,,,
8,0000000010,2,0.8208469055374593,10,,,0.8208469055374593,0.08763950156467966,,,,,,,,,,,,,,,,
8,0000001000,4,0.8284473398479913,10,,,,,,,0.8284473398479913,0.09209318327489345,,,,,,,,,,,,
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9142236699239956,10,0.8295331161780674,0.09286374090412086,0.8208469055374593,0.08763950156467966,0.8675352877307275,0.10598348603099172,0.8284473398479913,0.09209318327489345,0.8512486427795874,0.10005891113373304,0.8545059717698155,0.09895232439769264,0.8631921824104235,0.1063345963880405,0.8870792616720955,0.11044800738981236,0.8664495114006515,0.10421049655016414,0.8555917480998915,0.10141575236587116
9,0000000010,2,0.8284473398479913,10,,,0.8284473398479913,0.09549629375559744,,,,,,,,,,,,,,,,
9,0000000100,3,0.7958740499457112,10,,,,,0.7958740499457112,0.0898564187579791,,,,,,,,,,,,,,
9,0000001000,4,0.8230184581976113,10,,,,,,,0.8230184581976113,0.09196964500085729,,,,,,,,,,,,
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9044516829533116,10,0.8262757871878393,0.09706501648278347,0.8284473398479913,0.09549629375559744,0.7958740499457112,0.0898564187579791,0.8230184581976113,0.09196964500085729,0.8653637350705755,0.11119590693420203,0.8490770901194354,0.10579993902322815,0.8284473398479913,0.09891909144610203,0.8664495114006515,0.11243354484651005,0.8284473398479913,0.09982088073324573,0.8371335504885994,0.09744326301949331
10,0000000010,2,0.8425624321389794,10,,,0.8425624321389794,0.09161532911532923,,,,,,,,,,,,,,,,
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9315960912052117,10,0.8631921824104235,0.09544205794205782,0.8425624321389794,0.09161532911532923,0.8675352877307275,0.09793401043401047,0.8794788273615635,0.10266076516076515,0.8610206297502715,0.09895289895289891,0.8642779587404995,0.09845987345987349,0.8816503800217155,0.10446867946867941,0.8653637350705755,0.09814398564398565,0.8935939196525515,0.10673030673030663,0.8870792616720955,0.1055920930920931
1,0000001000,4,0.8002171552660152,100,,,,,,,0.8002171552660152,0.08823344764903196,,,,,,,,,,,,
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9196525515743756,100,0.8458197611292074,0.09855793557092248,0.8458197611292074,0.09708213864058014,0.8555917480998915,0.10154513596072014,0.8002171552660152,0.08823344764903196,0.8490770901194354,0.09746209778677319,0.8740499457111836,0.109371076254193,0.8490770901194354,0.09990583010063546,0.8588490770901195,0.10104289649744198,0.8697068403908795,0.10498866213151939,0.8545059717698155,0.10181077940818191
2,0000001000,4,0.7817589576547231,100,,,,,,,0.7817589576547231,0.0874855953310287,,,,,,,,,,,,
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9272529858849077,100,0.8241042345276873,0.0864795918367346,0.8403908794788274,0.0991863685364855,0.8284473398479913,0.08821744544812467,0.7817589576547231,0.0874855953310287,0.8610206297502715,0.10489851678376251,0.8577633007600435,0.10485297944314355,0.8892508143322475,0.11159901118917509,0.8686210640608035,0.10549607821270564,0.8838219326818675,0.11202046392327418,0.8469055374592834,0.09976394929556526
3,0000000001,1,0.8089033659066233,100,0.8089033659066233,0.08509097714055382,,,,,,,,,,,,,,,,,,
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.8979370249728555,100,0.8089033659066233,0.08509097714055382,0.8262757871878393,0.09217097560507465,0.8089033659066233,0.09463877852632374,0.8555917480998915,0.09877401585382231,0.8631921824104235,0.10754927928446652,0.8512486427795874,0.10550181378476393,0.8414766558089034,0.10572157924032154,0.8284473398479913,0.1007077599278322,0.8534201954397395,0.10975509107310778,0.8403908794788274,0.10008972956373174
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9185667752442996,100,0.8414766558089034,0.09860360613906705,0.7926167209554832,0.09141618822469894,0.7926167209554832,0.09253536718075715,0.7926167209554832,0.08422032721678108,0.8599348534201955,0.10338708769559818,0.8610206297502715,0.10581025554429796,0.8447339847991314,0.09967916244511982,0.8545059717698155,0.10586935719914446,0.8469055374592834,0.10650681076212991,0.8773072747014115,0.11197183759240499
5,0000001000,4,0.8143322475570033,100,,,,,,,0.8143322475570033,0.09116144699380344,,,,,,,,,,,,
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9261672095548317,100,0.8436482084690554,0.09768696849587835,0.8751357220412594,0.10242421704907036,0.8566775244299675,0.09542743631254783,0.8143322475570033,0.09116144699380344,0.8588490770901195,0.10213485550531277,0.8686210640608035,0.10156497143601459,0.8816503800217155,0.10623197305495051,0.8599348534201955,0.10075922514375044,0.8675352877307275,0.10361701929697215,0.8577633007600435,0.09899188671169913
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9131378935939196,100,0.8284473398479913,0.09570097955948141,0.8382193268186754,0.09977728705433819,0.8349619978284474,0.09795500443538488,0.7882736156351792,0.08654049412075573,0.8599348534201955,0.10755902836758977,0.8371335504885994,0.10097436913727033,0.8154180238870793,0.09551412717286685,0.8501628664495114,0.10965262442670297,0.8230184581976113,0.09675414755676358,0.8642779587404995,0.1095719381688467
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9424538545059717,100,0.8545059717698155,0.09220201521468797,0.8284473398479913,0.09055390973593734,0.8273615635179153,0.0879407139199766,0.8534201954397395,0.09506665569453576,0.8751357220412594,0.10215419501133784,0.8675352877307275,0.10347405091068679,0.8588490770901195,0.10043065613342093,0.9174809989142236,0.11504370565430481,0.8816503800217155,0.1059825543120471,0.8946796959826275,0.10715154341306403
8,0000000010,2,0.8165038002171553,100,,,0.8165038002171553,0.09092655208039836,,,,,,,,,,,,,,,,
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9174809989142236,100,0.8545059717698155,0.0949558561097025,0.8165038002171553,0.09092655208039836,0.8534201954397395,0.10089039165962242,0.8686210640608035,0.10053958861651187,0.8621064060803475,0.10182257913027136,0.8697068403908795,0.10438010707241471,0.8653637350705755,0.10547149431764813,0.8479913137893594,0.09781346858269943,0.8469055374592834,0.10053489245796948,0.8675352877307275,0.10266506997276238
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9229098805646037,100,0.8382193268186754,0.09865266106442577,0.7763300760043431,0.0826507936507936,0.8056460369163952,0.08857656395891698,0.8045602605863192,0.09639355742296907,0.8154180238870793,0.1012553688141922,0.8555917480998915,0.10662091503267972,0.8718783930510315,0.11112324929971978,0.8501628664495114,0.10371942110177389,0.8566775244299675,0.10898225957049476,0.8317046688382194,0.10202521008403365
10,0000000010,2,0.8273615635179153,100,,,0.8273615635179153,0.09352916314454778,,,,,,,,,,,,,,,,
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9174809989142236,100,0.8175895765472313,0.08864844557152245,0.8273615635179153,0.09352916314454778,0.8251900108577633,0.08947121254813571,0.8154180238870793,0.08661876584953505,0.8697068403908795,0.1092969850662157,0.8653637350705755,0.10760495914342082,0.8783930510314875,0.11196769042922884,0.8382193268186754,0.10338311261388167,0.8870792616720955,0.11404339250493084,0.8349619978284474,0.09543627312858095
