Trial,Combination,Clients,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value,Global Accuracy,Subsample Ratio,Max Depth
1,0000000100,3,,,,,0.4880351906158358,0.07478181441479816,,,,,,,,,,,,,,,0.5187683284457478,0.5,10
1,0000010000,5,,,,,,,,,0.5065102639296187,0.08030666064507808,,,,,,,,,,,0.4870185728250244,0.5,10
1,0000100000,6,,,,,,,,,,,0.5652785923753666,0.08268973726552367,,,,,,,,,0.5641446725317693,0.5,10
1,0100000000,9,,,,,,,,,,,,,,,,,0.5965395894428153,0.0898197907730796,,,0.5809188660801564,0.5,10
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.5793548387096774,0.1047502844928967,0.5363245356793744,0.09137236734948832,0.4880351906158358,0.07478181441479816,0.5527077223851418,0.08872455616974215,0.5065102639296187,0.08030666064507808,0.5652785923753666,0.08268973726552367,0.6748973607038123,0.13612802742926652,0.6441837732160313,0.13008980392202524,0.5965395894428153,0.0898197907730796,0.6541153470185729,0.12133695753810134,0.7998240469208211,0.5,10
2,0000000001,1,0.480039100684262,0.07293980857451601,,,,,,,,,,,,,,,,,,,0.44897360703812317,0.5,10
2,0000000010,2,,,0.4864516129032258,0.08297657065439037,,,,,,,,,,,,,,,,,0.4853176930596285,0.5,10
2,0000100000,6,,,,,,,,,,,0.4606256109481916,0.061634105747910346,,,,,,,,,0.46760508308895404,0.5,10
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.480039100684262,0.07293980857451601,0.4864516129032258,0.08297657065439037,0.5731573802541544,0.11383191976166289,0.5787487781036168,0.12355913422287346,0.5349755620723363,0.0879642206231697,0.4606256109481916,0.061634105747910346,0.5667644183773216,0.10413305545763078,0.6531964809384164,0.1546959016022016,0.5485043988269794,0.08992607454104046,0.6198826979472141,0.10833920881460447,0.8080938416422287,0.5,10
3,0000000001,1,0.44563049853372433,0.06428488450612664,,,,,,,,,,,,,,,,,,,0.42494623655913977,0.5,10
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.44563049853372433,0.06428488450612664,0.5236168132942326,0.07865798316634748,0.5570674486803519,0.10100995621052819,0.5210752688172043,0.1004994700855874,0.6183577712609971,0.12739354214021356,0.46559139784946235,0.07118661914604811,0.68158357771261,0.14860073409741736,0.5941348973607038,0.1214772804441361,0.5150537634408602,0.07545721809049222,0.6146236559139785,0.1114323121131031,0.8134115347018572,0.5,10
4,0000000001,1,0.5102052785923754,0.07619371785740744,,,,,,,,,,,,,,,,,,,0.5129032258064516,0.5,10
4,0000000100,3,,,,,0.5617008797653958,0.09305287149314014,,,,,,,,,,,,,,,0.5639100684261975,0.5,10
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.5102052785923754,0.07619371785740744,0.5324731182795699,0.09391461619419621,0.5617008797653958,0.09305287149314014,0.5996285434995112,0.10089999259047537,0.564672531769306,0.10667190814911594,0.621485826001955,0.10882050011265493,0.6674291300097752,0.13306984157227092,0.5871749755620723,0.09895911303456308,0.5767937438905181,0.08907826650395947,0.6182209188660801,0.09933917249221613,0.8208797653958945,0.5,10
5,0000000001,1,0.45505376344086024,0.055309507728577595,,,,,,,,,,,,,,,,,,,0.4393939393939394,0.5,10
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.45505376344086024,0.055309507728577595,0.4893841642228739,0.0697467849326769,0.5161290322580645,0.0695436040467141,0.6406060606060606,0.11779188413341653,0.6713391984359727,0.12711671064618496,0.5475073313782991,0.08380025108714678,0.6660019550342131,0.1291331117154556,0.6180645161290322,0.10821434368048724,0.638475073313783,0.12643936623120974,0.6544672531769306,0.11290443579813096,0.8297947214076247,0.5,10
6,0000000001,1,0.4961681329423265,0.08266996074577736,,,,,,,,,,,,,,,,,,,0.4773802541544477,0.5,10
6,0000000010,2,,,0.48993157380254154,0.07820708545888055,,,,,,,,,,,,,,,,,0.4864907135874878,0.5,10
6,0000100000,6,,,,,,,,,,,0.47620723362658846,0.04708479281906607,,,,,,,,,0.4679765395894428,0.5,10
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4961681329423265,0.08266996074577736,0.48993157380254154,0.07820708545888055,0.5176148582600195,0.09211030504478275,0.6039882697947214,0.13281889999116947,0.5094037145650049,0.08522890057232226,0.47620723362658846,0.04708479281906607,0.581466275659824,0.09997218769269552,0.653998044965787,0.15147862792114128,0.5549951124144673,0.10216658628645686,0.6511241446725318,0.12826265346770813,0.8223264907135874,0.5,10
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4680156402737048,0.0836054955113889,0.521603128054741,0.07251897078417992,0.5952492668621701,0.11342530691390001,0.6239882697947214,0.12914723549229268,0.5888954056695992,0.11038848227536442,0.4993939393939394,0.0733631000741267,0.6525904203323558,0.12333513814027121,0.5599217986314761,0.09547681142262897,0.5526295210166178,0.08840418312851758,0.6191397849462366,0.11033527625732942,0.8021114369501466,0.5,10
8,0000000001,1,0.4920430107526882,0.06893313772215892,,,,,,,,,,,,,,,,,,,0.4617204301075269,0.5,10
8,0000000100,3,,,,,0.4822873900293255,0.06052909925856814,,,,,,,,,,,,,,,0.47493646138807427,0.5,10
8,0010000000,8,,,,,,,,,,,,,,,0.5006451612903225,0.08718649612055622,,,,,0.46776148582600197,0.5,10
8,0100000000,9,,,,,,,,,,,,,,,,,0.5234995112414468,0.0805768528555724,,,0.5127077223851417,0.5,10
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4920430107526882,0.06893313772215892,0.49757575757575756,0.08948058219862083,0.4822873900293255,0.06052909925856814,0.507683284457478,0.09483548574233905,0.5976930596285435,0.12258613447620273,0.5775562072336266,0.10864334007223737,0.6641055718475073,0.13924668352917305,0.5006451612903225,0.08718649612055622,0.5234995112414468,0.0805768528555724,0.6726881720430108,0.14798218802457103,0.8141544477028348,0.5,10
9,0000000010,2,,,0.41616813294232646,0.03658080214095813,,,,,,,,,,,,,,,,,0.39479960899315736,0.5,10
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.5349951124144673,0.09192899440841266,0.41616813294232646,0.03658080214095813,0.5016226783968719,0.08180714793901452,0.5637732160312805,0.10555211669505642,0.6026588465298143,0.11783225888047502,0.47450635386119255,0.07175426017501499,0.6817790811339198,0.1469392422127003,0.6214467253176931,0.13209964212925074,0.5688563049853372,0.08800321991971402,0.6470185728250244,0.1275023154994029,0.8121603128054741,0.5,10
10,0000000010,2,,,0.41083088954056696,0.049411464681383535,,,,,,,,,,,,,,,,,0.4116911045943304,0.5,10
10,0000000100,3,,,,,0.5152492668621701,0.08231693823661257,,,,,,,,,,,,,,,0.49294232649071357,0.5,10
