Trial,Combination,Clients,Global Accuracy,Max Iter,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value
1,1011111111,"1,2,3,4,5,6,7,8,10",0.9055374592833876,10,0.8903365906623235,0.10230158730158727,0.8707926167209555,0.1000368480725624,0.8382193268186754,0.08869189342403642,0.8870792616720955,0.09569255479969756,0.8892508143322475,0.10269179894179896,0.8827361563517915,0.09805839002267562,0.8762214983713354,0.10017195767195768,0.8751357220412594,0.1005366591080876,,,0.8957654723127035,0.10322798563869992
2,0111111111,"1,2,3,4,5,6,7,8,9",0.9120521172638436,10,0.8870792616720955,0.09987713946788664,0.9055374592833876,0.10049426650850152,0.8740499457111836,0.09472594098928616,0.8436482084690554,0.08870012615564227,0.8892508143322475,0.09993786363893103,0.8849077090119435,0.0986306464064469,0.8946796959826275,0.1020001318044022,0.8859934853420195,0.09842258374286846,0.8968512486427795,0.10207639006571384,,
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9250814332247557,10,0.9153094462540716,0.10545588344884135,0.9001085776330076,0.10009734331917448,0.9174809989142236,0.10468971234816292,0.8512486427795874,0.08820189656457277,0.8827361563517915,0.10091521350324163,0.9077090119435396,0.1037931291452419,0.8979370249728555,0.09904519710857741,0.8534201954397395,0.09042495715030933,0.9022801302931596,0.1007400886802295,0.9142236699239956,0.10663657873164921
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9305103148751357,10,0.8881650380021715,0.10025189383415753,0.8957654723127035,0.09999675871904573,0.8718783930510315,0.09604193291474503,0.8707926167209555,0.09713239243577633,0.9055374592833876,0.10246429960548974,0.8870792616720955,0.0997406975236614,0.8697068403908795,0.09527328628845538,0.8946796959826275,0.09939017614046776,0.9163952225841476,0.10568520679372483,0.9109663409337676,0.10402335574447577
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9272529858849077,10,0.8914223669923995,0.09902187651016675,0.8621064060803475,0.09243569012304366,0.9131378935939196,0.10608992230772075,0.8870792616720955,0.0969174008401173,0.8914223669923995,0.09526225790862793,0.8881650380021715,0.09852096576335446,0.9196525515743756,0.10703691312590612,0.8816503800217155,0.09643182409575868,0.9033659066232356,0.1015482695810564,0.9153094462540716,0.10673487974424743
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9153094462540716,10,0.8751357220412594,0.09803470221619691,0.8925081433224755,0.10453642508802655,0.8892508143322475,0.10100265491724568,0.8870792616720955,0.09979617390649412,0.8686210640608035,0.09334058257545803,0.8881650380021715,0.1013787681937148,0.8925081433224755,0.09788971737370324,0.8762214983713354,0.09524892202828163,0.8827361563517915,0.102018961004726,0.9174809989142236,0.10675309269615303
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9294245385450597,10,0.9098805646036916,0.101847834149236,0.9098805646036916,0.10129339118825077,0.8805646036916395,0.09386821317311961,0.8838219326818675,0.09926661474558657,0.9044516829533116,0.10317460317460295,0.8914223669923995,0.09770249221183792,0.8816503800217155,0.09719811600652707,0.8968512486427795,0.10036576546506448,0.8827361563517915,0.09956933318498734,0.9163952225841476,0.10571363670078611
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9261672095548317,10,0.8838219326818675,0.10062152254414847,0.9120521172638436,0.10049870671207106,0.8935939196525515,0.09768557286142264,0.8686210640608035,0.09259522879100833,0.8707926167209555,0.09585217439848155,0.9077090119435396,0.10512895662368095,0.9033659066232356,0.10093088818176721,0.9066232356134636,0.10186177636353484,0.9044516829533116,0.10082249390572957,0.9131378935939196,0.10400267961815415
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9272529858849077,10,0.9055374592833876,0.10441572803984983,0.8968512486427795,0.10125181220028981,0.8892508143322475,0.0950415412066467,0.8968512486427795,0.09798102301029699,0.8783930510314875,0.09519581056466302,0.8794788273615635,0.09563724396862575,0.8990228013029316,0.10084011746775216,0.9022801302931596,0.10231915170439772,0.8935939196525515,0.09964267127616039,0.9087947882736156,0.10767490056131726
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9315960912052117,10,0.8892508143322475,0.09860879860879847,0.9163952225841476,0.10535251785251785,0.8935939196525515,0.1003223628223629,0.8903365906623235,0.10527296777296777,0.8697068403908795,0.09566590816590796,0.8859934853420195,0.10185370185370182,0.8751357220412594,0.0951608576608577,0.8447339847991314,0.0880263255263256,0.9120521172638436,0.10668544418544441,0.9044516829533116,0.10305111555111555
