Trial,Combination,Clients,Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
1,0000000001,[1],0.5958397278618978,0.5958397278618978,0.5183136039725907,0.6341286986441971,0.6771097056724763,0.7241766942649632,0.6587325637090546,0.733238189265012,0.7746551842112981,0.7339810950039589,0.6632584236713228
1,0000000010,[2],0.5183136039725907,0.5958397278618978,0.5183136039725907,0.6341286986441971,0.6771097056724763,0.7241766942649632,0.6587325637090546,0.733238189265012,0.7746551842112981,0.7339810950039589,0.6632584236713228
1,0000000011,"[1, 2]",0.5022531549056216,0.5958397278618978,0.5183136039725907,0.6341286986441971,0.6771097056724763,0.7241766942649632,0.6587325637090546,0.733238189265012,0.7746551842112981,0.7339810950039589,0.6632584236713228
1,0000000100,[3],0.6341286986441971,0.5958397278618978,0.5183136039725907,0.6341286986441971,0.6771097056724763,0.7241766942649632,0.6587325637090546,0.733238189265012,0.7746551842112981,0.7339810950039589,0.6632584236713228
1,0000000101,"[1, 3]",0.5735134553914429,0.5958397278618978,0.5183136039725907,0.6341286986441971,0.6771097056724763,0.7241766942649632,0.6587325637090546,0.733238189265012,0.7746551842112981,0.7339810950039589,0.6632584236713228
1,0000000110,"[2, 3]",0.5040028934223517,0.5958397278618978,0.5183136039725907,0.6341286986441971,0.6771097056724763,0.7241766942649632,0.6587325637090546,0.733238189265012,0.7746551842112981,0.7339810950039589,0.6632584236713228
1,0000000111,"[1, 2, 3]",0.63107887508431,0.5958397278618978,0.5183136039725907,0.6341286986441971,0.6771097056724763,0.7241766942649632,0.6587325637090546,0.733238189265012,0.7746551842112981,0.7339810950039589,0.6632584236713228
1,0000001000,[4],0.6771097056724763,0.5958397278618978,0.5183136039725907,0.6341286986441971,0.6771097056724763,0.7241766942649632,0.6587325637090546,0.733238189265012,0.7746551842112981,0.7339810950039589,0.6632584236713228
1,0000001001,"[1, 4]",0.6448421814058514,0.5958397278618978,0.5183136039725907,0.6341286986441971,0.6771097056724763,0.7241766942649632,0.6587325637090546,0.733238189265012,0.7746551842112981,0.7339810950039589,0.6632584236713228
1,0000001010,"[2, 4]",0.5439243018152315,0.5958397278618978,0.5183136039725907,0.6341286986441971,0.6771097056724763,0.7241766942649632,0.6587325637090546,0.733238189265012,0.7746551842112981,0.7339810950039589,0.6632584236713228
1,0000001011,"[1, 2, 4]",0.6550962356184201,0.5958397278618978,0.5183136039725907,0.6341286986441971,0.6771097056724763,0.7241766942649632,0.6587325637090546,0.733238189265012,0.7746551842112981,0.7339810950039589,0.6632584236713228
1,0000001100,"[3, 4]",0.6606191532829591,0.5958397278618978,0.5183136039725907,0.6341286986441971,0.6771097056724763,0.7241766942649632,0.6587325637090546,0.733238189265012,0.7746551842112981,0.7339810950039589,0.6632584236713228
1,0000001101,"[1, 3, 4]",0.6960831272421579,0.5958397278618978,0.5183136039725907,0.6341286986441971,0.6771097056724763,0.7241766942649632,0.6587325637090546,0.733238189265012,0.7746551842112981,0.7339810950039589,0.6632584236713228
1,0000001110,"[2, 3, 4]",0.6868359058073724,0.5958397278618978,0.5183136039725907,0.6341286986441971,0.6771097056724763,0.7241766942649632,0.6587325637090546,0.733238189265012,0.7746551842112981,0.7339810950039589,0.6632584236713228
1,0000001111,"[1, 2, 3, 4]",0.7237270407913902,0.5958397278618978,0.5183136039725907,0.6341286986441971,0.6771097056724763,0.7241766942649632,0.6587325637090546,0.733238189265012,0.7746551842112981,0.7339810950039589,0.6632584236713228
