Combination,index,Clients,Global Accuracy,Trial,Max Iter or Depth,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,n_clients
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.62,1,10,0.5789473684210527,0.6126315789473684,0.6105263157894737,0.5947368421052631,0.5989473684210527,0.5757894736842105,0.5610526315789474,0.5915789473684211,0.5873684210526315,0.5873684210526315,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6389473684210526,2,10,0.5905263157894737,0.5957894736842105,0.5726315789473684,0.6063157894736843,0.6157894736842106,0.6221052631578947,0.5747368421052632,0.6052631578947368,0.5936842105263158,0.5978947368421053,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6389473684210526,4,10,0.5705263157894737,0.6231578947368421,0.5684210526315789,0.5705263157894737,0.5936842105263158,0.6031578947368421,0.5989473684210527,0.5726315789473684,0.5705263157894737,0.5915789473684211,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6347368421052632,5,10,0.5589473684210526,0.611578947368421,0.5736842105263158,0.6042105263157894,0.5947368421052631,0.608421052631579,0.5957894736842105,0.5978947368421053,0.5926315789473684,0.6168421052631579,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6589473684210526,6,10,0.5652631578947368,0.588421052631579,0.6126315789473684,0.6031578947368421,0.5978947368421053,0.6010526315789474,0.6073684210526316,0.6063157894736843,0.6252631578947369,0.6052631578947368,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6410526315789473,7,10,0.6052631578947368,0.6389473684210526,0.5947368421052631,0.6126315789473684,0.5757894736842105,0.6031578947368421,0.5789473684210527,0.5957894736842105,0.5715789473684211,0.5810526315789474,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6484210526315789,8,10,0.6063157894736843,0.5757894736842105,0.6431578947368422,0.5957894736842105,0.6136842105263158,0.5989473684210527,0.6168421052631579,0.5978947368421053,0.5831578947368421,0.5831578947368421,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6336842105263157,9,10,0.5747368421052632,0.6094736842105263,0.5842105263157895,0.6210526315789474,0.5873684210526315,0.6126315789473684,0.5515789473684211,0.5926315789473684,0.6042105263157894,0.6157894736842106,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6557894736842105,10,10,0.5757894736842105,0.6073684210526316,0.5652631578947368,0.5831578947368421,0.6294736842105263,0.6094736842105263,0.6178947368421053,0.6263157894736842,0.5957894736842105,0.6221052631578947,10
1111111111,6,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6336842105263157,11,10,0.588421052631579,0.58,0.5789473684210527,0.5357894736842105,0.6031578947368421,0.5663157894736842,0.6010526315789474,0.6031578947368421,0.5957894736842105,0.6252631578947369,10
