Nash Equilibrium,Occurrences,Subsample Ratio,Max Iter
1110101111,2,0.6,10
1111111111,4,0.6,10
0000000011,5,0.6,10
1111011111,1,0.6,10
1111101111,2,0.6,10
1110111111,2,0.6,10
1010101111,1,0.6,10
1000000111,1,0.6,10
1011110111,1,0.6,10
1110110111,1,0.6,10
