Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy (low-quality client),Client 2 Accuracy (low-quality client),Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9261672095548317,1,0.1,2,10,0.8534201954397395,0.8338762214983714,0.8783930510314875,0.8946796959826275,0.9044516829533116,0.8870792616720955,0.9055374592833876,0.9098805646036916,0.9022801302931596,0.8718783930510315
0000000111,6,"[1, 2, 3]",0.8740499457111836,2,0.1,2,10,0.8295331161780674,0.8186753528773073,0.8707926167209555,0.8859934853420195,0.8903365906623235,0.8827361563517915,0.8990228013029316,0.9033659066232356,0.9033659066232356,0.9120521172638436
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9174809989142236,2,0.1,2,10,0.8295331161780674,0.8186753528773073,0.8707926167209555,0.8859934853420195,0.8903365906623235,0.8827361563517915,0.8990228013029316,0.9033659066232356,0.9033659066232356,0.9120521172638436
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9153094462540716,3,0.1,2,10,0.8490770901194354,0.8501628664495114,0.9066232356134636,0.8870792616720955,0.8501628664495114,0.9077090119435396,0.8979370249728555,0.8881650380021715,0.8859934853420195,0.8957654723127035
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9250814332247557,4,0.1,2,10,0.8512486427795874,0.8403908794788274,0.8914223669923995,0.9066232356134636,0.8990228013029316,0.9142236699239956,0.8794788273615635,0.8990228013029316,0.8870792616720955,0.8946796959826275
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9305103148751357,5,0.1,2,10,0.7752442996742671,0.8707926167209555,0.8881650380021715,0.8925081433224755,0.9022801302931596,0.9250814332247557,0.9272529858849077,0.8914223669923995,0.9142236699239956,0.8957654723127035
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9250814332247557,6,0.1,2,10,0.7937024972855592,0.8751357220412594,0.9142236699239956,0.8881650380021715,0.9001085776330076,0.9120521172638436,0.8827361563517915,0.9142236699239956,0.9153094462540716,0.8990228013029316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9218241042345277,7,0.1,2,10,0.8479913137893594,0.8241042345276873,0.9055374592833876,0.8935939196525515,0.8990228013029316,0.8740499457111836,0.8925081433224755,0.8729641693811075,0.9001085776330076,0.9098805646036916
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9283387622149837,8,0.1,2,10,0.7926167209554832,0.8523344191096635,0.9153094462540716,0.8783930510314875,0.9033659066232356,0.8957654723127035,0.9163952225841476,0.8859934853420195,0.9033659066232356,0.8935939196525515
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9272529858849077,9,0.1,2,10,0.8783930510314875,0.8067318132464713,0.8946796959826275,0.9207383279044516,0.8892508143322475,0.9066232356134636,0.8859934853420195,0.8903365906623235,0.8621064060803475,0.9131378935939196
