Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy (low-quality client),Client 2 Accuracy (low-quality client),Client 3 Accuracy (low-quality client),Client 4 Accuracy (low-quality client),Client 5 Accuracy (low-quality client),Client 6 Accuracy (low-quality client),Client 7 Accuracy (low-quality client),Client 8 Accuracy (low-quality client),Client 9 Accuracy,Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9174809989142236,1,0.1,8,10,0.8023887079261672,0.8067318132464713,0.8219326818675353,0.8327904451682954,0.8371335504885994,0.8479913137893594,0.8479913137893594,0.8175895765472313,0.9022801302931596,0.9098805646036916
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9120521172638436,2,0.1,8,10,0.8393051031487514,0.8067318132464713,0.8241042345276873,0.8762214983713354,0.8230184581976113,0.8132464712269273,0.8382193268186754,0.8284473398479913,0.9055374592833876,0.8957654723127035
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9239956568946797,3,0.1,8,10,0.8827361563517915,0.8436482084690554,0.8251900108577633,0.8403908794788274,0.8621064060803475,0.8371335504885994,0.8458197611292074,0.8186753528773073,0.9001085776330076,0.8892508143322475
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9087947882736156,4,0.1,8,10,0.8306188925081434,0.7991313789359392,0.8642779587404995,0.8631921824104235,0.8371335504885994,0.8089033659066233,0.8501628664495114,0.8067318132464713,0.8957654723127035,0.8925081433224755
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9131378935939196,5,0.1,8,10,0.8555917480998915,0.8208469055374593,0.8099891422366993,0.8219326818675353,0.8349619978284474,0.8284473398479913,0.8425624321389794,0.7915309446254072,0.8718783930510315,0.8729641693811075
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9153094462540716,6,0.1,8,10,0.8197611292073833,0.8458197611292074,0.8208469055374593,0.8175895765472313,0.8186753528773073,0.8447339847991314,0.8501628664495114,0.8403908794788274,0.9077090119435396,0.8859934853420195
0111111111,510,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.9055374592833876,7,0.1,8,10,0.8762214983713354,0.8349619978284474,0.8067318132464713,0.8393051031487514,0.8371335504885994,0.8002171552660152,0.7926167209554832,0.7752442996742671,0.8925081433224755,0.9153094462540716
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9033659066232356,8,0.1,8,10,0.8045602605863192,0.8121606948968513,0.7893593919652552,0.8393051031487514,0.8555917480998915,0.8436482084690554,0.8110749185667753,0.7839305103148752,0.8827361563517915,0.8773072747014115
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9196525515743756,9,0.1,8,10,0.8317046688382194,0.7839305103148752,0.8686210640608035,0.8197611292073833,0.8762214983713354,0.8306188925081434,0.8425624321389794,0.8436482084690554,0.8979370249728555,0.9033659066232356
0011111111,254,"[1, 2, 3, 4, 5, 6, 7, 8]",0.8979370249728555,10,0.1,8,10,0.8555917480998915,0.8197611292073833,0.7969598262757872,0.8664495114006515,0.8403908794788274,0.8360477741585234,0.8273615635179153,0.7991313789359392,0.9196525515743756,0.9131378935939196
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9142236699239956,11,0.1,8,10,0.8393051031487514,0.8382193268186754,0.8186753528773073,0.8686210640608035,0.7991313789359392,0.8317046688382194,0.7991313789359392,0.8327904451682954,0.8805646036916395,0.8979370249728555
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9131378935939196,12,0.1,8,10,0.8002171552660152,0.8327904451682954,0.8262757871878393,0.8707926167209555,0.8816503800217155,0.8306188925081434,0.8262757871878393,0.8306188925081434,0.8794788273615635,0.9087947882736156
0011111111,254,"[1, 2, 3, 4, 5, 6, 7, 8]",0.9098805646036916,13,0.1,8,10,0.8230184581976113,0.8121606948968513,0.7861020629750272,0.8414766558089034,0.8349619978284474,0.7947882736156352,0.8642779587404995,0.8121606948968513,0.9196525515743756,0.9153094462540716
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9207383279044516,13,0.1,8,10,0.8230184581976113,0.8121606948968513,0.7861020629750272,0.8414766558089034,0.8349619978284474,0.7947882736156352,0.8642779587404995,0.8121606948968513,0.9196525515743756,0.9153094462540716
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9131378935939196,14,0.1,8,10,0.8382193268186754,0.8393051031487514,0.7958740499457112,0.8175895765472313,0.8697068403908795,0.8013029315960912,0.8284473398479913,0.8306188925081434,0.9001085776330076,0.8979370249728555
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9066232356134636,15,0.1,8,10,0.8110749185667753,0.7741585233441911,0.8121606948968513,0.8545059717698155,0.8599348534201955,0.8436482084690554,0.8023887079261672,0.8436482084690554,0.8914223669923995,0.9044516829533116
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9153094462540716,16,0.1,8,10,0.8273615635179153,0.8317046688382194,0.8599348534201955,0.8588490770901195,0.8371335504885994,0.8469055374592834,0.8523344191096635,0.8490770901194354,0.8838219326818675,0.8849077090119435
0111111111,510,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8968512486427795,17,0.1,8,10,0.8469055374592834,0.8371335504885994,0.8110749185667753,0.7904451682953312,0.8165038002171553,0.8371335504885994,0.8273615635179153,0.8295331161780674,0.8859934853420195,0.9055374592833876
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.9174809989142236,19,0.1,8,10,0.8555917480998915,0.8110749185667753,0.7893593919652552,0.7871878393051032,0.8306188925081434,0.8175895765472313,0.8479913137893594,0.8512486427795874,0.9131378935939196,0.9109663409337676
0111111111,510,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8968512486427795,20,0.1,8,10,0.8599348534201955,0.8338762214983714,0.8219326818675353,0.8251900108577633,0.8555917480998915,0.8099891422366993,0.8306188925081434,0.8403908794788274,0.8794788273615635,0.9077090119435396
