Trial,Combination,Clients,Global Accuracy,Max Depth,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value
1,0000000010,2,0.7937024972855592,10,,,0.7937024972855592,0.09097174063800254,,,,,,,,,,,,,,,,
1,0000000100,3,0.7937024972855592,10,,,,,0.7937024972855592,0.08806875096316827,,,,,,,,,,,,,,
1,0000001000,4,0.8089033659066233,10,,,,,,,0.8089033659066233,0.09493951302203701,,,,,,,,,,,,
1,0000010000,5,0.8089033659066233,10,,,,,,,,,0.8089033659066233,0.09045596393897357,,,,,,,,,,
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.8946796959826275,10,0.8273615635179153,0.09558194637078125,0.7937024972855592,0.09097174063800254,0.7937024972855592,0.08806875096316827,0.8089033659066233,0.09493951302203701,0.8089033659066233,0.09045596393897357,0.8241042345276873,0.0976392741562643,0.8208469055374593,0.10224273770997057,0.8577633007600435,0.11038199260286634,0.8686210640608035,0.11554120434581584,0.8577633007600435,0.11417687625211885
2,0000000010,2,0.8425624321389794,10,,,0.8425624321389794,0.09788170823885106,,,,,,,,,,,,,,,,
2,0000010000,5,0.8306188925081434,10,,,,,,,,,0.8306188925081434,0.09097552910052885,,,,,,,,,,
2,0000100000,6,0.8403908794788274,10,,,,,,,,,,,0.8403908794788274,0.08930413832199538,,,,,,,,
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9120521172638436,10,0.8588490770901195,0.10916713907785329,0.8425624321389794,0.09788170823885106,0.8479913137893594,0.0976464474678761,0.8621064060803475,0.09793083900226757,0.8306188925081434,0.09097552910052885,0.8403908794788274,0.08930413832199538,0.8664495114006515,0.10639691987906272,0.8664495114006515,0.10539635298563876,0.8555917480998915,0.10296296296296302,0.8642779587404995,0.10233796296296296
3,0000010000,5,0.8056460369163952,10,,,,,,,,,0.8056460369163952,0.0862315174003484,,,,,,,,,,
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9196525515743756,10,0.8610206297502715,0.10267423773917252,0.8490770901194354,0.10193727628792533,0.8241042345276873,0.09215672494893266,0.8317046688382194,0.09950666216899966,0.8056460369163952,0.0862315174003484,0.8425624321389794,0.094394314199509,0.8577633007600435,0.10631078877832119,0.8881650380021715,0.11028981840670142,0.8697068403908795,0.11221866156931083,0.8403908794788274,0.09427999850077752
4,0000000010,2,0.8078175895765473,10,,,0.8078175895765473,0.08553675856307422,,,,,,,,,,,,,,,,
4,0000000100,3,0.8208469055374593,10,,,,,0.8208469055374593,0.09049327865117318,,,,,,,,,,,,,,
4,0000010000,5,0.7861020629750272,10,,,,,,,,,0.7861020629750272,0.08493487506645392,,,,,,,,,,
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9077090119435396,10,0.8132464712269273,0.09347516518569145,0.8078175895765473,0.08553675856307422,0.8208469055374593,0.09049327865117318,0.8588490770901195,0.10149521531100467,0.7861020629750272,0.08493487506645392,0.8349619978284474,0.09239671147565902,0.8751357220412594,0.11109544695071007,0.8903365906623235,0.11629452418926108,0.8773072747014115,0.11110826308194728,0.8729641693811075,0.11316976152502442
5,0000000001,1,0.7904451682953312,10,0.7904451682953312,0.07515400604686322,,,,,,,,,,,,,,,,,,
5,0000000010,2,0.8175895765472313,10,,,0.8175895765472313,0.08848119803476934,,,,,,,,,,,,,,,,
5,0000001000,4,0.8393051031487514,10,,,,,,,0.8393051031487514,0.09139880952380934,,,,,,,,,,,,
5,0000010011,"1,2,5",0.8403908794788274,10,0.7904451682953312,0.07515400604686322,0.8175895765472313,0.08848119803476934,,,,,0.8349619978284474,0.09700916477702182,,,,,,,,,,
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9120521172638436,10,0.7904451682953312,0.07515400604686322,0.8175895765472313,0.08848119803476934,0.8740499457111836,0.10808059334845037,0.8393051031487514,0.09139880952380934,0.8349619978284474,0.09700916477702182,0.8490770901194354,0.09830782312925165,0.8903365906623235,0.11333805744520024,0.8762214983713354,0.11020738851095985,0.8653637350705755,0.11110922146636432,0.8675352877307275,0.10691373771730917
6,0000000001,1,0.8132464712269273,10,0.8132464712269273,0.08735459286000793,,,,,,,,,,,,,,,,,,
6,0000010000,5,0.8175895765472313,10,,,,,,,,,0.8175895765472313,0.09233234007602245,,,,,,,,,,
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9022801302931596,10,0.8132464712269273,0.08735459286000793,0.8501628664495114,0.09991165740263194,0.8262757871878393,0.09204200332359186,0.8349619978284474,0.0959997516856721,0.8175895765472313,0.09233234007602245,0.8555917480998915,0.10378631597043138,0.8729641693811075,0.1076189521135368,0.8686210640608035,0.10739976696655384,0.8783930510314875,0.11071667335205226,0.8512486427795874,0.10283794624949853
7,0000000001,1,0.8165038002171553,10,0.8165038002171553,0.09329800734931994,,,,,,,,,,,,,,,,,,
7,0000100000,6,0.8197611292073833,10,,,,,,,,,,,0.8197611292073833,0.08936716293518238,,,,,,,,
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9098805646036916,10,0.8165038002171553,0.09329800734931994,0.8555917480998915,0.0967330567867562,0.8469055374592834,0.10106309429101779,0.8523344191096635,0.09999431753608352,0.8501628664495114,0.09975375989695796,0.8197611292073833,0.08936716293518238,0.8534201954397395,0.10332376785240739,0.8599348534201955,0.10250359889381376,0.8707926167209555,0.10626539000644018,0.8653637350705755,0.10769784445202077
8,0000000010,2,0.8262757871878393,10,,,0.8262757871878393,0.08992232754081098,,,,,,,,,,,,,,,,
8,0000001000,4,0.8273615635179153,10,,,,,,,0.8273615635179153,0.09074606935981323,,,,,,,,,,,,
8,0000010000,5,0.8089033659066233,10,,,,,,,,,0.8089033659066233,0.0895433686902879,,,,,,,,,,
8,0000100000,6,0.8186753528773073,10,,,,,,,,,,,0.8186753528773073,0.09258679380124868,,,,,,,,
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9163952225841476,10,0.8338762214983714,0.09584649815692442,0.8262757871878393,0.08992232754081098,0.8783930510314875,0.11019803656059579,0.8273615635179153,0.09074606935981323,0.8089033659066233,0.0895433686902879,0.8186753528773073,0.09258679380124868,0.8729641693811075,0.11194237568645152,0.8849077090119435,0.11161983750846291,0.8610206297502715,0.10750535996389078,0.8534201954397395,0.1000893327315128
9,0000000100,3,0.7947882736156352,10,,,,,0.7947882736156352,0.08899412968756006,,,,,,,,,,,,,,
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.8925081433224755,10,0.8197611292073833,0.0967539489437298,0.8295331161780674,0.09572809253466169,0.7947882736156352,0.08899412968756006,0.8436482084690554,0.10128799289383214,0.7969598262757872,0.09235362839377405,0.8512486427795874,0.10359894566098943,0.8436482084690554,0.10659203259568201,0.8762214983713354,0.11712673309388637,0.8219326818675353,0.0978971150503995,0.8230184581976113,0.0996673811454833
10,0000000010,2,0.8566775244299675,10,,,0.8566775244299675,0.09259568313306639,,,,,,,,,,,,,,,,
10,0000000100,3,0.8566775244299675,10,,,,,0.8566775244299675,0.09588108218365239,,,,,,,,,,,,,,
10,0000010000,5,0.8512486427795874,10,,,,,,,,,0.8512486427795874,0.09229342827473672,,,,,,,,,,
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9294245385450597,10,0.8610206297502715,0.09420662735499188,0.8566775244299675,0.09259568313306639,0.8566775244299675,0.09588108218365239,0.8849077090119435,0.10461031375166872,0.8512486427795874,0.09229342827473672,0.8794788273615635,0.10304201898828058,0.8914223669923995,0.10821882880878213,0.8653637350705755,0.09735573357068673,0.8892508143322475,0.10707192923898523,0.8827361563517915,0.10472435469514896
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9196525515743756,100,0.8425624321389794,0.10125653567212009,0.8566775244299675,0.10441567811697668,0.8447339847991314,0.09822716965574102,0.8219326818675353,0.0947203950450703,0.8327904451682954,0.09549858510897488,0.8230184581976113,0.09141742096287556,0.8545059717698155,0.10373868555686731,0.8425624321389794,0.0991979160810329,0.8610206297502715,0.10597205824478542,0.8588490770901195,0.10555555555555539
2,0000001000,4,0.7763300760043431,100,,,,,,,0.7763300760043431,0.08760844035307049,,,,,,,,,,,,
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9098805646036916,100,0.8306188925081434,0.08984685759745424,0.8099891422366993,0.09378291093684886,0.8251900108577633,0.08446509073000721,0.7763300760043431,0.08760844035307049,0.8469055374592834,0.09498759328711608,0.7947882736156352,0.09256118119483267,0.8849077090119435,0.117117949009357,0.8642779587404995,0.11395565783990602,0.8697068403908795,0.11566276470811064,0.8545059717698155,0.11001155434329637
3,0000000001,1,0.8067318132464713,100,0.8067318132464713,0.0834899496521771,,,,,,,,,,,,,,,,,,
3,0000010000,5,0.8186753528773073,100,,,,,,,,,0.8186753528773073,0.09302769130250944,,,,,,,,,,
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.8968512486427795,100,0.8067318132464713,0.0834899496521771,0.8436482084690554,0.10024309158691719,0.8175895765472313,0.09762817556401089,0.8512486427795874,0.09975546715861489,0.8186753528773073,0.09302769130250944,0.8284473398479913,0.10047945731965086,0.8371335504885994,0.10630308620623397,0.8306188925081434,0.105391732964372,0.8479913137893594,0.1112336177408814,0.8273615635179153,0.10244773050463103
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9163952225841476,100,0.8425624321389794,0.09818184382757834,0.7991313789359392,0.09591467313623706,0.7980456026058632,0.09479284209734436,0.8110749185667753,0.087614251861882,0.8349619978284474,0.0974455540510043,0.8610206297502715,0.1005364665613481,0.8566775244299675,0.10512440758293849,0.8610206297502715,0.10720444971037388,0.8338762214983714,0.1009845407357255,0.8783930510314875,0.11220097043556741
5,0000001000,4,0.8132464712269273,100,,,,,,,0.8132464712269273,0.08951506354788874,,,,,,,,,,,,
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9261672095548317,100,0.8425624321389794,0.10012607231247328,0.8675352877307275,0.10426412847280357,0.8512486427795874,0.09632389884441454,0.8132464712269273,0.08951506354788874,0.8479913137893594,0.09647927948045194,0.8501628664495114,0.09454865181711625,0.8805646036916395,0.10703167159790826,0.8545059717698155,0.10338255270846135,0.8631921824104235,0.10313971231321742,0.8621064060803475,0.1051889689052643
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9055374592833876,100,0.8512486427795874,0.10588909824521317,0.8403908794788274,0.10323550683262903,0.8186753528773073,0.0942317574511818,0.7839305103148752,0.08658121122149902,0.8121606948968513,0.09318212096989063,0.745928338762215,0.08267861900955413,0.8403908794788274,0.1025860264169615,0.8545059717698155,0.11551330364280026,0.8382193268186754,0.10502550340679806,0.8686210640608035,0.11107685280347152
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9305103148751357,100,0.8588490770901195,0.09159998888703691,0.8230184581976113,0.09076096016002676,0.8219326818675353,0.0858235631864572,0.8566775244299675,0.10223694689855732,0.8479913137893594,0.10028013928247305,0.8512486427795874,0.10060426737789628,0.8664495114006515,0.09897945953955294,0.9120521172638436,0.11431071845307557,0.8762214983713354,0.10500083347224533,0.8946796959826275,0.11040312274267929
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9120521172638436,100,0.8490770901194354,0.09754393424036288,0.8262757871878393,0.09019463340891931,0.8436482084690554,0.10027116402116398,0.8610206297502715,0.10131519274376423,0.8197611292073833,0.08868622448979596,0.8555917480998915,0.10084986772486768,0.8751357220412594,0.11033824640967506,0.8382193268186754,0.09928949357520772,0.8523344191096635,0.10604213907785348,0.8653637350705755,0.10546910430838999
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9218241042345277,100,0.8436482084690554,0.10065810383831575,0.7719869706840391,0.0864803597135753,0.8045602605863192,0.09122029652064982,0.8089033659066233,0.09917783760539914,0.8284473398479913,0.0980976685923682,0.7850162866449512,0.08976340045244628,0.8816503800217155,0.11828481687138935,0.8403908794788274,0.10422485837680177,0.8512486427795874,0.1113924878942546,0.8230184581976113,0.10070017013479904
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9087947882736156,100,0.8273615635179153,0.0942296751436536,0.8197611292073833,0.09352942292010388,0.8175895765472313,0.0923308869545428,0.8186753528773073,0.08940281807665308,0.8555917480998915,0.10474768162940198,0.7969598262757872,0.09370341924105366,0.8599348534201955,0.10907957368530843,0.8479913137893594,0.10751218448351042,0.8816503800217155,0.11653818436972578,0.8338762214983714,0.09892615349604564
