Trial,Combination,Clients,Global Accuracy,Subsample Ratio,Max Iter
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6302870939678009,0.6,100
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6286644314327329,0.7,10
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6071397151542995,0.7,10
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6173253438382812,0.7,10
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.621118073137115,0.7,10
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6206097692104672,0.7,10
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6246175501705751,0.7,10
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6206977448900792,0.7,10
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.624852151982874,0.7,10
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6053117760334699,0.7,10
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6212549241942894,0.7,10
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.637090546524472,0.7,100
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6160936843237114,0.7,100
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6238355441295784,0.7,100
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6253800060605468,0.7,100
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.626513914819992,0.7,100
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6313916775007087,0.7,100
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6291043098307935,0.7,100
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6271883950303516,0.7,100
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6186156538059256,0.7,100
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6304728204025376,0.7,100
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6285666806776082,0.8,10
2,1111101111,"1,2,3,4,6,7,8,9,10",0.6240799210173898,0.8,10
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6169538909688077,0.8,10
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6205120184553425,0.8,10
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6201014652838193,0.8,10
6,0000000011,"1,2",0.42767910382107704,0.8,10
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.624979227964536,0.8,10
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.61994506407562,0.8,10
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6257416838545078,0.8,10
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6055366027702564,0.8,10
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6207954956452039,0.8,10
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6375695252245823,0.8,100
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6161816600033235,0.8,100
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6241385714704646,0.8,100
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6244709240378882,0.8,100
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6272372704079139,0.8,100
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6313232519721215,0.8,100
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6275989482018749,0.8,100
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6270124436711274,0.8,100
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6181562252568401,0.8,100
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.6304532702515127,0.8,100
