Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy(low-quality client),Client 2 Accuracy(low-quality client),Client 3 Accuracy(low-quality client),Client 4 Accuracy(low-quality client),Client 5 Accuracy(low-quality client),Client 6 Accuracy(low-quality client),Client 7 Accuracy(low-quality client),Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7421052631578947,1,1,7,10,0.5242105263157895,0.3989473684210526,0.47578947368421054,0.3021052631578947,0.4978947368421053,0.531578947368421,0.47789473684210526,0.5757894736842105,0.5378947368421053,0.4242105263157895
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7410526315789474,2,1,7,10,0.4442105263157895,0.5536842105263158,0.30105263157894735,0.4768421052631579,0.44,0.5463157894736842,0.5684210526315789,0.5536842105263158,0.5284210526315789,0.4905263157894737
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.728421052631579,3,1,7,10,0.4673684210526316,0.4568421052631579,0.4610526315789474,0.4326315789473684,0.52,0.5389473684210526,0.33789473684210525,0.4463157894736842,0.5052631578947369,0.5094736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7378947368421053,4,1,7,10,0.3568421052631579,0.38526315789473686,0.48,0.5610526315789474,0.5305263157894737,0.5578947368421052,0.4515789473684211,0.4789473684210526,0.5452631578947369,0.4631578947368421
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6610526315789473,5,1,7,10,0.28842105263157897,0.32526315789473687,0.33052631578947367,0.36105263157894735,0.5484210526315789,0.32,0.40210526315789474,0.4694736842105263,0.5178947368421053,0.4694736842105263
0000100110,37,"[2, 3, 6]",0.3431578947368421,6,1,7,10,0.5768421052631579,0.3136842105263158,0.3273684210526316,0.5189473684210526,0.38421052631578945,0.3042105263157895,0.6010526315789474,0.5378947368421053,0.4863157894736842,0.5726315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7526315789473684,6,1,7,10,0.5768421052631579,0.3136842105263158,0.3273684210526316,0.5189473684210526,0.38421052631578945,0.3042105263157895,0.6010526315789474,0.5378947368421053,0.4863157894736842,0.5726315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7663157894736842,7,1,7,10,0.5778947368421052,0.4863157894736842,0.3568421052631579,0.5421052631578948,0.4652631578947368,0.48,0.5031578947368421,0.42736842105263156,0.508421052631579,0.5063157894736842
0000110011,50,"[1, 2, 5, 6]",0.41789473684210526,8,1,7,10,0.37473684210526315,0.35578947368421054,0.54,0.5726315789473684,0.31684210526315787,0.36736842105263157,0.5452631578947369,0.6126315789473684,0.5842105263157895,0.4473684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7663157894736842,8,1,7,10,0.37473684210526315,0.35578947368421054,0.54,0.5726315789473684,0.31684210526315787,0.36736842105263157,0.5452631578947369,0.6126315789473684,0.5842105263157895,0.4473684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7,9,1,7,10,0.3957894736842105,0.2905263157894737,0.3126315789473684,0.5189473684210526,0.47368421052631576,0.3294736842105263,0.5221052631578947,0.68,0.4421052631578947,0.3863157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7210526315789474,10,1,7,10,0.4884210526315789,0.29157894736842105,0.3863157894736842,0.3863157894736842,0.46842105263157896,0.4589473684210526,0.5178947368421053,0.3642105263157895,0.5347368421052632,0.4515789473684211
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6789473684210526,11,1,7,10,0.30736842105263157,0.41368421052631577,0.36736842105263157,0.3126315789473684,0.42736842105263156,0.3547368421052632,0.6010526315789474,0.4663157894736842,0.5768421052631579,0.5
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6821052631578948,12,1,7,10,0.44105263157894736,0.39789473684210525,0.4568421052631579,0.3778947368421053,0.5347368421052632,0.5484210526315789,0.38421052631578945,0.4589473684210526,0.4768421052631579,0.3936842105263158
