Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy(low-quality client),Client 2 Accuracy(low-quality client),Client 3 Accuracy(low-quality client),Client 4 Accuracy(low-quality client),Client 5 Accuracy(low-quality client),Client 6 Accuracy(low-quality client),Client 7 Accuracy(low-quality client),Client 8 Accuracy(low-quality client),Client 9 Accuracy(low-quality client),Client 10 Accuracy(low-quality client)
0001000011,66,"[1, 2, 7]",0.2968421052631579,1,1,10,10,0.26526315789473687,0.26842105263157895,0.5294736842105263,0.45263157894736844,0.4536842105263158,0.4168421052631579,0.27052631578947367,0.3631578947368421,0.5515789473684211,0.4336842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.651578947368421,1,1,10,10,0.26526315789473687,0.26842105263157895,0.5294736842105263,0.45263157894736844,0.4536842105263158,0.4168421052631579,0.27052631578947367,0.3631578947368421,0.5515789473684211,0.4336842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7094736842105264,2,1,10,10,0.4105263157894737,0.27578947368421053,0.531578947368421,0.6147368421052631,0.5,0.5252631578947369,0.3705263157894737,0.4336842105263158,0.4905263157894737,0.46842105263157896
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6063157894736843,3,1,10,10,0.38526315789473686,0.39789473684210525,0.32,0.48105263157894734,0.4926315789473684,0.4431578947368421,0.3263157894736842,0.3031578947368421,0.36736842105263157,0.3642105263157895
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6526315789473685,4,1,10,10,0.38842105263157894,0.28526315789473683,0.5136842105263157,0.4631578947368421,0.44,0.5621052631578948,0.21894736842105264,0.4557894736842105,0.4010526315789474,0.4842105263157895
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7136842105263158,5,1,10,10,0.4126315789473684,0.37157894736842106,0.5442105263157895,0.5210526315789473,0.4368421052631579,0.36736842105263157,0.49157894736842106,0.5421052631578948,0.3136842105263158,0.4905263157894737
0000001011,10,"[1, 2, 4]",0.3705263157894737,6,1,10,10,0.33052631578947367,0.34421052631578947,0.4463157894736842,0.32421052631578945,0.4884210526315789,0.48947368421052634,0.43894736842105264,0.4631578947368421,0.40842105263157896,0.4515789473684211
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6484210526315789,6,1,10,10,0.33052631578947367,0.34421052631578947,0.4463157894736842,0.32421052631578945,0.4884210526315789,0.48947368421052634,0.43894736842105264,0.4631578947368421,0.40842105263157896,0.4515789473684211
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6873684210526316,7,1,10,10,0.5821052631578948,0.4073684210526316,0.4884210526315789,0.4,0.3726315789473684,0.39473684210526316,0.5294736842105263,0.4705263157894737,0.31157894736842107,0.4126315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7,8,1,10,10,0.5778947368421052,0.38842105263157894,0.5673684210526316,0.3894736842105263,0.5042105263157894,0.4442105263157895,0.44105263157894736,0.5136842105263157,0.43157894736842106,0.46210526315789474
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6873684210526316,9,1,10,10,0.48526315789473684,0.3473684210526316,0.31473684210526315,0.5168421052631579,0.29789473684210527,0.4536842105263158,0.4957894736842105,0.49894736842105264,0.3642105263157895,0.35789473684210527
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7242105263157895,10,1,10,10,0.43473684210526314,0.31157894736842107,0.6042105263157894,0.49473684210526314,0.4105263157894737,0.4936842105263158,0.6168421052631579,0.5473684210526316,0.4926315789473684,0.46210526315789474
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7063157894736842,11,1,10,10,0.4421052631578947,0.3431578947368421,0.47157894736842104,0.5389473684210526,0.4610526315789474,0.5863157894736842,0.5621052631578948,0.52,0.47789473684210526,0.40210526315789474
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7252631578947368,12,1,10,10,0.3631578947368421,0.5284210526315789,0.4463157894736842,0.38526315789473686,0.3989473684210526,0.45052631578947366,0.5021052631578947,0.5326315789473685,0.46842105263157896,0.3663157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7094736842105264,13,1,10,10,0.45263157894736844,0.3684210526315789,0.4631578947368421,0.3336842105263158,0.4421052631578947,0.5757894736842105,0.4726315789473684,0.48736842105263156,0.47578947368421054,0.5410526315789473
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6957894736842105,14,1,10,10,0.3821052631578947,0.34,0.37473684210526315,0.5231578947368422,0.38105263157894737,0.5189473684210526,0.391578947368421,0.5357894736842105,0.41578947368421054,0.41157894736842104
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6873684210526316,15,1,10,10,0.3389473684210526,0.2305263157894737,0.5473684210526316,0.30736842105263157,0.4663157894736842,0.4789473684210526,0.4421052631578947,0.5789473684210527,0.4768421052631579,0.4442105263157895
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6810526315789474,16,1,10,10,0.46421052631578946,0.4010526315789474,0.3894736842105263,0.48105263157894734,0.4231578947368421,0.3410526315789474,0.5210526315789473,0.5252631578947369,0.4557894736842105,0.4284210526315789
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6673684210526316,17,1,10,10,0.3989473684210526,0.3463157894736842,0.5294736842105263,0.29157894736842105,0.4284210526315789,0.5368421052631579,0.3178947368421053,0.4378947368421053,0.41578947368421054,0.43894736842105264
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6452631578947369,18,1,10,10,0.26,0.3231578947368421,0.32421052631578945,0.5431578947368421,0.5,0.4010526315789474,0.47578947368421054,0.4063157894736842,0.4726315789473684,0.4694736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6578947368421053,19,1,10,10,0.3463157894736842,0.44105263157894736,0.2673684210526316,0.4557894736842105,0.4957894736842105,0.29789473684210527,0.47157894736842104,0.41789473684210526,0.47368421052631576,0.38842105263157894
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6905263157894737,20,1,10,10,0.5368421052631579,0.2905263157894737,0.4494736842105263,0.3452631578947368,0.31157894736842107,0.5168421052631579,0.43157894736842106,0.4968421052631579,0.37894736842105264,0.4589473684210526
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6831578947368421,21,1,10,10,0.4378947368421053,0.4378947368421053,0.4863157894736842,0.3821052631578947,0.39789473684210525,0.4589473684210526,0.48947368421052634,0.5,0.4147368421052632,0.4305263157894737
