Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy(low-quality client),Client 2 Accuracy(low-quality client),Client 3 Accuracy(low-quality client),Client 4 Accuracy(low-quality client),Client 5 Accuracy(low-quality client),Client 6 Accuracy(low-quality client),Client 7 Accuracy(low-quality client),Client 8 Accuracy(low-quality client),Client 9 Accuracy(low-quality client),Client 10 Accuracy(low-quality client)
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7189473684210527,1,0.7,10,10,0.64,0.37894736842105264,0.5410526315789473,0.4231578947368421,0.49157894736842106,0.4978947368421053,0.5463157894736842,0.5378947368421053,0.5273684210526316,0.48526315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.748421052631579,2,0.7,10,10,0.5926315789473684,0.5442105263157895,0.31473684210526315,0.42210526315789476,0.5431578947368421,0.5452631578947369,0.6105263157894737,0.3821052631578947,0.5389473684210526,0.4926315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6778947368421052,3,0.7,10,10,0.4431578947368421,0.38105263157894737,0.2336842105263158,0.45789473684210524,0.48526315789473684,0.5210526315789473,0.3547368421052632,0.4957894736842105,0.42105263157894735,0.47157894736842104
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6894736842105263,4,0.7,10,10,0.35789473684210527,0.3705263157894737,0.42210526315789476,0.5010526315789474,0.5389473684210526,0.4905263157894737,0.45789473684210524,0.3705263157894737,0.45052631578947366,0.3894736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7126315789473684,5,0.7,10,10,0.3473684210526316,0.31894736842105265,0.27052631578947367,0.3989473684210526,0.5842105263157895,0.5168421052631579,0.5452631578947369,0.5168421052631579,0.5073684210526316,0.4442105263157895
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7336842105263158,6,0.7,10,10,0.4968421052631579,0.4421052631578947,0.5336842105263158,0.4557894736842105,0.4242105263157895,0.5473684210526316,0.5736842105263158,0.4357894736842105,0.45789473684210524,0.3042105263157895
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.728421052631579,7,0.7,10,10,0.47578947368421054,0.41368421052631577,0.47157894736842104,0.5842105263157895,0.4052631578947368,0.43157894736842106,0.5273684210526316,0.511578947368421,0.4473684210526316,0.4189473684210526
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7178947368421053,8,0.7,10,10,0.3094736842105263,0.3642105263157895,0.4978947368421053,0.4168421052631579,0.47578947368421054,0.5021052631578947,0.49894736842105264,0.4473684210526316,0.4926315789473684,0.4926315789473684
0100100011,290,"[1, 2, 6, 9]",0.3726315789473684,9,0.7,10,10,0.3389473684210526,0.29789473684210527,0.5042105263157894,0.4263157894736842,0.5357894736842105,0.3452631578947368,0.5768421052631579,0.5957894736842105,0.3684210526315789,0.4905263157894737
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7115789473684211,9,0.7,10,10,0.3389473684210526,0.29789473684210527,0.5042105263157894,0.4263157894736842,0.5357894736842105,0.3452631578947368,0.5768421052631579,0.5957894736842105,0.3684210526315789,0.4905263157894737
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7031578947368421,10,0.7,10,10,0.6021052631578947,0.30842105263157893,0.4336842105263158,0.4378947368421053,0.46,0.4884210526315789,0.46842105263157896,0.26421052631578945,0.4442105263157895,0.3968421052631579
0000100011,34,"[1, 2, 6]",0.3778947368421053,11,0.7,10,10,0.3178947368421053,0.3410526315789474,0.5631578947368421,0.44842105263157894,0.4842105263157895,0.3547368421052632,0.5547368421052632,0.5157894736842106,0.4589473684210526,0.5021052631578947
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7010526315789474,11,0.7,10,10,0.3178947368421053,0.3410526315789474,0.5631578947368421,0.44842105263157894,0.4842105263157895,0.3547368421052632,0.5547368421052632,0.5157894736842106,0.4589473684210526,0.5021052631578947
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7136842105263158,12,0.7,10,10,0.3936842105263158,0.3294736842105263,0.4863157894736842,0.4494736842105263,0.5368421052631579,0.6094736842105263,0.4442105263157895,0.25894736842105265,0.5368421052631579,0.56
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.708421052631579,13,0.7,10,10,0.4442105263157895,0.24736842105263157,0.4284210526315789,0.5147368421052632,0.4705263157894737,0.5210526315789473,0.5663157894736842,0.37684210526315787,0.48736842105263156,0.4536842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7105263157894737,14,0.7,10,10,0.48105263157894734,0.2326315789473684,0.45789473684210524,0.4263157894736842,0.5705263157894737,0.4442105263157895,0.5778947368421052,0.2863157894736842,0.531578947368421,0.4231578947368421
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.74,15,0.7,10,10,0.5336842105263158,0.5147368421052632,0.4494736842105263,0.47789473684210526,0.6031578947368421,0.4589473684210526,0.4536842105263158,0.4978947368421053,0.4326315789473684,0.5463157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7294736842105263,16,0.7,10,10,0.3684210526315789,0.4305263157894737,0.52,0.6442105263157895,0.4726315789473684,0.47789473684210526,0.4631578947368421,0.5452631578947369,0.4652631578947368,0.5073684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7031578947368421,17,0.7,10,10,0.3273684210526316,0.3094736842105263,0.45473684210526316,0.31157894736842107,0.4326315789473684,0.5968421052631578,0.5536842105263158,0.531578947368421,0.5263157894736842,0.3526315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7178947368421053,18,0.7,10,10,0.3505263157894737,0.36,0.4957894736842105,0.6126315789473684,0.5389473684210526,0.47157894736842104,0.5357894736842105,0.47368421052631576,0.5189473684210526,0.38842105263157894
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7136842105263158,19,0.7,10,10,0.38105263157894737,0.39052631578947367,0.36105263157894735,0.4442105263157895,0.5273684210526316,0.5242105263157895,0.4378947368421053,0.5873684210526315,0.49894736842105264,0.47157894736842104
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7315789473684211,20,0.7,10,10,0.5473684210526316,0.2536842105263158,0.531578947368421,0.36736842105263157,0.5157894736842106,0.32105263157894737,0.5168421052631579,0.5473684210526316,0.4663157894736842,0.5052631578947369
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7042105263157895,21,0.7,10,10,0.38105263157894737,0.43894736842105264,0.44,0.5463157894736842,0.4884210526315789,0.5452631578947369,0.4747368421052632,0.5378947368421053,0.40421052631578946,0.3821052631578947
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7052631578947368,22,0.7,10,10,0.40210526315789474,0.32526315789473687,0.4463157894736842,0.34210526315789475,0.5463157894736842,0.48947368421052634,0.5357894736842105,0.3178947368421053,0.3936842105263158,0.42947368421052634
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.716842105263158,23,0.7,10,10,0.4610526315789474,0.3547368421052632,0.41368421052631577,0.35368421052631577,0.4884210526315789,0.5210526315789473,0.5421052631578948,0.5726315789473684,0.5473684210526316,0.5147368421052632
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.708421052631579,24,0.7,10,10,0.29368421052631577,0.2905263157894737,0.4557894736842105,0.3126315789473684,0.391578947368421,0.5957894736842105,0.5105263157894737,0.3821052631578947,0.36210526315789476,0.5126315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6747368421052632,25,0.7,10,10,0.3863157894736842,0.4031578947368421,0.4694736842105263,0.35789473684210527,0.42736842105263156,0.29368421052631577,0.54,0.5589473684210526,0.4378947368421053,0.48526315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7031578947368421,26,0.7,10,10,0.4863157894736842,0.3526315789473684,0.27578947368421053,0.38526315789473686,0.4957894736842105,0.3831578947368421,0.47368421052631576,0.5852631578947368,0.5063157894736842,0.4726315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7315789473684211,27,0.7,10,10,0.5473684210526316,0.2536842105263158,0.531578947368421,0.36736842105263157,0.5157894736842106,0.32105263157894737,0.5168421052631579,0.5473684210526316,0.4663157894736842,0.5052631578947369
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7021052631578948,28,0.7,10,10,0.39052631578947367,0.4105263157894737,0.4978947368421053,0.40421052631578946,0.47157894736842104,0.4305263157894737,0.4231578947368421,0.4,0.47368421052631576,0.47578947368421054
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7136842105263158,29,0.7,10,10,0.5147368421052632,0.33789473684210525,0.4105263157894737,0.41368421052631577,0.4536842105263158,0.4968421052631579,0.42947368421052634,0.4378947368421053,0.4957894736842105,0.5168421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7063157894736842,30,0.7,10,10,0.32842105263157895,0.3273684210526316,0.5021052631578947,0.5284210526315789,0.4168421052631579,0.48,0.46421052631578946,0.45473684210526316,0.4168421052631579,0.48
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.716842105263158,31,0.7,10,10,0.4305263157894737,0.3736842105263158,0.5768421052631579,0.5210526315789473,0.5294736842105263,0.531578947368421,0.531578947368421,0.5231578947368422,0.4957894736842105,0.39789473684210525
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6978947368421052,32,0.7,10,10,0.5326315789473685,0.47578947368421054,0.40210526315789474,0.41578947368421054,0.43473684210526314,0.4515789473684211,0.26,0.4,0.4589473684210526,0.5242105263157895
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7178947368421053,33,0.7,10,10,0.4431578947368421,0.4378947368421053,0.45052631578947366,0.5621052631578948,0.6452631578947369,0.6221052631578947,0.49473684210526314,0.3389473684210526,0.46210526315789474,0.4589473684210526
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.708421052631579,34,0.7,10,10,0.4,0.28421052631578947,0.4968421052631579,0.6010526315789474,0.48105263157894734,0.5473684210526316,0.4063157894736842,0.5126315789473684,0.3463157894736842,0.39263157894736844
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.68,35,0.7,10,10,0.4284210526315789,0.36105263157894735,0.32,0.5726315789473684,0.3157894736842105,0.4926315789473684,0.4589473684210526,0.4147368421052632,0.5136842105263157,0.46210526315789474
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7147368421052631,36,0.7,10,10,0.46421052631578946,0.3063157894736842,0.39052631578947367,0.4884210526315789,0.44526315789473686,0.4652631578947368,0.5105263157894737,0.5378947368421053,0.4189473684210526,0.5305263157894737
