Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy(low-quality client),Client 2 Accuracy(low-quality client),Client 3 Accuracy(low-quality client),Client 4 Accuracy(low-quality client),Client 5 Accuracy(low-quality client),Client 6 Accuracy(low-quality client),Client 7 Accuracy(low-quality client),Client 8 Accuracy(low-quality client),Client 9 Accuracy(low-quality client),Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7147368421052631,1,0.7,9,10,0.3736842105263158,0.5010526315789474,0.5168421052631579,0.34,0.5326315789473685,0.4189473684210526,0.4147368421052632,0.35368421052631577,0.5610526315789474,0.41157894736842104
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7347368421052631,2,0.7,9,10,0.37894736842105264,0.3021052631578947,0.5715789473684211,0.5642105263157895,0.5031578947368421,0.4957894736842105,0.5052631578947369,0.5242105263157895,0.4336842105263158,0.508421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7094736842105264,3,0.7,9,10,0.4357894736842105,0.4726315789473684,0.31684210526315787,0.44842105263157894,0.5010526315789474,0.44526315789473686,0.5505263157894736,0.3589473684210526,0.4147368421052632,0.52
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7136842105263158,4,0.7,9,10,0.4884210526315789,0.31157894736842107,0.5294736842105263,0.52,0.37157894736842106,0.4473684210526316,0.2578947368421053,0.6136842105263158,0.5221052631578947,0.4673684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.716842105263158,5,0.7,9,10,0.4305263157894737,0.3726315789473684,0.4031578947368421,0.4263157894736842,0.45052631578947366,0.47157894736842104,0.5631578947368421,0.4905263157894737,0.4663157894736842,0.31684210526315787
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6873684210526316,6,0.7,9,10,0.3431578947368421,0.3873684210526316,0.4673684210526316,0.3547368421052632,0.39052631578947367,0.4431578947368421,0.3873684210526316,0.4094736842105263,0.46842105263157896,0.5252631578947369
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7252631578947368,7,0.7,9,10,0.6021052631578947,0.45052631578947366,0.48,0.4494736842105263,0.4673684210526316,0.4421052631578947,0.5305263157894737,0.4284210526315789,0.5515789473684211,0.3736842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7273684210526316,8,0.7,9,10,0.4842105263157895,0.49473684210526314,0.531578947368421,0.3473684210526316,0.56,0.5463157894736842,0.4747368421052632,0.5410526315789473,0.4652631578947368,0.5915789473684211
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7410526315789474,9,0.7,9,10,0.5210526315789473,0.4694736842105263,0.2905263157894737,0.3894736842105263,0.38105263157894737,0.5778947368421052,0.5,0.5547368421052632,0.30526315789473685,0.4589473684210526
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7505263157894737,10,0.7,9,10,0.40842105263157896,0.39473684210526316,0.5431578947368421,0.5715789473684211,0.4126315789473684,0.4063157894736842,0.6473684210526316,0.5231578947368422,0.4926315789473684,0.5094736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7273684210526316,11,0.7,9,10,0.4568421052631579,0.34421052631578947,0.42,0.5673684210526316,0.47368421052631576,0.6210526315789474,0.5621052631578948,0.5010526315789474,0.5515789473684211,0.5
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7494736842105263,12,0.7,9,10,0.5810526315789474,0.3757894736842105,0.49894736842105264,0.38105263157894737,0.5347368421052632,0.3778947368421053,0.5705263157894737,0.5536842105263158,0.5242105263157895,0.5094736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7294736842105263,13,0.7,9,10,0.38842105263157894,0.4831578947368421,0.4610526315789474,0.3431578947368421,0.5189473684210526,0.5968421052631578,0.4831578947368421,0.5073684210526316,0.4978947368421053,0.52
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7368421052631579,14,0.7,9,10,0.40210526315789474,0.4,0.47157894736842104,0.5189473684210526,0.48947368421052634,0.5989473684210527,0.4968421052631579,0.5631578947368421,0.4610526315789474,0.5726315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7326315789473684,15,0.7,9,10,0.42947368421052634,0.2810526315789474,0.49473684210526314,0.3452631578947368,0.4957894736842105,0.5673684210526316,0.5284210526315789,0.4421052631578947,0.4726315789473684,0.4968421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7294736842105263,16,0.7,9,10,0.6031578947368421,0.3821052631578947,0.5031578947368421,0.5189473684210526,0.4568421052631579,0.5042105263157894,0.5589473684210526,0.31684210526315787,0.4694736842105263,0.5357894736842105
0001001011,74,"[1, 2, 4, 7]",0.4031578947368421,17,0.7,9,10,0.35789473684210527,0.31894736842105265,0.49157894736842106,0.3063157894736842,0.52,0.49894736842105264,0.3105263157894737,0.4863157894736842,0.5336842105263158,0.5010526315789474
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6894736842105263,17,0.7,9,10,0.35789473684210527,0.31894736842105265,0.49157894736842106,0.3063157894736842,0.52,0.49894736842105264,0.3105263157894737,0.4863157894736842,0.5336842105263158,0.5010526315789474
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.708421052631579,18,0.7,9,10,0.4936842105263158,0.31157894736842107,0.4673684210526316,0.5684210526315789,0.5147368421052632,0.4147368421052632,0.5252631578947369,0.46421052631578946,0.4557894736842105,0.4768421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7136842105263158,19,0.7,9,10,0.48736842105263156,0.4842105263157895,0.4936842105263158,0.5210526315789473,0.5357894736842105,0.38,0.4673684210526316,0.5168421052631579,0.4357894736842105,0.631578947368421
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7305263157894737,20,0.7,9,10,0.5157894736842106,0.511578947368421,0.5694736842105264,0.3368421052631579,0.34421052631578947,0.4768421052631579,0.5789473684210527,0.5063157894736842,0.4010526315789474,0.5684210526315789
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7221052631578947,21,0.7,9,10,0.4863157894736842,0.4147368421052632,0.4494736842105263,0.3968421052631579,0.4442105263157895,0.3547368421052632,0.5263157894736842,0.5631578947368421,0.41368421052631577,0.4863157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7031578947368421,22,0.7,9,10,0.46842105263157896,0.4073684210526316,0.5178947368421053,0.4010526315789474,0.5789473684210527,0.5284210526315789,0.46,0.52,0.4421052631578947,0.4747368421052632
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6915789473684211,23,0.7,9,10,0.4063157894736842,0.29789473684210527,0.4105263157894737,0.48105263157894734,0.5336842105263158,0.40421052631578946,0.4842105263157895,0.5010526315789474,0.3873684210526316,0.41368421052631577
