Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy(low-quality client),Client 2 Accuracy(low-quality client),Client 3 Accuracy(low-quality client),Client 4 Accuracy(low-quality client),Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7505263157894737,1,2,4,10,0.4936842105263158,0.37684210526315787,0.4473684210526316,0.3410526315789474,0.54,0.4031578947368421,0.5873684210526315,0.5757894736842105,0.5378947368421053,0.4242105263157895
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7294736842105263,2,2,4,10,0.26421052631578945,0.25684210526315787,0.37894736842105264,0.2336842105263158,0.5515789473684211,0.5378947368421053,0.7094736842105264,0.5536842105263158,0.5284210526315789,0.4905263157894737
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7010526315789474,3,2,4,10,0.38421052631578945,0.27578947368421053,0.25263157894736843,0.29894736842105263,0.5715789473684211,0.38421052631578945,0.6010526315789474,0.4463157894736842,0.5052631578947369,0.5094736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6863157894736842,4,2,4,10,0.32,0.2736842105263158,0.3021052631578947,0.40842105263157896,0.5347368421052632,0.3863157894736842,0.5915789473684211,0.4789473684210526,0.5452631578947369,0.4631578947368421
0000001111,14,"[1, 2, 3, 4]",0.37473684210526315,5,2,4,10,0.3178947368421053,0.2789473684210526,0.3042105263157895,0.3126315789473684,0.5842105263157895,0.46421052631578946,0.64,0.4694736842105263,0.5178947368421053,0.4694736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7136842105263158,5,2,4,10,0.3178947368421053,0.2789473684210526,0.3042105263157895,0.3126315789473684,0.5842105263157895,0.46421052631578946,0.64,0.4694736842105263,0.5178947368421053,0.4694736842105263
0000001110,13,"[2, 3, 4]",0.3431578947368421,6,2,4,10,0.5147368421052632,0.32105263157894737,0.2873684210526316,0.32526315789473687,0.6642105263157895,0.5578947368421052,0.6926315789473684,0.5378947368421053,0.4863157894736842,0.5726315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7684210526315789,6,2,4,10,0.5147368421052632,0.32105263157894737,0.2873684210526316,0.32526315789473687,0.6642105263157895,0.5578947368421052,0.6926315789473684,0.5378947368421053,0.4863157894736842,0.5726315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7557894736842106,7,2,4,10,0.31157894736842107,0.4094736842105263,0.4147368421052632,0.4473684210526316,0.5494736842105263,0.3989473684210526,0.6273684210526316,0.42736842105263156,0.508421052631579,0.5063157894736842
1000101111,558,"[1, 2, 3, 4, 6, 10]",0.5010526315789474,8,2,4,10,0.27263157894736845,0.30526315789473685,0.3452631578947368,0.4147368421052632,0.6031578947368421,0.4336842105263158,0.5863157894736842,0.6126315789473684,0.5842105263157895,0.4473684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7378947368421053,8,2,4,10,0.27263157894736845,0.30526315789473685,0.3452631578947368,0.4147368421052632,0.6031578947368421,0.4336842105263158,0.5863157894736842,0.6126315789473684,0.5842105263157895,0.4473684210526316
1100001111,782,"[1, 2, 3, 4, 9, 10]",0.4515789473684211,9,2,4,10,0.2894736842105263,0.2736842105263158,0.32421052631578945,0.2831578947368421,0.5842105263157895,0.5273684210526316,0.6494736842105263,0.68,0.4421052631578947,0.3863157894736842
