Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy(low-quality client),Client 2 Accuracy(low-quality client),Client 3 Accuracy(low-quality client),Client 4 Accuracy(low-quality client),Client 5 Accuracy(low-quality client),Client 6 Accuracy(low-quality client),Client 7 Accuracy(low-quality client),Client 8 Accuracy(low-quality client),Client 9 Accuracy(low-quality client),Client 10 Accuracy
0011101101,236,"[1, 3, 4, 6, 7, 8]",0.29368421052631577,2,5,9,10,0.24105263157894738,0.4589473684210526,0.2326315789473684,0.21473684210526317,0.35157894736842105,0.24105263157894738,0.2694736842105263,0.23894736842105263,0.33263157894736844,0.4905263157894737
0100101100,299,"[3, 4, 6, 9]",0.2789473684210526,5,5,9,10,0.4663157894736842,0.32210526315789473,0.2063157894736842,0.26526315789473687,0.35578947368421054,0.26842105263157895,0.33789473684210525,0.3263157894736842,0.22,0.4694736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5578947368421052,5,5,9,10,0.4663157894736842,0.32210526315789473,0.2063157894736842,0.26526315789473687,0.35578947368421054,0.26842105263157895,0.33789473684210525,0.3263157894736842,0.22,0.4694736842105263
0010001110,141,"[2, 3, 4, 8]",0.26421052631578945,6,5,9,10,0.3042105263157895,0.22421052631578947,0.24421052631578946,0.24526315789473685,0.31894736842105265,0.28210526315789475,0.48526315789473684,0.19894736842105262,0.46421052631578946,0.5726315789473684
0010111111,190,"[1, 2, 3, 4, 5, 6, 8]",0.33789473684210525,6,5,9,10,0.3042105263157895,0.22421052631578947,0.24421052631578946,0.24526315789473685,0.31894736842105265,0.28210526315789475,0.48526315789473684,0.19894736842105262,0.46421052631578946,0.5726315789473684
0111111111,510,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.44105263157894736,7,5,9,10,0.24526315789473685,0.28526315789473683,0.33157894736842103,0.3936842105263158,0.31473684210526315,0.3157894736842105,0.2831578947368421,0.26,0.25157894736842107,0.5063157894736842
0110011111,414,"[1, 2, 3, 4, 5, 8, 9]",0.3263157894736842,8,5,9,10,0.27052631578947367,0.2736842105263158,0.28421052631578947,0.2736842105263158,0.24421052631578946,0.39789473684210525,0.391578947368421,0.31157894736842107,0.2294736842105263,0.4473684210526316
0111111001,504,"[1, 4, 5, 6, 7, 8, 9]",0.3094736842105263,11,5,9,10,0.2694736842105263,0.4105263157894737,0.36210526315789476,0.28421052631578947,0.19473684210526315,0.2557894736842105,0.24210526315789474,0.2305263157894737,0.2894736842105263,0.5
0111111111,510,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.4421052631578947,13,5,9,10,0.25473684210526315,0.2768421052631579,0.30105263157894735,0.43157894736842106,0.20421052631578948,0.29473684210526313,0.3726315789473684,0.3136842105263158,0.22105263157894736,0.5368421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.4726315789473684,14,5,9,10,0.3273684210526316,0.3178947368421053,0.27789473684210525,0.31894736842105265,0.26105263157894737,0.22526315789473683,0.42,0.30736842105263157,0.1957894736842105,0.41789473684210526
