Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy(low-quality client),Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7936842105263158,1,0.1,1,10,0.42210526315789476,0.32105263157894737,0.5442105263157895,0.6642105263157895,0.5673684210526316,0.48526315789473684,0.6442105263157895,0.6610526315789473,0.4442105263157895,0.4957894736842105
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8073684210526316,2,0.1,1,10,0.3389473684210526,0.5768421052631579,0.6,0.5505263157894736,0.6357894736842106,0.4,0.6094736842105263,0.5547368421052632,0.5252631578947369,0.6336842105263157
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7673684210526316,3,0.1,1,10,0.4747368421052632,0.45263157894736844,0.4768421052631579,0.38526315789473686,0.4926315789473684,0.6610526315789473,0.6894736842105263,0.5621052631578948,0.5147368421052632,0.5105263157894737
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7705263157894737,4,0.1,1,10,0.5484210526315789,0.3631578947368421,0.4768421052631579,0.5357894736842105,0.5357894736842105,0.34,0.5926315789473684,0.5978947368421053,0.5094736842105263,0.47157894736842104
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7884210526315789,5,0.1,1,10,0.5326315789473685,0.4694736842105263,0.5863157894736842,0.5463157894736842,0.5578947368421052,0.46210526315789474,0.6231578947368421,0.3989473684210526,0.5210526315789473,0.4842105263157895
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8052631578947368,6,0.1,1,10,0.6178947368421053,0.47157894736842104,0.6568421052631579,0.47578947368421054,0.588421052631579,0.6431578947368422,0.5452631578947369,0.5736842105263158,0.5336842105263158,0.4231578947368421
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.783157894736842,7,0.1,1,10,0.5547368421052632,0.5010526315789474,0.5126315789473684,0.6231578947368421,0.5705263157894737,0.4768421052631579,0.6726315789473685,0.4063157894736842,0.5294736842105263,0.4705263157894737
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7736842105263158,8,0.1,1,10,0.4463157894736842,0.4031578947368421,0.5157894736842106,0.5568421052631579,0.6063157894736843,0.4105263157894737,0.3547368421052632,0.6168421052631579,0.4747368421052632,0.5147368421052632
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7273684210526316,9,0.1,1,10,0.4231578947368421,0.5294736842105263,0.41368421052631577,0.43894736842105264,0.49473684210526314,0.43473684210526314,0.6189473684210526,0.5357894736842105,0.5473684210526316,0.45473684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6252631578947369,10,0.1,1,10,0.3473684210526316,0.4936842105263158,0.3736842105263158,0.4063157894736842,0.42,0.3684210526315789,0.5863157894736842,0.4936842105263158,0.3452631578947368,0.4463157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6757894736842105,11,0.1,1,10,0.4063157894736842,0.3957894736842105,0.5094736842105263,0.56,0.3494736842105263,0.4357894736842105,0.4326315789473684,0.3705263157894737,0.4263157894736842,0.5326315789473685
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7221052631578947,12,0.1,1,10,0.2968421052631579,0.48210526315789476,0.5168421052631579,0.6305263157894737,0.5347368421052632,0.3863157894736842,0.5915789473684211,0.4789473684210526,0.5452631578947369,0.4631578947368421
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6589473684210526,13,0.1,1,10,0.38421052631578945,0.39263157894736844,0.4610526315789474,0.5,0.4705263157894737,0.3726315789473684,0.6273684210526316,0.3431578947368421,0.3526315789473684,0.5652631578947368
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7736842105263158,14,0.1,1,10,0.4357894736842105,0.38421052631578945,0.5768421052631579,0.38526315789473686,0.5178947368421053,0.54,0.7347368421052631,0.4073684210526316,0.47789473684210526,0.5347368421052632
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7494736842105263,15,0.1,1,10,0.5336842105263158,0.4052631578947368,0.48736842105263156,0.6052631578947368,0.5357894736842105,0.5778947368421052,0.6484210526315789,0.4536842105263158,0.5126315789473684,0.4515789473684211
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7736842105263158,16,0.1,1,10,0.4463157894736842,0.4031578947368421,0.5157894736842106,0.5568421052631579,0.6063157894736843,0.4105263157894737,0.3547368421052632,0.6168421052631579,0.4747368421052632,0.5147368421052632
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7410526315789474,17,0.1,1,10,0.47368421052631576,0.4768421052631579,0.5547368421052632,0.5094736842105263,0.4936842105263158,0.49473684210526314,0.651578947368421,0.3178947368421053,0.5736842105263158,0.4421052631578947
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7957894736842105,18,0.1,1,10,0.6221052631578947,0.33473684210526317,0.6210526315789474,0.5863157894736842,0.46210526315789474,0.4105263157894737,0.5515789473684211,0.6094736842105263,0.5178947368421053,0.6378947368421053
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7442105263157894,19,0.1,1,10,0.5389473684210526,0.39052631578947367,0.56,0.4105263157894737,0.5757894736842105,0.5526315789473685,0.5810526315789474,0.6294736842105263,0.4463157894736842,0.41157894736842104
0000010011,18,"[1, 2, 5]",0.4063157894736842,20,0.1,1,10,0.39052631578947367,0.35578947368421054,0.508421052631579,0.5431578947368421,0.33263157894736844,0.4652631578947368,0.6452631578947369,0.6052631578947368,0.4968421052631579,0.5126315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7294736842105263,20,0.1,1,10,0.39052631578947367,0.35578947368421054,0.508421052631579,0.5431578947368421,0.33263157894736844,0.4652631578947368,0.6452631578947369,0.6052631578947368,0.4968421052631579,0.5126315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7378947368421053,21,0.1,1,10,0.33157894736842103,0.32421052631578945,0.5473684210526316,0.6178947368421053,0.45473684210526316,0.4368421052631579,0.6221052631578947,0.46842105263157896,0.6073684210526316,0.42736842105263156
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7778947368421053,22,0.1,1,10,0.4905263157894737,0.45473684210526316,0.5989473684210527,0.6463157894736842,0.39789473684210525,0.5505263157894736,0.6305263157894737,0.6273684210526316,0.5326315789473685,0.508421052631579
1011101111,750,"[1, 2, 3, 4, 6, 7, 8, 10]",0.5073684210526316,23,0.1,1,10,0.3831578947368421,0.31473684210526315,0.47578947368421054,0.3726315789473684,0.5768421052631579,0.40421052631578946,0.4189473684210526,0.3294736842105263,0.5473684210526316,0.4884210526315789
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.66,23,0.1,1,10,0.3831578947368421,0.31473684210526315,0.47578947368421054,0.3726315789473684,0.5768421052631579,0.40421052631578946,0.4189473684210526,0.3294736842105263,0.5473684210526316,0.4884210526315789
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7473684210526316,24,0.1,1,10,0.5168421052631579,0.4705263157894737,0.6915789473684211,0.4147368421052632,0.37684210526315787,0.3863157894736842,0.5063157894736842,0.49157894736842106,0.5694736842105264,0.52
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7389473684210527,25,0.1,1,10,0.5557894736842105,0.4357894736842105,0.5631578947368421,0.5778947368421052,0.3778947368421053,0.6010526315789474,0.66,0.3178947368421053,0.4463157894736842,0.5663157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.751578947368421,26,0.1,1,10,0.5526315789473685,0.5389473684210526,0.45473684210526316,0.48105263157894734,0.4305263157894737,0.41368421052631577,0.6463157894736842,0.5147368421052632,0.5284210526315789,0.5210526315789473
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7842105263157895,27,0.1,1,10,0.4494736842105263,0.4242105263157895,0.36736842105263157,0.4957894736842105,0.52,0.6336842105263157,0.5168421052631579,0.5715789473684211,0.5210526315789473,0.5410526315789473
1000001110,525,"[2, 3, 4, 10]",0.4284210526315789,28,0.1,1,10,0.48526315789473684,0.3757894736842105,0.3642105263157895,0.38105263157894737,0.6326315789473684,0.5378947368421053,0.6705263157894736,0.5873684210526315,0.5221052631578947,0.39473684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.771578947368421,28,0.1,1,10,0.48526315789473684,0.3757894736842105,0.3642105263157895,0.38105263157894737,0.6326315789473684,0.5378947368421053,0.6705263157894736,0.5873684210526315,0.5221052631578947,0.39473684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7547368421052632,29,0.1,1,10,0.6168421052631579,0.5673684210526316,0.4663157894736842,0.5621052631578948,0.4231578947368421,0.41368421052631577,0.47789473684210526,0.33263157894736844,0.5157894736842106,0.4536842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7494736842105263,30,0.1,1,10,0.3494736842105263,0.4936842105263158,0.5863157894736842,0.5284210526315789,0.5873684210526315,0.35578947368421054,0.5715789473684211,0.42947368421052634,0.3968421052631579,0.5242105263157895
