Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy(low-quality client),Client 2 Accuracy(low-quality client),Client 3 Accuracy(low-quality client),Client 4 Accuracy(low-quality client),Client 5 Accuracy(low-quality client),Client 6 Accuracy(low-quality client),Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7621052631578947,1,2,6,10,0.4936842105263158,0.37684210526315787,0.4473684210526316,0.3410526315789474,0.5178947368421053,0.5126315789473684,0.5873684210526315,0.5757894736842105,0.5378947368421053,0.4242105263157895
0000101011,42,"[1, 2, 4, 6]",0.28842105263157897,2,2,6,10,0.26421052631578945,0.25684210526315787,0.37894736842105264,0.2336842105263158,0.4831578947368421,0.2736842105263158,0.7094736842105264,0.5536842105263158,0.5284210526315789,0.4905263157894737
1110111111,958,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.6157894736842106,2,2,6,10,0.26421052631578945,0.25684210526315787,0.37894736842105264,0.2336842105263158,0.4831578947368421,0.2736842105263158,0.7094736842105264,0.5536842105263158,0.5284210526315789,0.4905263157894737
0000111110,61,"[2, 3, 4, 5, 6]",0.3157894736842105,3,2,6,10,0.38421052631578945,0.27578947368421053,0.25263157894736843,0.29894736842105263,0.2168421052631579,0.29789473684210527,0.6010526315789474,0.4463157894736842,0.5052631578947369,0.5094736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.62,3,2,6,10,0.38421052631578945,0.27578947368421053,0.25263157894736843,0.29894736842105263,0.2168421052631579,0.29789473684210527,0.6010526315789474,0.4463157894736842,0.5052631578947369,0.5094736842105263
0000011111,30,"[1, 2, 3, 4, 5]",0.4105263157894737,4,2,6,10,0.32,0.2736842105263158,0.3021052631578947,0.40842105263157896,0.29789473684210527,0.4378947368421053,0.5915789473684211,0.4789473684210526,0.5452631578947369,0.4631578947368421
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6336842105263157,4,2,6,10,0.32,0.2736842105263158,0.3021052631578947,0.40842105263157896,0.29789473684210527,0.4378947368421053,0.5915789473684211,0.4789473684210526,0.5452631578947369,0.4631578947368421
0000001111,14,"[1, 2, 3, 4]",0.37473684210526315,5,2,6,10,0.3178947368421053,0.2789473684210526,0.3042105263157895,0.3126315789473684,0.42526315789473684,0.4652631578947368,0.64,0.4694736842105263,0.5178947368421053,0.4694736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6863157894736842,5,2,6,10,0.3178947368421053,0.2789473684210526,0.3042105263157895,0.3126315789473684,0.42526315789473684,0.4652631578947368,0.64,0.4694736842105263,0.5178947368421053,0.4694736842105263
0000011110,29,"[2, 3, 4, 5]",0.3726315789473684,6,2,6,10,0.5147368421052632,0.32105263157894737,0.2873684210526316,0.32526315789473687,0.2326315789473684,0.40842105263157896,0.6926315789473684,0.5378947368421053,0.4863157894736842,0.5726315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.728421052631579,6,2,6,10,0.5147368421052632,0.32105263157894737,0.2873684210526316,0.32526315789473687,0.2326315789473684,0.40842105263157896,0.6926315789473684,0.5378947368421053,0.4863157894736842,0.5726315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7336842105263158,7,2,6,10,0.31157894736842107,0.4094736842105263,0.4147368421052632,0.4473684210526316,0.43894736842105264,0.4126315789473684,0.6273684210526316,0.42736842105263156,0.508421052631579,0.5063157894736842
1000111111,574,"[1, 2, 3, 4, 5, 6, 10]",0.5063157894736842,8,2,6,10,0.27263157894736845,0.30526315789473685,0.3452631578947368,0.4147368421052632,0.4326315789473684,0.3473684210526316,0.5863157894736842,0.6126315789473684,0.5842105263157895,0.4473684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7094736842105264,8,2,6,10,0.27263157894736845,0.30526315789473685,0.3452631578947368,0.4147368421052632,0.4326315789473684,0.3473684210526316,0.5863157894736842,0.6126315789473684,0.5842105263157895,0.4473684210526316
1100111111,830,"[1, 2, 3, 4, 5, 6, 9, 10]",0.5126315789473684,9,2,6,10,0.2894736842105263,0.2736842105263158,0.32421052631578945,0.2831578947368421,0.3063157894736842,0.4231578947368421,0.6494736842105263,0.68,0.4421052631578947,0.3863157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5768421052631579,10,2,6,10,0.26842105263157895,0.2894736842105263,0.391578947368421,0.3021052631578947,0.3105263157894737,0.4768421052631579,0.43157894736842106,0.3642105263157895,0.5347368421052632,0.4515789473684211
0000111111,62,"[1, 2, 3, 4, 5, 6]",0.4010526315789474,11,2,6,10,0.2768421052631579,0.3831578947368421,0.31894736842105265,0.3157894736842105,0.26526315789473687,0.36210526315789476,0.5494736842105263,0.4663157894736842,0.5768421052631579,0.5
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6589473684210526,11,2,6,10,0.2768421052631579,0.3831578947368421,0.31894736842105265,0.3157894736842105,0.26526315789473687,0.36210526315789476,0.5494736842105263,0.4663157894736842,0.5768421052631579,0.5
0000001011,10,"[1, 2, 4]",0.35578947368421054,12,2,6,10,0.24526315789473685,0.3031578947368421,0.36,0.32,0.4978947368421053,0.42947368421052634,0.6905263157894737,0.4589473684210526,0.4768421052631579,0.3936842105263158
1110111111,958,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.5505263157894736,12,2,6,10,0.24526315789473685,0.3031578947368421,0.36,0.32,0.4978947368421053,0.42947368421052634,0.6905263157894737,0.4589473684210526,0.4768421052631579,0.3936842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6557894736842105,13,2,6,10,0.3505263157894737,0.3031578947368421,0.37684210526315787,0.30842105263157893,0.45473684210526316,0.32105263157894737,0.5136842105263157,0.45263157894736844,0.4052631578947368,0.5368421052631579
