Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy(low-quality client),Client 2 Accuracy(low-quality client),Client 3 Accuracy(low-quality client),Client 4 Accuracy(low-quality client),Client 5 Accuracy(low-quality client),Client 6 Accuracy(low-quality client),Client 7 Accuracy(low-quality client),Client 8 Accuracy(low-quality client),Client 9 Accuracy(low-quality client),Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7463157894736843,1,0.1,9,10,0.5663157894736842,0.33052631578947367,0.42210526315789476,0.3631578947368421,0.4010526315789474,0.4557894736842105,0.39473684210526316,0.48105263157894734,0.5526315789473685,0.4242105263157895
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7694736842105263,2,0.1,9,10,0.4284210526315789,0.3831578947368421,0.4842105263157895,0.48526315789473684,0.6136842105263158,0.58,0.6042105263157894,0.508421052631579,0.4431578947368421,0.4905263157894737
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7178947368421053,3,0.1,9,10,0.44105263157894736,0.27578947368421053,0.4357894736842105,0.4789473684210526,0.4242105263157895,0.5336842105263158,0.39473684210526316,0.5557894736842105,0.4936842105263158,0.5094736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7431578947368421,4,0.1,9,10,0.2968421052631579,0.5463157894736842,0.4557894736842105,0.5357894736842105,0.4884210526315789,0.5863157894736842,0.49157894736842106,0.45052631578947366,0.5126315789473684,0.4631578947368421
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7673684210526316,5,0.1,9,10,0.5505263157894736,0.3094736842105263,0.4052631578947368,0.6294736842105263,0.48736842105263156,0.48526315789473684,0.5663157894736842,0.5810526315789474,0.43894736842105264,0.4694736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7557894736842106,6,0.1,9,10,0.5852631578947368,0.4747368421052632,0.5757894736842105,0.5389473684210526,0.5494736842105263,0.5031578947368421,0.6178947368421053,0.5694736842105264,0.4978947368421053,0.5726315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7126315789473684,7,0.1,9,10,0.37684210526315787,0.4694736842105263,0.4473684210526316,0.3778947368421053,0.4789473684210526,0.37684210526315787,0.4052631578947368,0.5189473684210526,0.4694736842105263,0.5063157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7305263157894737,8,0.1,9,10,0.4515789473684211,0.45263157894736844,0.5231578947368422,0.4652631578947368,0.4905263157894737,0.3989473684210526,0.5473684210526316,0.4378947368421053,0.4831578947368421,0.4473684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7231578947368421,9,0.1,9,10,0.3757894736842105,0.42210526315789476,0.5242105263157895,0.5136842105263157,0.5189473684210526,0.3957894736842105,0.4610526315789474,0.5252631578947369,0.49894736842105264,0.3863157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.728421052631579,10,0.1,9,10,0.58,0.36105263157894735,0.37157894736842106,0.5989473684210527,0.4536842105263158,0.5010526315789474,0.46842105263157896,0.30105263157894735,0.4652631578947368,0.4515789473684211
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7452631578947368,11,0.1,9,10,0.43894736842105264,0.3,0.41789473684210526,0.39789473684210525,0.5936842105263158,0.5515789473684211,0.6021052631578947,0.38421052631578945,0.43157894736842106,0.5
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7347368421052631,12,0.1,9,10,0.4863157894736842,0.4378947368421053,0.3526315789473684,0.5547368421052632,0.5105263157894737,0.5968421052631578,0.5010526315789474,0.5178947368421053,0.36210526315789476,0.3936842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7673684210526316,13,0.1,9,10,0.47368421052631576,0.36210526315789476,0.5473684210526316,0.5136842105263157,0.5,0.5547368421052632,0.5894736842105263,0.31157894736842107,0.4494736842105263,0.5368421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7421052631578947,14,0.1,9,10,0.6052631578947368,0.34842105263157896,0.39263157894736844,0.5863157894736842,0.5105263157894737,0.4926315789473684,0.5536842105263158,0.32842105263157895,0.48736842105263156,0.41789473684210526
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7494736842105263,15,0.1,9,10,0.4031578947368421,0.29789473684210527,0.52,0.5842105263157895,0.46842105263157896,0.5642105263157895,0.5715789473684211,0.3526315789473684,0.4168421052631579,0.42526315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7042105263157895,16,0.1,9,10,0.4231578947368421,0.3231578947368421,0.5736842105263158,0.5094736842105263,0.3863157894736842,0.4842105263157895,0.5042105263157894,0.391578947368421,0.3642105263157895,0.44842105263157894
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7263157894736842,17,0.1,9,10,0.34421052631578947,0.34,0.29894736842105263,0.611578947368421,0.4126315789473684,0.48,0.5336842105263158,0.5757894736842105,0.4694736842105263,0.43894736842105264
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7315789473684211,18,0.1,9,10,0.38105263157894737,0.2768421052631579,0.41789473684210526,0.47368421052631576,0.4568421052631579,0.5547368421052632,0.5326315789473685,0.48736842105263156,0.531578947368421,0.5768421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7536842105263157,19,0.1,9,10,0.5957894736842105,0.4336842105263158,0.3705263157894737,0.45789473684210524,0.43473684210526314,0.43473684210526314,0.6336842105263157,0.3873684210526316,0.45789473684210524,0.5463157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7315789473684211,20,0.1,9,10,0.4094736842105263,0.3157894736842105,0.5168421052631579,0.4631578947368421,0.5010526315789474,0.44526315789473686,0.5273684210526316,0.4694736842105263,0.5063157894736842,0.45789473684210524
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7178947368421053,21,0.1,9,10,0.4063157894736842,0.4263157894736842,0.4957894736842105,0.5421052631578948,0.4842105263157895,0.4168421052631579,0.5484210526315789,0.4284210526315789,0.2905263157894737,0.5326315789473685
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7294736842105263,22,0.1,9,10,0.5094736842105263,0.3684210526315789,0.4568421052631579,0.5747368421052632,0.4357894736842105,0.42526315789473684,0.6063157894736843,0.4378947368421053,0.39789473684210525,0.3989473684210526
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7621052631578947,23,0.1,9,10,0.5252631578947369,0.4557894736842105,0.5505263157894736,0.5926315789473684,0.47789473684210526,0.508421052631579,0.5263157894736842,0.47789473684210526,0.46,0.49157894736842106
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.716842105263158,24,0.1,9,10,0.42105263157894735,0.31684210526315787,0.46842105263157896,0.42105263157894735,0.3631578947368421,0.5273684210526316,0.46842105263157896,0.4421052631578947,0.46,0.52
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7347368421052631,25,0.1,9,10,0.36210526315789476,0.5442105263157895,0.5157894736842106,0.5073684210526316,0.4926315789473684,0.33789473684210525,0.5547368421052632,0.5221052631578947,0.48947368421052634,0.44
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7305263157894737,26,0.1,9,10,0.4673684210526316,0.4863157894736842,0.5368421052631579,0.52,0.5147368421052632,0.39473684210526316,0.42526315789473684,0.47789473684210526,0.4884210526315789,0.5673684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7315789473684211,27,0.1,9,10,0.4094736842105263,0.3157894736842105,0.5168421052631579,0.4631578947368421,0.5010526315789474,0.44526315789473686,0.5273684210526316,0.4694736842105263,0.5063157894736842,0.45789473684210524
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.783157894736842,28,0.1,9,10,0.5642105263157895,0.31684210526315787,0.40842105263157896,0.5631578947368421,0.5694736842105264,0.5873684210526315,0.4589473684210526,0.5757894736842105,0.4494736842105263,0.5168421052631579
0100000110,261,"[2, 3, 9]",0.3526315789473684,29,0.1,9,10,0.4305263157894737,0.2968421052631579,0.2968421052631579,0.531578947368421,0.4515789473684211,0.42526315789473684,0.5789473684210527,0.49473684210526314,0.33157894736842103,0.48105263157894734
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7042105263157895,29,0.1,9,10,0.4305263157894737,0.2968421052631579,0.2968421052631579,0.531578947368421,0.4515789473684211,0.42526315789473684,0.5789473684210527,0.49473684210526314,0.33157894736842103,0.48105263157894734
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7557894736842106,30,0.1,9,10,0.5073684210526316,0.3042105263157895,0.4968421052631579,0.44842105263157894,0.3505263157894737,0.6421052631578947,0.4968421052631579,0.5326315789473685,0.5031578947368421,0.49894736842105264
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7610526315789473,31,0.1,9,10,0.6252631578947369,0.48736842105263156,0.5589473684210526,0.4168421052631579,0.4557894736842105,0.6042105263157894,0.5157894736842106,0.5010526315789474,0.3273684210526316,0.62
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7273684210526316,32,0.1,9,10,0.5589473684210526,0.4747368421052632,0.45052631578947366,0.5715789473684211,0.40210526315789474,0.5210526315789473,0.4326315789473684,0.33473684210526317,0.45789473684210524,0.39263157894736844
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7126315789473684,33,0.1,9,10,0.49894736842105264,0.27473684210526317,0.3136842105263158,0.4557894736842105,0.3178947368421053,0.5294736842105263,0.5210526315789473,0.511578947368421,0.45473684210526316,0.4747368421052632
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7368421052631579,34,0.1,9,10,0.5821052631578948,0.33473684210526317,0.4463157894736842,0.4147368421052632,0.4,0.4694736842105263,0.4,0.5168421052631579,0.37157894736842106,0.508421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7,35,0.1,9,10,0.511578947368421,0.3126315789473684,0.4105263157894737,0.52,0.35157894736842105,0.5031578947368421,0.508421052631579,0.46842105263157896,0.5336842105263158,0.32
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7442105263157894,36,0.1,9,10,0.4663157894736842,0.5684210526315789,0.4378947368421053,0.5410526315789473,0.4031578947368421,0.41789473684210526,0.48947368421052634,0.3705263157894737,0.5231578947368422,0.5673684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7578947368421053,37,0.1,9,10,0.5357894736842105,0.3389473684210526,0.47368421052631576,0.4589473684210526,0.4147368421052632,0.4926315789473684,0.5578947368421052,0.48,0.4694736842105263,0.3863157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7526315789473684,38,0.1,9,10,0.5168421052631579,0.5557894736842105,0.42105263157894735,0.3957894736842105,0.5042105263157894,0.49894736842105264,0.6578947368421053,0.5505263157894736,0.4589473684210526,0.48736842105263156
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7263157894736842,39,0.1,9,10,0.34421052631578947,0.34,0.29894736842105263,0.611578947368421,0.4126315789473684,0.48,0.5336842105263158,0.5757894736842105,0.4694736842105263,0.43894736842105264
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7536842105263157,40,0.1,9,10,0.5926315789473684,0.40421052631578946,0.44105263157894736,0.5410526315789473,0.4442105263157895,0.4663157894736842,0.46842105263157896,0.3778947368421053,0.5031578947368421,0.5052631578947369
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7336842105263158,41,0.1,9,10,0.4263157894736842,0.33473684210526317,0.4536842105263158,0.48947368421052634,0.46842105263157896,0.4978947368421053,0.6094736842105263,0.4936842105263158,0.4631578947368421,0.37157894736842106
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7157894736842105,42,0.1,9,10,0.42,0.43473684210526314,0.4473684210526316,0.5189473684210526,0.47157894736842104,0.4094736842105263,0.588421052631579,0.48736842105263156,0.46421052631578946,0.5357894736842105
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7505263157894737,43,0.1,9,10,0.42,0.27263157894736845,0.45789473684210524,0.5589473684210526,0.5221052631578947,0.5557894736842105,0.5389473684210526,0.5063157894736842,0.4589473684210526,0.4968421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7,44,0.1,9,10,0.4231578947368421,0.30526315789473685,0.48105263157894734,0.3589473684210526,0.5105263157894737,0.4905263157894737,0.47578947368421054,0.5431578947368421,0.3642105263157895,0.45473684210526316
